fastq	Accession
REP3_type1_HEK3_GTCAG_pegRNA_RTT_opt_36_R1.fastq.gz	SRR33940133
REP3_type1_HEK3_GTCAG_pegRNA_RTT_opt_40_R1.fastq.gz	SRR33940132
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_10_R1.fastq.gz	SRR33940130
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940129
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940128
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940127
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940126
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940125
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_6_R1.fastq.gz	SRR33940124
REP3_type1_RNF2_GCTGC_pegRNA_RTT_opt_8_R1.fastq.gz	SRR33940123
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_10_R1.fastq.gz	SRR33940122
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940121
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940119
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940118
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940117
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940116
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_6_R1.fastq.gz	SRR33940115
REP3_type1_RNF2_GTCAG_pegRNA_RTT_opt_8_R1.fastq.gz	SRR33940114
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_11_R1.fastq.gz	SRR33940113
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_13_R1.fastq.gz	SRR33940112
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_15_R1.fastq.gz	SRR33940111
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_17_R1.fastq.gz	SRR33940110
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_19_R1.fastq.gz	SRR33940108
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_21_R1.fastq.gz	SRR33940107
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_23_R1.fastq.gz	SRR33940106
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_7_R1.fastq.gz	SRR33940105
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_opt_9_R1.fastq.gz	SRR33940104
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_11_R1.fastq.gz	SRR33940103
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_13_R1.fastq.gz	SRR33940102
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_15_R1.fastq.gz	SRR33940101
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_17_R1.fastq.gz	SRR33940100
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_19_R1.fastq.gz	SRR33940099
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_21_R1.fastq.gz	SRR33940097
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_23_R1.fastq.gz	SRR33940096
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_7_R1.fastq.gz	SRR33940095
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_opt_9_R1.fastq.gz	SRR33940094
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940093
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940092
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940091
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940090
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940089
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940088
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940086
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940085
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940084
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940083
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940563
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940562
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940561
REP3_type2_EMX1_GCTGC_pegRNA_RTT_opt_22_R1.fastq.gz	SRR33940560
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940559
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940558
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940556
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940555
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940554
REP3_type2_EMX1_GTCAG_pegRNA_RTT_opt_22_R1.fastq.gz	SRR33940553
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940552
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940551
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940550
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940549
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940548
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_22_R1.fastq.gz	SRR33940547
REP3_type2_FANCF_GCTGC_pegRNA_RTT_opt_24_R1.fastq.gz	SRR33940545
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_12_R1.fastq.gz	SRR33940544
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_14_R1.fastq.gz	SRR33940543
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_16_R1.fastq.gz	SRR33940542
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_18_R1.fastq.gz	SRR33940541
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_20_R1.fastq.gz	SRR33940540
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_22_R1.fastq.gz	SRR33940539
REP3_type2_FANCF_GTCAG_pegRNA_RTT_opt_24_R1.fastq.gz	SRR33940538
REP3_type2_HEK3_GCTGC_pegRNA_RTT_opt_30_R1.fastq.gz	SRR33940537
REP3_type2_HEK3_GCTGC_pegRNA_RTT_opt_32_R1.fastq.gz	SRR33940536
REP3_type2_HEK3_GCTGC_pegRNA_RTT_opt_34_R1.fastq.gz	SRR33940277
REP3_type2_HEK3_GCTGC_pegRNA_RTT_opt_36_R1.fastq.gz	SRR33940276
REP3_type2_HEK3_GCTGC_pegRNA_RTT_opt_40_R1.fastq.gz	SRR33940275
REP3_type2_HEK3_GTCAG_pegRNA_RTT_opt_30_R1.fastq.gz	SRR33940274
REP3_type2_HEK3_GTCAG_pegRNA_RTT_opt_32_R1.fastq.gz	SRR33940273
REP3_type2_HEK3_GTCAG_pegRNA_RTT_opt_34_R1.fastq.gz	SRR33940272
REP3_type2_HEK3_GTCAG_pegRNA_RTT_opt_36_R1.fastq.gz	SRR33940271
REP3_type2_HEK3_GTCAG_pegRNA_RTT_opt_40_R1.fastq.gz	SRR33940270
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_23_R1.fastq.gz	SRR33940269
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_25_R1.fastq.gz	SRR33940268
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_27_R1.fastq.gz	SRR33940266
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_29_R1.fastq.gz	SRR33940265
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_31_R1.fastq.gz	SRR33940264
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_opt_33_R1.fastq.gz	SRR33940263
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_23_R1.fastq.gz	SRR33940262
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_25_R1.fastq.gz	SRR33940261
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_27_R1.fastq.gz	SRR33940260
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_29_R1.fastq.gz	SRR33940259
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_31_R1.fastq.gz	SRR33940258
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_opt_33_R1.fastq.gz	SRR33940257
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_24_R1.fastq.gz	SRR33940254
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_26_R1.fastq.gz	SRR33940253
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_28_R1.fastq.gz	SRR33940252
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_30_R1.fastq.gz	SRR33940251
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_32_R1.fastq.gz	SRR33939970
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_34_R1.fastq.gz	SRR33939969
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_36_R1.fastq.gz	SRR33939968
REP3_type3_HEK3_GCTGC_pegRNA_RTT_opt_40_R1.fastq.gz	SRR33939967
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_24_R1.fastq.gz	SRR33939966
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_26_R1.fastq.gz	SRR33939965
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_28_R1.fastq.gz	SRR33939963
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_30_R1.fastq.gz	SRR33939962
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_32_R1.fastq.gz	SRR33939961
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_34_R1.fastq.gz	SRR33939960
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_36_R1.fastq.gz	SRR33939959
REP3_type3_HEK3_GTCAG_pegRNA_RTT_opt_40_R1.fastq.gz	SRR33939958
