fastq	Accession
REP2_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052758
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052756
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052755
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052754
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052940
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052938
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052937
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052936
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052935
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052934
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052933
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052931
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052930
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052929
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052928
REP2_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052927
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052926
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052925
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052924
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052923
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052922
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052920
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052919
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052918
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052917
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052916
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052915
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052914
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052913
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052912
REP2_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052638
REP2_WtTScells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052472
REP2_WtTScells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052471
REP2_WtTScells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052470
REP2_WtTScells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052469
REP2_WtTScells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052468
REP2_WtTScells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052467
REP2_WtTScells_TSseq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052466
REP2_WtTScells_TSseq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052465
REP2_WtTScells_TSseq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052728
REP2_WtTScells_TSseq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052727
REP2_WtTScells_TSseq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052726
REP2_WtTScells_TSseq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052725
REP3_HEKcells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052877
REP3_HEKcells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052876
REP3_HEKcells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052874
REP3_HEKcells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052873
REP3_HEKcells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052872
REP3_HEKcells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052871
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052635
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052634
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052633
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052632
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052631
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052630
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052629
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052628
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052627
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052626
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052624
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052623
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052622
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052621
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052620
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052619
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052618
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052617
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052616
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052615
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052613
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052543
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052542
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052541
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052540
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052539
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052538
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052537
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052536
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052535
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052533
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052532
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052531
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052530
REP3_OrthoTS1cells_TSseq_GCTGC_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052529
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052528
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052527
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052526
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052525
REP3_OrthoTS1cells_TSseq_GCTGC_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052524
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052522
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052521
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052520
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052519
REP3_OrthoTS1cells_TSseq_GCTGC_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052518
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052517
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052516
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052515
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052514
REP3_OrthoTS1cells_TSseq_GTCAG_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052513
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052511
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052510
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052509
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052508
REP3_OrthoTS1cells_TSseq_GTCAG_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052507
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052506
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052505
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052504
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052503
REP3_OrthoTS1cells_TSseq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052502
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052499
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052498
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052497
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052496
REP3_OrthoTS2cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052495
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052494
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052493
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052492
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052491
REP3_OrthoTS2cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052753
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052751
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052750
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052749
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052748
REP3_OrthoTS2cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052747
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052746
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052745
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052744
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052743
REP3_OrthoTS2cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052742
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052740
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052739
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052738
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052737
REP3_OrthoTS2cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052736
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052735
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052734
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052733
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052732
REP3_OrthoTS2cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052731
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052911
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052910
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052909
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052908
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052907
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052906
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052905
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052904
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052903
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052902
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052900
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052899
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052898
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052897
REP3_OrthoTS2cells_TSseq_GCTGC_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052896
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_14_R1.fastq.gz	SRR34052895
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_16_R1.fastq.gz	SRR34052894
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052893
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_20_R1.fastq.gz	SRR34052892
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_22_R1.fastq.gz	SRR34052891
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_30_R1.fastq.gz	SRR34052889
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_32_R1.fastq.gz	SRR34052888
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052887
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_36_R1.fastq.gz	SRR34052886
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_40_R1.fastq.gz	SRR34052885
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_10_R1.fastq.gz	SRR34052884
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_12_R1.fastq.gz	SRR34052490
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052489
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_16_R1.fastq.gz	SRR34052488
REP3_OrthoTS2cells_TSseq_GTCAG_RNF2_type1_RTT_18_R1.fastq.gz	SRR34052487
REP3_WtTScells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052724
REP3_WtTScells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052723
REP3_WtTScells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052722
REP3_WtTScells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052721
REP3_WtTScells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052720
REP3_WtTScells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052719
REP3_WtTScells_TSseq_GCTGC_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052717
REP3_WtTScells_TSseq_GCTGC_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052716
REP3_WtTScells_TSseq_GCTGC_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052715
REP3_WtTScells_TSseq_GTCAG_EMX1_type2_RTT_18_R1.fastq.gz	SRR34052714
REP3_WtTScells_TSseq_GTCAG_HEK3_type1_RTT_34_R1.fastq.gz	SRR34052713
REP3_WtTScells_TSseq_GTCAG_RNF2_type1_RTT_14_R1.fastq.gz	SRR34052712
