feature,cor,p_value,q_value,rank,clone,dist_cor,feature_type
Fzd2,-0.0005656731122716079,0.983964145670638,0.9988321591571635,86.0,M2-T5,0.02011467103911977,expression
Galnt18,-0.029514034393110296,0.2942187863251007,0.6948677303644106,40.0,M2-T5,-0.06513242612139743,expression
Gata2,0.003588455263691316,0.8985413133454255,0.9734197561242109,95.0,M2-T5,-0.004083613525965264,expression
Gjb1,0.003798068500046714,0.8926496425377282,0.9734197561242109,96.0,M2-T5,-0.014858624758461426,expression
Gpihbp1,-0.01785635625415074,0.5257435562709704,0.8042656951589869,63.0,M2-T5,-0.0009200832933107181,expression
Gpr39,-0.02199572704245278,0.43442638462850125,0.7679232327086196,56.0,M2-T5,0.043469469752379385,expression
Grm6,-0.015003216884483275,0.5939508841215013,0.8344616267335158,67.0,M2-T5,-0.05965485200323267,expression
Gzma,-0.004779397371867814,0.865150930502667,0.9734197561242109,81.0,M2-T5,-0.015471329313586381,expression
Gzmb,-0.04645913132053107,0.09860332126465385,0.4689681924781745,19.0,M2-T5,0.0033448358516524413,expression
Havcr2,0.015878990415826993,0.5725889461912653,0.8332107283941713,111.0,M2-T5,-0.054227983081628475,expression
Hoxa10,-0.023623528427502545,0.4011883722869294,0.7450641199614403,53.0,M2-T5,0.1568641621657337,expression
Hpd,0.019396592718003917,0.4906607244762981,0.7787075850477738,116.0,M2-T5,0.018219213528464256,expression
Htr1b,-0.024641071367239052,0.3812086137818618,0.7377552884973231,50.0,M2-T5,0.02546659611689015,expression
Ibsp,-0.008300619920682584,0.7680396918150363,0.9274363346389611,74.0,M2-T5,-0.013927149677654141,expression
Ifng,-0.005687259910797026,0.8398545593111213,0.9531682696943677,80.0,M2-T5,-0.005400510050360654,expression
Ighd,0.015703583276092795,0.5768381965805801,0.8332107283941713,110.0,M2-T5,-0.027914366334127645,expression
Inava,-0.05835222764757667,0.03797533672194802,0.2579737805693918,13.0,M2-T5,0.12343436355758045,expression
Itgax,-0.047548300498787846,0.09094629036772872,0.46447569723518595,18.0,M2-T5,-0.06650323075880675,expression
Itk,-0.028957471533651594,0.30342171831660186,0.6948677303644106,43.0,M2-T5,-0.07003157868237743,expression
Klhl14,-0.052646112649714735,0.061220041838744535,0.3481619130999711,16.0,M2-T5,-0.007549778542874716,expression
Klrb1c,-0.05975832294657594,0.033568854413639194,0.25264979900791606,12.0,M2-T5,0.04227473393945966,expression
Klrk1,-0.01934641320183324,0.4917835429923929,0.7787075850477738,62.0,M2-T5,-0.03703441742929369,expression
Krt79,-0.02449292012927439,0.38407905630834976,0.7377552884973231,51.0,M2-T5,-0.014693762813193465,expression
Ldb2,-0.007089355229605572,0.801118476831425,0.9385370721562272,78.0,M2-T5,-0.0656698535062154,expression
Mat1a,-0.03521329324824481,0.21072457829699917,0.6696358821437973,30.0,M2-T5,-0.08139472666922155,expression
Mmp12,-0.04604256003205048,0.10166443333442943,0.4689681924781745,20.0,M2-T5,0.0029160380423207677,expression
Mrc1,0.04643468507398477,0.09878090698703348,0.4689681924781745,133.0,M2-T5,0.03728559691143413,expression
Ms4a1,0.03452250369628361,0.21981950748949258,0.6741460899024379,128.0,M2-T5,-0.039200212616785024,expression
Ms4a2,-0.009924990403469496,0.7243431682916808,0.924831009515271,71.0,M2-T5,-0.010444753245239085,expression
Ms4a4b,-0.00792453695074825,0.7782682528438835,0.9274363346389611,77.0,M2-T5,-0.054007197585611996,expression
Ms4a7,0.02150408497513906,0.44476917713376,0.7756340528064352,118.0,M2-T5,-0.11681703494836812,expression
Ncr1,0.02838701861447538,0.31305056547272003,0.6948677303644106,124.0,M2-T5,-0.009375446141436936,expression
Nes,0.04182654936000677,0.13706285547068936,0.559999666637388,131.0,M2-T5,0.011992409593971493,expression
Pacsin1,-0.004413552151247809,0.875385390038089,0.9734197561242109,82.0,M2-T5,-0.04380513669341165,expression
Pax5,0.027358383232345858,0.33091563227721305,0.7041985694861221,123.0,M2-T5,-0.04563447955842341,expression
Plcb1,0.02983814837935328,0.2889464872467458,0.6948677303644106,126.0,M2-T5,-0.08821784993535992,expression
Pld4,0.05222932746265408,0.06330216601817656,0.3481619130999711,134.0,M2-T5,-0.07268559984897022,expression
Pou2af1,-0.03638935221007111,0.19587168073288377,0.6365829623818722,29.0,M2-T5,-0.0658123683387607,expression
Prdm1,0.023687749474735325,0.399909102878093,0.7450641199614403,120.0,M2-T5,-0.03061805179885439,expression
Prex2,0.008734165801044474,0.7562982485665836,0.9274363346389611,102.0,M2-T5,-0.07804216917205933,expression
Prss34,-0.008007082519849173,0.7760198523826359,0.9274363346389611,76.0,M2-T5,-0.0043086466387004824,expression
Ptprb,-0.03164367051156413,0.2607440227560513,0.6948677303644106,34.0,M2-T5,-0.00928253227682728,expression
Ptpro,-0.00870559753647099,0.7570702504325146,0.9274363346389611,73.0,M2-T5,-0.042133274564831125,expression
Rassf4,0.006865492784487395,0.807273145980531,0.9385370721562272,99.0,M2-T5,-0.08276387803618729,expression
Retnlg,-0.036650259774255275,0.1926830554078827,0.6365829623818722,27.0,M2-T5,-0.0024858178195355752,expression
Robo4,0.0020279670491090106,0.9425564308128099,0.9984116267128282,92.0,M2-T5,-0.00737120564805852,expression
Sdc1,-0.03439172929358079,0.2215724910868152,0.6741460899024379,31.0,M2-T5,-0.004741960100844801,expression
Shank3,0.1031521594689608,0.00023787159892962612,0.0037795154052151702,141.0,M2-T5,-0.023973838564761787,expression
Siglech,0.003218990578681434,0.908939396619555,0.9772807046360629,94.0,M2-T5,0.0010089662895278288,expression
Skap1,-0.04489386580322967,0.11049794056032018,0.4937876718789308,21.0,M2-T5,-0.029028358545224193,expression
Slc7a2,-0.0009103598004689545,0.9741956332861764,0.9988321591571635,85.0,M2-T5,-0.06933285884952342,expression
Slc8a1,-0.01601414039158227,0.5693250868700195,0.8332107283941713,65.0,M2-T5,-0.10152188975841882,expression
Sox17,0.038627634163331724,0.16974704304614274,0.6197989295862606,129.0,M2-T5,-0.05232263767409443,expression
Stxbp6,0.014411767822681033,0.608580409286144,0.8395356506499259,108.0,M2-T5,-0.02911852181040761,expression
Themis,-0.03368128319847293,0.23127064795427754,0.6749327072951365,32.0,M2-T5,-0.05017484433428359,expression
Tmem252,0.006582964803924297,0.8150577097052836,0.9399455845794803,98.0,M2-T5,-0.036894493674276024,expression
Tmprss11e,-0.01988943227112391,0.47970643596461654,0.7787075850477738,60.0,M2-T5,0.04806945046876532,expression
Tppp3,0.014042622309281518,0.6177916927808511,0.8413734482634448,106.0,M2-T5,0.018208453596621398,expression
Trdc,-0.027292116394014826,0.332088693482848,0.7041985694861221,46.0,M2-T5,-0.014588591331796012,expression
Tspan7,0.011306692654929269,0.6878616949727787,0.9073421984282926,104.0,M2-T5,0.007152585268146383,expression
Vcan,-0.0324570326426078,0.2486819456016915,0.6948677303644106,33.0,M2-T5,-0.006591239297425416,expression
Wnt7b,-0.0383025596277301,0.1733703299541988,0.6197989295862606,25.0,M2-T5,0.10635015360830916,expression
Xcr1,-0.010854572139773205,0.6997244050606105,0.9096417265787936,69.0,M2-T5,-0.014284925434215737,expression
Zbtb7b,-0.012535751583966344,0.6560063030674295,0.8849896352702115,68.0,M2-T5,0.07793021533499367,expression
ARG1 macrophage,-0.07897114404327965,0.004948501006054716,0.05896963698881869,8.0,M2-T5,0.1764854638831475,subtype_density
CD11c macrophage,-0.057842930625089405,0.039688273933752585,0.2579737805693918,14.0,M2-T5,-0.33447563095407207,subtype_density
ALOX15 macrophage,-0.03960579382322279,0.15918655089746409,0.5990441257457201,24.0,M2-T5,-0.007777511600899658,subtype_density
Exhausted CD8 T cell,-0.11930636995959096,2.0964877697561336e-05,0.00037474718884390886,6.0,M2-T5,-0.20732884344613783,subtype_density
CD4 T cell,0.1506844037124773,7.250776459338367e-08,2.073722067370773e-06,143.0,M2-T5,-0.38041043822843423,subtype_density
Treg,-0.00821139052376308,0.770462944652538,0.9274363346389611,75.0,M2-T5,-0.42557513253490636,subtype_density
B cell,0.01691278399922677,0.5478515968900063,0.8160706078674052,112.0,M2-T5,-0.4895167616633803,subtype_density
cDC,-0.06045409342993194,0.03155505856718969,0.25068740972822917,11.0,M2-T5,-0.35778801111046443,subtype_density
Neutrophil,-0.008707816678539669,0.7570102737437683,0.9274363346389611,72.0,M2-T5,-0.041209504859422916,subtype_density
NK,0.026591030308893843,0.34466346931295205,0.7100898845735495,122.0,M2-T5,-0.3012999483214268,subtype_density
pDC,0.05816137910255746,0.038609720883505824,0.2579737805693918,136.0,M2-T5,-0.02838939958266553,subtype_density
Endothelial,-0.12649250550911914,6.4029275849302245e-06,0.00013080266352071744,5.0,M2-T5,-0.21153898233670596,subtype_density
Cancer fibroblast,-0.2031142413118759,3.0281146790331495e-13,4.330203991017404e-11,1.0,M2-T5,0.16176986580207248,subtype_density
Alveolar fibroblast 1,-0.0253692640249503,0.3672919216040862,0.7294825665192267,49.0,M2-T5,-0.5048897091304493,subtype_density
Alveolar fibroblast 2,-0.17827616547050798,1.7064746167203077e-10,8.134195673033467e-09,3.0,M2-T5,0.09710787413662528,subtype_density
AT1/AT2,0.02885859392114772,0.3050764649471574,0.6948677303644106,125.0,M2-T5,-0.31888399090439445,subtype_density
Club cell,-0.024346208268680898,0.3869345918692254,0.7377552884973231,52.0,M2-T5,-0.2122603025600921,subtype_density
tumor_boundary_dist,-0.1896071110397289,1.0547802863666158e-11,7.541679047521303e-10,2.0,M2-T5,1.0,distance
lung_boundary_dist,-0.0921475353226661,0.0010338860857916346,0.013440519115291249,7.0,M2-T5,0.0,distance
Abca8a,-0.015759522729133356,0.1139573170599511,0.23372878294949154,49.0,M3-T1,0.028036407168129225,expression
Adgre4,0.0052068578647233455,0.6015240466724775,0.7463353912417776,131.0,M3-T1,-0.05460051029858219,expression
Aicda,-0.000626514228447997,0.9498983590202342,0.9764390615115638,106.0,M3-T1,-0.06135675469803717,expression
Alox15,-0.010381324800754667,0.29778614894943506,0.4866261458441988,64.0,M3-T1,-0.021872962060020113,expression
Ankrd1,0.025861810108061403,0.009482002688614197,0.030740040974378286,169.0,M3-T1,-0.017558735351480687,expression
Ankrd65,-0.011235657977703147,0.259791950982257,0.43880825333977863,61.0,M3-T1,-0.019116523883123168,expression
Aplnr,-0.0081514216219707,0.41362186647523075,0.5938428225822955,78.0,M3-T1,-0.0016209358752226344,expression
Arg1,-0.02964285275260526,0.002943317782015023,0.010756488621545813,27.0,M3-T1,-0.1295588070283526,expression
Arhgef37,0.012881899420932395,0.19635506436128167,0.3492337162261622,146.0,M3-T1,-0.049482258578065395,expression
Asprv1,-0.0025799112497368656,0.7958319353626314,0.8936436816083179,97.0,M3-T1,0.011645214706175917,expression
Batf3,0.01704526526798476,0.08733446461484251,0.19080681943025374,155.0,M3-T1,-0.07236433874655686,expression
Bcl11b,0.011014642810173954,0.269283155985455,0.4504831556149196,143.0,M3-T1,-0.040649856425367954,expression
Btla,0.000598329001625166,0.9521495326182413,0.9764390615115638,112.0,M3-T1,-0.048938884100331696,expression
C1qa,-0.03276658684041818,0.0010122073964312088,0.003912570897743712,25.0,M3-T1,0.0023481684082967916,expression
C1qb,-0.02678390867466337,0.007216266432097282,0.024584229709348367,29.0,M3-T1,-0.0018367156932425268,expression
C1qc,-0.04310381178828605,1.5254524862657073e-05,8.517109714983532e-05,17.0,M3-T1,0.005265568627739882,expression
Camk4,-0.025398460525920045,0.010844337973790898,0.03353402973433801,32.0,M3-T1,0.03060757299044327,expression
Car4,0.020045426143590842,0.044367792531021265,0.11755288754775675,166.0,M3-T1,-0.003829262413222437,expression
Ccl24,-0.028079110701736087,0.0048524724026552165,0.016816326774718938,28.0,M3-T1,-0.019306007079812677,expression
Ccr2,0.013997768218086877,0.16033851151616169,0.2956700992178761,149.0,M3-T1,-0.09259382269759424,expression
Ccr4,-0.02114660921146233,0.03391553820510514,0.09338387916748128,38.0,M3-T1,-0.01908767484903404,expression
Ccr9,0.00668238804626789,0.5027315561934418,0.6647963341768539,134.0,M3-T1,-0.04645559146460811,expression
Cd19,-0.006720371727970714,0.5003064655199896,0.6647963341768539,83.0,M3-T1,-0.0436207089318753,expression
Cd200r3,-0.002345123639658487,0.8140553408355634,0.8990391401535618,99.0,M3-T1,-0.023212979577721116,expression
Cd209a,0.0036575938750294315,0.7137466485213387,0.8356109997808315,125.0,M3-T1,-0.014329033189155217,expression
Cd22,-0.005413729992315762,0.5871585931969434,0.7368715156588769,90.0,M3-T1,-0.032251404419494284,expression
Cd226,-0.007912613658708486,0.42743715349874073,0.6093253039237367,79.0,M3-T1,-0.03694647751597041,expression
Cd247,0.019706744687799402,0.04808434873458825,0.1226823285230522,163.0,M3-T1,-0.04480378055458143,expression
Cd274,0.0033580569149910524,0.7362771415883895,0.8361113302783406,121.0,M3-T1,-0.07695906658901365,expression
Cd28,0.00020845067174547673,0.9833206799897283,0.9932032998891225,110.0,M3-T1,-0.03788918523734469,expression
Cd300e,0.01991610078731951,0.04575731353003397,0.11944441583814062,164.0,M3-T1,0.008287520828398353,expression
Cd3g,0.012517348904317327,0.20931905591756647,0.36269939861578326,145.0,M3-T1,-0.016421879143754124,expression
Cd4,-0.008596767695365643,0.38857549537098884,0.5742917247762408,76.0,M3-T1,-0.04021951180438089,expression
Cd79a,-0.04410597574613941,9.615973675892825e-06,5.5223163110127364e-05,16.0,M3-T1,-0.06715955493531633,expression
Cd8a,-0.010082134613551008,0.3119284279543409,0.49866396618569225,65.0,M3-T1,-0.021183434672274796,expression
Cd8b1,0.0015842260240073952,0.8737591537735808,0.944223601658547,117.0,M3-T1,-0.02674527245773484,expression
Cd96,-0.009172744547992842,0.3575869092356075,0.5445073390633114,72.0,M3-T1,-0.034033673124825206,expression
Cdca2,0.06691780827546048,1.8315502876321593e-11,1.7530552753050667e-10,189.0,M3-T1,-0.10173297191843766,expression
Cdh1,-0.01864508187746427,0.06146764557460972,0.14535290306466533,43.0,M3-T1,-0.04324138259603157,expression
Chil1,0.02306231324618853,0.020707532177027435,0.059460199536893056,168.0,M3-T1,-0.08352063285332621,expression
Chst3,-0.006238388117874686,0.5315334041004252,0.6937546378193861,86.0,M3-T1,-0.013070316884268985,expression
Cldn4,0.12823142801173398,3.755802199763583e-38,1.50983248430496e-36,199.0,M3-T1,-0.008339910839493639,expression
Cldn5,-0.00902293325828692,0.36549341025717746,0.5523622215164863,73.0,M3-T1,0.07782880346031892,expression
Clec14a,0.0076430577811768645,0.443349524682554,0.6188420448693983,138.0,M3-T1,0.05918685718677644,expression
Col5a2,-0.015560762646030922,0.11859086039342727,0.24021594977742727,50.0,M3-T1,-0.059167175252763944,expression
Col6a6,0.004706902780824451,0.636878499086711,0.7677294311237675,128.0,M3-T1,-0.026819983681591466,expression
Cpa3,-0.013857565194424255,0.16456815142625078,0.3007108948788765,57.0,M3-T1,-0.01297639002924656,expression
Cr2,0.013601566422159143,0.1725070200133683,0.3123775767809642,148.0,M3-T1,-0.03491073660879369,expression
Csrp3,-0.009971252835853877,0.31728027140802034,0.49866396618569225,67.0,M3-T1,-0.01989163546383765,expression
Cxcl14,-0.009790670078564682,0.3261244143813294,0.5042385176203631,70.0,M3-T1,-0.06146128580999157,expression
Cxcl3,-0.007680861805496387,0.4410976896979238,0.6188420448693983,80.0,M3-T1,-0.021655512247996153,expression
Cxcr2,0.0010329505801619718,0.9174893405868874,0.9655254317170909,115.0,M3-T1,0.014555038266851256,expression
Cyp11a1,0.018656063055879493,0.06131485914025717,0.14535290306466533,160.0,M3-T1,-0.031413070144612004,expression
Cyp4b1,0.014668466669077174,0.14123431168936745,0.2756125888307074,151.0,M3-T1,0.06319932378889354,expression
Dab2,-0.05011244072876486,4.929409577611313e-07,3.30270441699958e-06,12.0,M3-T1,-0.039298969770038966,expression
Dkk2,-0.018671152747776226,0.061105422018682076,0.14535290306466533,42.0,M3-T1,-0.006690236582573736,expression
Dll4,-0.017593407232311738,0.07762834902367047,0.1753179567837951,45.0,M3-T1,0.050365505095898586,expression
Dscc1,0.019694943625355857,0.0482184276284633,0.1226823285230522,162.0,M3-T1,-0.08729432633321621,expression
Ebf1,-0.0070305383570611925,0.48073806063951363,0.6621706686523232,81.0,M3-T1,0.032050028924709206,expression
Enpp1,0.004619104524052442,0.6431765503216612,0.7695148012777019,127.0,M3-T1,-0.048367794586894386,expression
Eomes,0.00034555515861493975,0.972353692371378,0.9920969145515075,111.0,M3-T1,-0.03571406022735226,expression
Epcam,0.018198674231200557,0.0679506538692291,0.1552054707694892,158.0,M3-T1,-0.024981713784198327,expression
Exosc5,-0.01001843812409579,0.3149955014255544,0.49866396618569225,66.0,M3-T1,0.027115515929314084,expression
F7,0.0008716046626746736,0.9303416026154109,0.9739513652380083,114.0,M3-T1,-0.06346526482306777,expression
Fasl,-0.005379052650367786,0.5895555235563285,0.7368715156588769,91.0,M3-T1,-0.0014653298044872806,expression
Fcer1a,0.004945891742996544,0.6198684673399498,0.7626102210193352,130.0,M3-T1,-0.010209522467323063,expression
Fcer2a,-0.03542954471055731,0.00037881612298241735,0.0015539191983564467,23.0,M3-T1,-0.045978399787971996,expression
Fcmr,-0.0034313205979951645,0.7307445588437046,0.8361113302783406,96.0,M3-T1,-0.02885659440465614,expression
Fcnb,-0.00944963105512062,0.34325966774477235,0.5266808642496125,71.0,M3-T1,0.003562967319228091,expression
Fcrls,-0.0012137738186719094,0.9031113185417057,0.9653626332079218,102.0,M3-T1,0.04454569404040188,expression
Fermt1,-0.008332760543133371,0.4033099986878448,0.5874297806975131,77.0,M3-T1,-0.05884962567928398,expression
Fgf1,0.0867797707649543,2.7875256135428496e-18,4.669105402684273e-17,195.0,M3-T1,0.013589001601400402,expression
Fgf2,-0.006456478041994674,0.5172823087250201,0.6795669545995363,85.0,M3-T1,-0.03539346153852464,expression
Fgfbp1,0.11330633862621695,4.159318298398663e-30,1.3933716299635522e-28,198.0,M3-T1,0.0008663054411669816,expression
Fgfr2,-0.004744013796742415,0.6342242388172886,0.7677294311237675,92.0,M3-T1,-0.004935111914576884,expression
Flt3,-0.008665746289720585,0.38478041491619613,0.5728952844307809,75.0,M3-T1,-0.05286537994509366,expression
Foxm1,0.06886608375703251,4.680866793752201e-12,4.704271127720962e-11,190.0,M3-T1,-0.12163466071827853,expression
Foxn4,0.005369300428591347,0.5902304180153193,0.7368715156588769,132.0,M3-T1,-0.010465280426983782,expression
Foxp3,0.00843629745143664,0.3974920412243622,0.5831817539131153,141.0,M3-T1,-0.04171593025402004,expression
Fscn1,-0.004693129943218327,0.6378647512321849,0.7677294311237675,93.0,M3-T1,9.530974560098288e-05,expression
Fxyd3,-0.042326465432960404,2.1673692994419716e-05,0.00011170287927893237,19.0,M3-T1,-0.03917984611883571,expression
Fzd2,0.017373894594303656,0.0814043091629019,0.1818029571304809,157.0,M3-T1,-0.02810862017293377,expression
Gabrp,0.006770536453396401,0.49711320079999505,0.6647963341768539,135.0,M3-T1,-0.013693761097369184,expression
Galnt18,0.014229864279496232,0.15351797587512883,0.2910944613164977,150.0,M3-T1,-0.002003400527600038,expression
Gata2,0.016841809631658676,0.09117731476026164,0.19644092493119916,154.0,M3-T1,0.043914957294179,expression
Gpihbp1,-0.03586383528675435,0.00032065413799757693,0.0013427392028648535,22.0,M3-T1,0.1033414966717435,expression
Gpr141,0.026664146763319733,0.00748010382882234,0.02505834782655484,171.0,M3-T1,-0.018102766920173832,expression
Gpr39,0.02634126168282609,0.008235038445707776,0.02713512668175841,170.0,M3-T1,-0.11205288514046689,expression
Grm6,-0.010487081700818057,0.2928912781507107,0.4825503844942037,63.0,M3-T1,-0.017910950466803258,expression
Gzmb,-0.0024133678367356083,0.80874760614161,0.8981119825108487,98.0,M3-T1,-0.0034317201388166683,expression
Havcr2,0.002485567873314375,0.8031417713568546,0.8968416446818209,119.0,M3-T1,-0.07917268405908354,expression
Hoxa10,0.02003788222461998,0.04444785797825628,0.11755288754775675,165.0,M3-T1,0.019176262254576935,expression
Hoxb5,-0.016676684738777328,0.09439511485456638,0.19763977172674835,47.0,M3-T1,-0.026471981766887767,expression
Htr1b,-0.009965549819908704,0.3175571525958637,0.49866396618569225,68.0,M3-T1,-0.017557651397210203,expression
Ibsp,0.0007524982734042145,0.9398410660440382,0.9750793543721107,113.0,M3-T1,-0.07590082546121746,expression
Ifng,0.0035847003242628715,0.7192074774233027,0.8356109997808315,123.0,M3-T1,-0.0173080032864455,expression
Ighd,-0.003753729839948276,0.7065670124019227,0.835411585251685,94.0,M3-T1,-0.037938691684955936,expression
Il5,-0.001044374477920178,0.9165801289738129,0.9655254317170909,104.0,M3-T1,-0.006855567880322783,expression
Inava,0.03607824979844525,0.00029512630722455514,0.001262135909619906,176.0,M3-T1,0.016185999887392947,expression
Itgax,-0.00990858914898144,0.32033127808823947,0.49912082864911733,69.0,M3-T1,-0.06965491607042235,expression
Itgb4,-0.04416993687632996,9.333810691128428e-06,5.517929261520041e-05,15.0,M3-T1,-0.029487393791510844,expression
Itgb6,0.029418613014910524,0.0031665219920663525,0.0113655521500953,173.0,M3-T1,-0.009966091849244761,expression
Kif2c,0.04157057422461824,3.032631988007161e-05,0.00014867293404620472,180.0,M3-T1,-0.09948901281231885,expression
Klhl14,-0.0007364541571369524,0.9411213669064153,0.9750793543721107,105.0,M3-T1,-0.01035443367874928,expression
Klrb1c,-0.005919463703976091,0.5527258346880775,0.7121659793096382,88.0,M3-T1,-0.00014456982887566991,expression
Klrk1,-0.0034457904524088016,0.7296534965661962,0.8361113302783406,95.0,M3-T1,-0.035777772571316764,expression
Krt19,-0.014161864014120418,0.15549302905018664,0.2910944613164977,55.0,M3-T1,-0.10356262604966243,expression
Krt79,-0.0021194776809318576,0.8316646742391909,0.9035924298490668,101.0,M3-T1,-0.0035443397689466586,expression
Lamp3,0.0038020036061238716,0.7029715996081551,0.835411585251685,126.0,M3-T1,0.00011094447876000904,expression
Lef1,0.08325597880723454,6.040166304629773e-17,8.67195305164703e-16,194.0,M3-T1,0.00323044217293964,expression
Lrrn4,0.0030277251210225013,0.7613888198883217,0.8597705213345656,120.0,M3-T1,-0.04616892692923098,expression
Ly6g,0.0049125560931970805,0.622229235060552,0.7626102210193352,129.0,M3-T1,0.011029590064331447,expression
Mmp12,-0.015885960192904103,0.11108474033308396,0.23018590522628737,48.0,M3-T1,-0.029369628213424794,expression
Mrc1,-0.025591113711014475,0.010258076993510177,0.03228485633759276,30.0,M3-T1,0.03953005451547342,expression
Mreg,0.0011556589694440775,0.9077290431656578,0.9653626332079218,116.0,M3-T1,-0.060154769150170706,expression
Ms4a1,-0.015522044504740023,0.11951042277483945,0.24021594977742727,51.0,M3-T1,-0.03354551427479132,expression
Ms4a2,0.014741620129080209,0.13926116373312666,0.2744264108858672,152.0,M3-T1,-0.02910470016213087,expression
Ms4a4b,-0.002282315484579112,0.8189478449407764,0.8995000919841315,100.0,M3-T1,-0.03773942203711679,expression
Ms4a7,0.006856465697242674,0.4916686507754122,0.6647963341768539,136.0,M3-T1,-0.003048464248959812,expression
Msh2,0.010323593156766548,0.30048114093166994,0.487070236510207,142.0,M3-T1,-0.04938467983678757,expression
Myc,-0.03435200024578948,0.000568423418413444,0.0022850621420220448,24.0,M3-T1,0.018266287966525005,expression
Ncapd2,0.06295722116534862,2.6092012900248654e-10,2.2802150404130345e-09,188.0,M3-T1,-0.1156253920497963,expression
Ncr1,0.005816460966720792,0.5596578006269834,0.7165045727772209,133.0,M3-T1,-0.020793605537752176,expression
Nek2,0.04481425700515699,6.899230577756476e-06,4.2022586246334896e-05,183.0,M3-T1,-0.10204559441063668,expression
Nes,-0.04247219882581242,2.0301596033906005e-05,0.00010738475796881861,18.0,M3-T1,-0.02791586029905392,expression
Ntrk3,-0.023639214584009846,0.017732489151271777,0.0524151517559651,35.0,M3-T1,-0.005192368722345256,expression
Pacsin1,0.011674012284977543,0.24165875749073018,0.41515735261228004,144.0,M3-T1,-0.03842622685930397,expression
Pax5,-0.0239458288700099,0.016309220913428932,0.0489276627402868,34.0,M3-T1,-0.006934882747297643,expression
Pdcd1,0.033981941476142266,0.0006517665180389858,0.002568726865212473,175.0,M3-T1,-0.03867458858836283,expression
Pdgfa,0.03747275456744591,0.00017022565095959144,0.000744608825649399,177.0,M3-T1,-0.03170412892075854,expression
Plcb1,-0.010970971236838023,0.27118637726072276,0.4504831556149196,62.0,M3-T1,-0.04774203633881687,expression
Pld4,-0.014615269300541613,0.14268263032126188,0.2757616220632081,53.0,M3-T1,-0.04877042397548924,expression
Pllp,0.003587999879506882,0.7189599784393096,0.8356109997808315,124.0,M3-T1,0.05064845650770646,expression
Pou2af1,-0.014130551123298689,0.15640896428946144,0.2910944613164977,56.0,M3-T1,-0.06620929248412517,expression
Prdm1,1.3578259544053226e-05,0.9989134476798884,0.9989134476798884,109.0,M3-T1,0.006408966062818297,expression
Prex2,-0.0002689376781518475,0.9784818131281646,0.9932032998891225,107.0,M3-T1,0.02313271512232053,expression
Ptprb,-0.006091696744968654,0.5412296592437106,0.7018526548902311,87.0,M3-T1,0.011172827514279216,expression
Ptpro,-0.01948983914405624,0.05059935573142465,0.12713088127520442,40.0,M3-T1,-0.01869952926862246,expression
Rad51,0.02859599270297709,0.00412373697795461,0.014541598816997835,172.0,M3-T1,-0.1036827139149211,expression
Rassf4,-0.025583817580922267,0.01027975525177083,0.03228485633759276,31.0,M3-T1,-0.0689225202405411,expression
Robo4,-0.014811806798134639,0.1373880508494372,0.2734158239676918,52.0,M3-T1,0.05798355240612301,expression
Rpa2,0.04275619560654151,1.7861742366122186e-05,9.703270852947458e-05,182.0,M3-T1,-0.08024406235389218,expression
Sbspon,-0.021815943745642736,0.028653097793534168,0.07998989800694956,37.0,M3-T1,-0.01214096177587063,expression
Scg2,-0.023339873793134985,0.01922582048662935,0.05600565098278985,36.0,M3-T1,-0.06064654071294062,expression
Sdc1,-0.06120933742158681,8.017890619134004e-10,6.714983393524728e-09,10.0,M3-T1,-0.0357627459858531,expression
Serpinb5,-0.012820881357653179,0.1984829827718601,0.3492337162261622,58.0,M3-T1,-0.0324549823671247,expression
Serpinf1,-0.01123701884750979,0.25973423670926,0.43880825333977863,60.0,M3-T1,-0.02388777099265265,expression
Shank3,-0.020819901028661533,0.036771017842083926,0.09987803494944418,39.0,M3-T1,0.03907533300171792,expression
Siglech,0.007665450422323259,0.44201489224759877,0.6188420448693983,139.0,M3-T1,-0.015309643181052046,expression
Slc2a1,0.02267847062077757,0.02292012844710854,0.06488656081505376,167.0,M3-T1,-0.0772861849583746,expression
Slc6a2,-0.0641619381554668,1.182427651929092e-10,1.0803089001715796e-09,9.0,M3-T1,0.09780080530123811,expression
Slc7a2,-0.0070105162170202556,0.48198854227288207,0.6621706686523232,82.0,M3-T1,-0.0785711647991906,expression
Slc8a1,-0.006716203235656509,0.5005723019802126,0.6647963341768539,84.0,M3-T1,-0.051232095226212616,expression
Snai1,-0.0579604735446525,5.9603269855789805e-09,4.437132311486574e-08,11.0,M3-T1,-0.019013767017458133,expression
Sox17,0.006973994200489308,0.4842740711039379,0.6621706686523232,137.0,M3-T1,0.023748382082275542,expression
Sox9,-0.08040126879916047,6.654984163491163e-16,8.917678779078159e-15,7.0,M3-T1,-0.05319392549144658,expression
Stxbp6,-0.019286970548415598,0.05305043009061959,0.13164365985450047,41.0,M3-T1,-0.029909597031505565,expression
Tcf7,0.04189170417540201,2.6310864510632532e-05,0.00013221209416592846,181.0,M3-T1,-0.017959671017503932,expression
Themis,-0.014474620934388633,0.14656673804557527,0.28057061283010126,54.0,M3-T1,-0.027679226812786457,expression
Tmem252,0.0034011394814670026,0.7330220399406061,0.8361113302783406,122.0,M3-T1,0.01884636594662853,expression
Tmprss11e,-5.8368064792223284e-05,0.9953293267475883,0.9989134476798884,108.0,M3-T1,-0.09129233099290895,expression
