sample,cellBC,detection_rate,centroid_z,n_layers,volume
M1-1,M1-1-19447,0.6153846153846154,1.773384434409756,18,1448.234385600005
M1-1,M1-1-19450,0.8461538461538461,-0.1235685397736237,19,3013.71499054436
M1-1,M1-1-19451,0.46153846153846156,5.372773341523353,18,1431.473049599996
M1-1,M1-1-19452,0.6923076923076923,1.923823109843088,18,1386.8494272000137
M1-1,M1-1-19453,0.46153846153846156,0.8033279656468233,18,1228.5784511999875
M1-1,M1-1-19454,0.9230769230769231,3.564014034107762,18,3148.328452800009
M1-1,M1-1-19455,0.38461538461538464,-0.8589818893783555,15,1347.281683200003
M1-1,M1-1-19456,0.6153846153846154,1.1066990877272005,18,1270.6105864472572
M1-1,M1-1-19461,0.5384615384615384,1.66741778572319,15,1321.837425600005
M1-1,M1-1-19464,0.3076923076923077,3.7795064291989457,17,1376.1881183999942
M1-1,M1-1-19465,0.6153846153846154,1.6462716514475308,17,1342.0609391999913
M1-1,M1-1-19466,0.46153846153846156,1.810717256128928,17,1387.5638448000054
M1-1,M1-1-19468,0.6153846153846154,2.619801828097395,17,2146.385246400008
M1-1,M1-1-19469,0.6153846153846154,3.419900121065366,17,1452.5758464000107
M1-1,M1-1-19470,0.6923076923076923,1.3724303094166277,17,2294.7093312000047
M1-1,M1-1-19473,0.7692307692307693,0.4299981402268759,17,1181.9764415999985
M1-1,M1-1-19475,0.5384615384615384,3.581740422275241,17,1220.719857600007
M1-1,M1-1-19479,0.6153846153846154,-0.1847553879061844,15,1518.947001272756
M1-1,M1-1-19481,0.5384615384615384,1.4866080926677296,16,1394.8179312000057
M1-1,M1-1-19482,0.6923076923076923,2.1637387387387417,16,1464.0065280000106
M1-1,M1-1-19483,0.6923076923076923,2.9279452664367445,16,1975.9691712000008
M1-1,M1-1-19484,0.5384615384615384,3.312795453338301,16,2069.283100799993
M1-1,M1-1-19487,0.6923076923076923,2.708746518105884,16,1183.7350080000044
M1-1,M1-1-19488,0.8461538461538461,0.0881298942618078,15,1242.1523855999965
M1-1,M1-1-19490,0.46153846153846156,0.8021645796064437,15,1228.7982719999875
M1-1,M1-1-19491,0.6923076923076923,0.5822975887081048,16,1121.3059008000005
M1-1,M1-1-19492,0.6923076923076923,2.430606430606434,16,1215.2243376000056
M1-1,M1-1-19493,0.46153846153846156,2.757453844034166,16,1196.594524799987
M1-1,M1-1-19494,0.7692307692307693,1.407627750839237,16,1178.6791295999938
M1-1,M1-1-19495,0.38461538461538464,2.4503544237332746,16,1255.9461408000093
M1-1,M1-1-19496,0.6153846153846154,2.2290190793076032,16,1304.801313600002
M1-1,M1-1-19498,0.6153846153846154,1.7769668590804526,16,1361.4051696000076
M1-1,M1-1-19499,0.5384615384615384,2.0138446653179742,16,1249.5713376
M1-1,M1-1-19500,0.6923076923076923,2.295997062063907,16,1346.787086399995
M1-1,M1-1-19501,0.6923076923076923,4.729326987233679,14,1235.447851199992
M1-1,M1-1-19502,0.6923076923076923,2.9793789126224146,16,1442.079608165414
M1-1,M1-1-19504,0.5384615384615384,5.828363273426863,12,1287.1859210648695
M1-1,M1-1-19510,0.5384615384615384,3.648971466489709,15,1325.079782399999
M1-1,M1-1-19512,0.6153846153846154,3.0738395765472317,15,1079.7597695999968
M1-1,M1-1-19513,0.6153846153846154,4.494975469463702,15,1949.0411231999944
M1-1,M1-1-19515,0.6923076923076923,3.824953483564205,15,1063.273209599991
M1-1,M1-1-19517,0.6923076923076923,3.1915931063472067,15,1176.645787200002
M1-1,M1-1-19518,0.38461538461538464,2.940076353867186,15,1165.9844783999954
M1-1,M1-1-19519,0.6153846153846154,4.022623549908646,15,1293.2607215999974
M1-1,M1-1-19521,0.5384615384615384,2.667994235556132,15,1258.4191247999947
M1-1,M1-1-19522,0.5384615384615384,3.4701533819461816,15,1311.340982399996
M1-1,M1-1-19523,0.5384615384615384,4.204269049391906,14,1328.4870048000012
M1-1,M1-1-19524,0.46153846153846156,3.1720195259423347,15,1092.0147791999923
M1-1,M1-1-19526,0.6923076923076923,1.338178204560674,20,3149.1937045190257
M1-1,M1-1-19529,0.6923076923076923,4.21247454905224,13,1916.3427791999936
M1-1,M1-1-19540,0.46153846153846156,4.082134734926967,14,1087.3985423999925
M1-1,M1-1-19541,0.6153846153846154,3.3738839178908178,14,1148.5087247999882
M1-1,M1-1-19542,0.46153846153846156,3.158046031000468,14,1169.9962079999975
M1-1,M1-1-19543,0.46153846153846156,5.318345367764029,14,898.0778783999991
M1-1,M1-1-19544,0.6153846153846154,4.531475617479405,14,1041.291129600001
M1-1,M1-1-19545,0.46153846153846156,3.8302498903989233,14,1504.2337343999952
M1-1,M1-1-19546,0.38461538461538464,4.274363423212186,14,1171.9196399999903
M1-1,M1-1-19547,0.6153846153846154,6.031643700787408,14,1340.0275967999917
M1-1,M1-1-19548,0.6923076923076923,4.8204588135655815,14,1492.418366400002
M1-1,M1-1-19549,0.6153846153846154,5.253381227549592,14,2111.268873599998
M1-1,M1-1-19550,0.7692307692307693,3.699067242099412,14,1184.2296047999944
M1-1,M1-1-19551,0.46153846153846156,4.824000000000005,14,1244.735280000004
M1-1,M1-1-19552,0.23076923076923078,4.479744659955804,14,1342.9951775999978
M1-1,M1-1-19553,0.3076923076923077,3.932715649031784,14,1186.2629471999985
M1-1,M1-1-19554,0.46153846153846156,3.4887774091755164,14,1358.382633600001
M1-1,M1-1-19555,0.5384615384615384,4.807124304267154,14,1036.7298480000015
M1-1,M1-1-19556,0.9230769230769231,4.5411911661836735,14,2199.74674559999
M1-1,M1-1-19557,0.38461538461538464,4.54601807102331,13,1046.1271871999982
M1-1,M1-1-19558,0.6153846153846154,3.713017968463503,14,1798.3539648000028
M1-1,M1-1-19565,0.5384615384615384,4.596829189462485,13,1378.5567471916463
M1-1,M1-1-19566,0.3076923076923077,4.393920404059298,13,1175.107041600006
M1-1,M1-1-19568,0.5384615384615384,5.239177138224566,13,1084.5958271999946
M1-1,M1-1-19569,0.5384615384615384,4.818677274987565,13,1105.1490719999906
M1-1,M1-1-19571,0.38461538461538464,5.142485862110427,13,913.4653343999923
M1-1,M1-1-19572,0.23076923076923078,4.4269632164243005,13,963.6394320000056
M1-1,M1-1-19575,0.5384615384615384,5.433350125944589,13,981.7746479999968
M1-1,M1-1-19578,0.46153846153846156,5.27958896890919,12,1251.4398143999938
M1-1,M1-1-19580,0.5384615384615384,5.569708778766649,12,1043.544292799984
M1-1,M1-1-19582,0.38461538461538464,6.004477089891584,12,942.7015007999962
M1-1,M1-1-19583,0.5384615384615384,4.161006538537747,12,1109.4355775999998
M1-1,M1-1-19584,0.5384615384615384,4.851650337677141,12,1155.4880352000034
M1-1,M1-1-19585,0.38461538461538464,5.28765372943618,12,1032.2235216000029
M1-1,M1-1-19587,0.3076923076923077,6.540956318337582,12,1010.2414415999926
M1-1,M1-1-19588,0.3076923076923077,5.683603238866392,12,1303.0977024000067
M1-1,M1-1-19591,0.3076923076923077,5.964005474452556,11,1445.5415807999982
M1-1,M1-1-19593,0.6153846153846154,5.185102040816326,12,1077.121919999994
M1-1,M1-1-19596,0.46153846153846156,4.212893501688649,13,1447.6352417735066
M1-1,M1-1-19599,0.38461538461538464,5.8359908883826765,11,868.5119808000028
M1-1,M1-1-19605,0.3076923076923077,6.152256813064287,11,1163.9567855999887
M1-1,M1-1-19608,0.3076923076923077,6.593071200850177,11,775.6926479999972
M1-1,M1-1-19609,0.6153846153846154,5.548552348717003,10,1201.4855376000037
M1-1,M1-1-19611,0.38461538461538464,6.035545505935556,11,972.1574880000004
M1-1,M1-1-19613,0.6153846153846154,6.059061080262493,11,1088.662511999996
M1-1,M1-1-19614,0.38461538461538464,7.0645882764604,9,1157.7958512946827
M1-1,M1-1-19615,0.23076923076923078,5.938834763533116,11,851.7506448000048
M1-1,M1-1-19616,0.23076923076923078,5.783625987708513,11,1001.5035647999964
M1-1,M1-1-19617,0.3076923076923077,5.982874293574239,11,1141.8347469777218
M1-1,M1-1-19624,0.23076923076923078,6.391741935483875,10,1107.3472799999936
M1-1,M1-1-19625,0.38461538461538464,7.286297977713587,10,1065.2515967999975
M1-1,M1-1-19626,0.3076923076923077,6.69606077658976,10,781.2431232000059
M1-1,M1-1-19628,0.3076923076923077,6.578830260648433,10,691.5562368000064
M1-1,M1-1-19633,0.23076923076923078,6.636037686469511,10,839.9352768000052
M1-1,M1-1-19634,0.15384615384615385,7.381903573788818,9,505.8152586343826
M1-1,M1-1-19635,0.23076923076923078,6.572015574517438,10,663.3642191999985
M1-1,M1-1-19636,0.3076923076923077,7.437033951260153,8,791.5197455999984
M1-1,M1-1-19637,0.5384615384615384,6.415337970394147,10,924.4014192000022
M1-1,M1-1-19646,0.23076923076923078,7.596738732136311,9,599.8909631999956
M1-1,M1-1-19648,0.38461538461538464,7.425147734734066,9,669.5741568000034
M1-1,M1-1-19651,0.3076923076923077,7.369297419476369,9,583.5143135999996
M1-1,M1-1-19652,0.5384615384615384,7.156821710659557,9,814.0513775999926
M1-1,M1-1-19653,0.23076923076923078,7.608069792802622,9,604.7270207999961
M1-1,M1-1-19658,0.15384615384615385,7.125148776724719,9,747.9952272000033
M1-1,M1-1-19659,0.15384615384615385,6.968781161310112,9,716.4509423999992
M1-1,M1-1-19662,0.46153846153846156,7.083557001701508,9,1231.7379377454442
M1-1,M1-1-19663,0.23076923076923078,7.136615384615383,9,428.6505600000066
M1-1,M1-1-19671,0.23076923076923078,7.631807658058765,8,617.1468960000049
M1-1,M1-1-19672,0.23076923076923078,7.62144798636293,7,760.1706287999981
M1-1,M1-1-19678,0.6923076923076923,7.592866680230764,7,745.2660696563811
M1-1,M1-1-19679,0.23076923076923078,7.995562356541702,7,430.9586784000024
M1-1,M1-1-19697,0.23076923076923078,7.867416287722206,7,664.6831440000016
M1-1,M1-1-19755,0.6153846153846154,-7.226557718140787,11,1049.2568349574774
M1-1,M1-1-19759,0.6153846153846154,-6.02559195167309,13,1473.5703460659786
M1-1,M1-1-19762,0.46153846153846156,-6.745088651878695,15,1206.1286260586749
M1-1,M1-1-19766,0.6153846153846154,-3.926021769626376,15,1526.9070040867855
M1-1,M1-1-19769,0.38461538461538464,-6.709139637328908,12,1293.621854867239
M1-1,M1-1-19771,0.38461538461538464,-7.187649329167433,11,897.033729600005
M1-1,M1-1-19772,0.23076923076923078,-6.641465433473544,12,733.6856992587661
M1-1,M1-1-19773,0.3076923076923077,-6.663516011390296,13,1100.0382384000054
M1-1,M1-1-19775,0.8461538461538461,-4.883709652977716,15,1087.9480943999913
M1-1,M1-1-19777,0.5384615384615384,-6.823388142184639,12,805.4783664000099
M1-1,M1-1-19779,0.6923076923076923,-2.214450633728898,20,2042.190187200012
M1-1,M1-1-19780,0.23076923076923078,-3.025806451612909,14,756.4033728000007
M1-1,M1-1-19783,0.6923076923076923,-0.4185789764214017,20,2090.6606735999844
M1-1,M1-1-19784,0.5384615384615384,-4.955315405880848,17,1093.333703999992
M1-1,M1-1-19785,0.46153846153846156,-2.842246395142946,20,1303.4274335999912
M1-1,M1-1-19789,0.46153846153846156,-2.8310588932952663,20,1482.7462511999825
M1-1,M1-1-19790,0.3076923076923077,-2.0025742574257537,20,1665.1425599999975
M1-1,M1-1-19791,0.3076923076923077,-7.591959055312325,11,891.208478399995
M1-1,M1-1-19792,0.6153846153846154,-2.851350785340307,18,1312.055399999984
M1-1,M1-1-19794,0.3076923076923077,-5.7262890525781085,14,1081.7931120000085
M1-1,M1-1-19795,0.5384615384615384,-1.9423104426088131,20,2228.708136000002
M1-1,M1-1-19797,0.23076923076923078,-6.033738556205909,14,1098.4994928000076
M1-1,M1-1-19798,0.6923076923076923,-0.0840403687360873,20,1257.869572800014
M1-1,M1-1-19800,0.8461538461538461,-2.6043836519446275,19,1333.8726144000118
M1-1,M1-1-19802,0.6153846153846154,-5.9207743585060415,15,1203.6287904000014
M1-1,M1-1-19804,0.5384615384615384,-1.573556065984531,20,1315.902264
M1-1,M1-1-19806,0.6923076923076923,-0.961689073355597,20,2436.2739263999774
M1-1,M1-1-19810,0.3076923076923077,-5.065157480314944,15,1228.3586303999905
M1-1,M1-1-19814,0.5384615384615384,-4.534623845138573,19,1124.2185263999866
M1-1,M1-1-19817,0.46153846153846156,-5.302773897425665,15,1101.5220287999864
M1-1,M1-1-19820,0.5384615384615384,2.240531561461774,20,1141.364548799996
M1-1,M1-1-19823,0.5384615384615384,-5.972222222222224,13,1246.3839359999963
M1-1,M1-1-19824,0.3076923076923077,-8.255006594298482,9,541.6934064000025
M1-1,M1-1-19830,0.5384615384615384,-3.187346190767069,19,1259.4632736000087
M1-1,M1-1-19835,0.3076923076923077,-2.216097583949493,17,1166.8637615999971
M1-1,M1-1-19854,0.5384615384615384,0.1469396709323631,19,1503.024719999989
M1-1,M1-1-19857,0.6153846153846154,4.107914423214372,19,1153.3447824000016
M1-1,M1-1-19866,0.46153846153846156,3.2421922469315896,14,1356.6790224000017
M1-1,M1-1-19867,0.5384615384615384,3.190072222018527,17,1499.0129904000064
M1-1,M1-1-19880,0.5384615384615384,4.339007405769883,14,994.3593888000104
M1-1,M1-1-19881,0.5384615384615384,3.8764561714553754,14,2107.751740800006
M1-1,M1-1-19882,0.46153846153846156,2.737869881438681,15,1103.1706847999926
M1-1,M1-1-19883,0.6153846153846154,4.429371186804433,13,1792.4737584000054
M1-1,M1-1-19885,0.3076923076923077,4.808836162814484,15,1612.0558367999938
M1-1,M1-1-19890,0.7692307692307693,5.503831127176839,13,1452.1223032332523
M1-1,M1-1-19891,0.38461538461538464,4.099107983821803,14,991.8864048000094
M1-1,M1-1-19895,0.5384615384615384,5.204564315352692,13,900.6058176000062
M1-1,M1-1-19902,0.3076923076923077,5.796501110328764,11,1014.6378575999988
M1-1,M1-1-19903,0.15384615384615385,6.110126361148315,12,943.7456495999973
M1-1,M1-1-19904,0.23076923076923078,5.6771570247933925,12,997.436879999991
M1-1,M1-1-19905,0.38461538461538464,5.733380084151485,12,940.3933823999944
M1-1,M1-1-19910,0.5384615384615384,7.1358991852951785,11,1369.318718400004
M1-1,M1-1-19912,0.3076923076923077,7.146702557200532,11,694.1391311999962
M1-1,M1-1-19921,0.23076923076923078,7.752786334360111,9,588.7350575999994
M1-1,M1-1-19924,0.23076923076923078,7.761408401603598,10,315.2779824000032
M1-1,M1-1-19926,0.38461538461538464,7.949882094010374,10,349.5700271999968
M1-1,M1-1-19936,0.7692307692307693,-4.703582666861542,20,1861.8677274154657
M1-1,M1-1-19949,0.23076923076923078,8.043395369950076,7,363.19891679999887
M1-1,M1-1-19963,0.5384615384615384,1.348606312089684,20,2178.033148397687
M1-1,M1-1-19964,0.6153846153846154,-0.7985071697780911,20,1801.612704348977
M1-1,M1-1-19970,0.7692307692307693,-5.419571007994664,14,1336.825702493675
M1-1,M1-1-19974,0.46153846153846156,-2.2234906695938528,16,1301.6688672000007
M1-1,M1-1-19975,0.9230769230769231,0.2380513314525416,20,2395.991764800006
M1-1,M1-1-19978,0.7692307692307693,-2.2774937169598863,15,1268.2561055999895
M1-1,M1-1-19979,0.38461538461538464,-7.183180625030968,11,1109.6004432000018
M1-1,M1-1-19980,0.5384615384615384,-6.779941160738154,12,1232.864956799997
M1-1,M1-1-19981,0.5384615384615384,-5.2219550775071,14,1042.2803232000122
M1-1,M1-1-19983,0.6153846153846154,-3.4463273033235327,18,1306.2851039999966
M1-1,M1-1-19984,0.5384615384615384,-1.8355507957460635,20,2206.5062352000004
M1-1,M1-1-19985,0.5384615384615384,-3.01203348447855,16,1260.4524672000066
M1-1,M1-1-19988,0.3076923076923077,-8.205623411755056,10,670.3984847999992
M1-1,M1-1-19991,0.5384615384615384,-4.987034482758618,15,1274.9606399999875
M1-1,M1-1-19993,0.38461538461538464,-5.390169977472864,12,1073.3849664000031
M1-1,M1-1-19996,0.3076923076923077,-6.812675760755509,12,1047.4461120000103
M1-1,M1-1-19998,0.38461538461538464,-5.489256783710275,14,1490.7380104277477
M1-1,M1-1-19999,0.5384615384615384,-7.508621908127226,12,933.1392959999968
M1-1,M1-1-20002,0.3076923076923077,-5.17084210526317,14,1252.9785599999889
M1-1,M1-1-20003,0.38461538461538464,-5.726941219158204,14,1211.652249599996
M1-1,M1-1-20006,0.23076923076923078,-7.741930912311774,10,930.6663119999956
M1-1,M1-1-20007,0.8461538461538461,0.096891674430443,20,1946.5681392000145
M1-1,M1-1-20008,0.5384615384615384,-4.048770434212386,15,1173.238564799999
M1-1,M1-1-20009,0.6923076923076923,-2.6923679999999868,18,1373.8800000000106
M1-1,M1-1-20011,0.6923076923076923,-6.306668603806487,13,1134.7699248000065
M1-1,M1-1-20014,0.5384615384615384,-6.171647883033794,14,902.0896080000064
M1-1,M1-1-20016,0.23076923076923078,-8.901347150259069,8,318.19060800000085
M1-1,M1-1-20018,0.6923076923076923,-4.795595614198118,15,1182.855724799991
M1-1,M1-1-20020,0.8461538461538461,-1.5277396479676033,20,2169.906071999998
M1-1,M1-1-20021,0.6153846153846154,-2.357722064428553,18,1581.1922558010165
M1-1,M1-1-20028,0.46153846153846156,-8.637568713679912,9,699.7995168000065
M1-1,M1-1-20042,0.23076923076923078,-9.58582639003588,7,426.0091151999935
M1-1,M1-1-20044,0.6153846153846154,-0.6046221687003057,20,3103.155278399991
M1-1,M1-1-20047,0.6153846153846154,-8.67244878174885,9,850.3218096000002
M1-1,M1-1-20051,0.6923076923076923,-4.693527748846901,16,1108.061697599999
M1-1,M1-1-20054,0.23076923076923078,-9.194627618851394,7,496.1415262939893
M1-1,M1-1-20056,0.46153846153846156,-6.659746092063222,13,1272.652521599996
M1-1,M1-1-20057,0.6923076923076923,-6.086396340591803,13,1153.344782399994
M1-1,M1-1-20058,0.3076923076923077,-8.853195488721797,8,350.8339967999976
M1-1,M1-1-20060,0.5384615384615384,-4.6461107217939945,16,1019.4739152
M1-1,M1-1-20061,0.5384615384615384,-3.4714804565894246,17,1271.0038655999983
M1-1,M1-1-20067,0.5384615384615384,-8.037027786450208,10,1056.1290335999934
M1-1,M1-1-20071,0.46153846153846156,-6.867290556575489,13,1227.3144815999906
M1-1,M1-1-20074,0.6153846153846154,1.3386007827788424,20,1347.9411455999975
M1-1,M1-1-20075,0.3076923076923077,-2.5323916881705677,19,1213.9054128000123
M1-1,M1-1-20076,0.46153846153846156,-8.594376581134801,9,760.3051919999956
M1-1,M1-1-20080,0.7692307692307693,-5.928689769064799,14,2063.1830736000084
M1-1,M1-1-20084,0.6923076923076923,-7.635855784469102,10,1109.6553983999966
M1-1,M1-1-20085,0.15384615384615385,-9.187441130298266,7,420.0775488000044
M1-1,M1-1-20086,0.23076923076923078,-8.17483158178387,9,611.8162415999981
M1-1,M1-1-20088,0.38461538461538464,-3.2937169452083856,20,1039.0929215999977
M1-1,M1-1-20092,0.46153846153846156,-7.453929944468165,11,1029.2009855999936
M1-1,M1-1-20098,0.3076923076923077,-5.886668586236679,12,763.4376384000084
M1-1,M1-1-20102,0.3076923076923077,-6.385045415767556,13,1095.092270399993
M1-1,M1-1-20103,0.46153846153846156,-6.121187925204705,12,1348.985294400006
M1-1,M1-1-20104,0.46153846153846156,-4.147291419533414,18,1667.78040960001
M1-1,M1-1-20106,0.3076923076923077,-9.004854943753696,8,556.9159968000021
M1-1,M1-1-20107,0.23076923076923078,3.0410940966791795,20,1510.8833135999926
M1-1,M1-1-20109,0.8461538461538461,-4.215918724349047,17,2450.397412800002
M1-1,M1-1-20114,0.6923076923076923,-7.047677562054552,12,894.4508351999967
M1-1,M1-1-20115,0.15384615384615385,-8.268706182281715,10,517.3482527999971
M1-1,M1-1-20116,0.8461538461538461,-5.664785024208486,18,2463.037108800005
M1-1,M1-1-20117,0.6153846153846154,4.155557362387171,20,1351.7880096000115
M1-1,M1-1-20124,0.38461538461538464,-7.379234693877566,11,861.6975359999991
M1-1,M1-1-20128,0.6153846153846154,-6.085904973780383,14,691.6661472000046
M1-1,M1-1-20133,0.9230769230769231,-1.314549227576641,20,1430.0442144000017
M1-1,M1-1-20136,0.8461538461538461,-1.5041734199461452,20,1444.0835760000064
M1-1,M1-1-20137,0.6153846153846154,-0.5545739839949535,18,1400.9179584000058
M1-1,M1-1-20139,0.6923076923076923,-0.6653927523374066,19,2415.775636799993
M1-1,M1-1-20142,0.6153846153846154,-1.0215754660252532,19,1370.857464000003
M1-1,M1-1-20143,0.6153846153846154,1.4608126188296675,19,1560.8375904000063
M1-1,M1-1-20145,0.5384615384615384,-1.135021321961632,19,1237.1514624
M1-1,M1-1-20146,0.46153846153846156,0.5098524590164105,19,1340.9068800000043
M1-1,M1-1-20147,0.7692307692307693,-1.4936668902655554,17,1392.729633600003
M1-1,M1-1-20148,0.46153846153846156,-4.466978116547824,12,670.508395200011
M1-1,M1-1-20149,0.8461538461538461,1.8680222621499696,19,2508.045417599988
M1-1,M1-1-20150,0.38461538461538464,-1.218798955613584,17,1157.6312880000146
M1-1,M1-1-20154,0.6923076923076923,-0.1063433791513587,19,1287.3805151999925
M1-1,M1-1-20157,0.6153846153846154,-2.381229730954448,20,1732.1751372003228
M1-1,M1-1-20161,0.5384615384615384,1.5244738130200808,18,1347.281683200002
M1-1,M1-1-20162,0.38461538461538464,2.054430379746825,18,1753.950163199995
M1-1,M1-1-20163,0.38461538461538464,0.935085347304368,18,1300.679673600009
M1-1,M1-1-20166,0.6923076923076923,0.7257006369426674,18,2070.71193600001
M1-1,M1-1-20168,0.6923076923076923,1.0717308735757003,18,1924.366238399996
M1-1,M1-1-20171,0.5384615384615384,-0.1084601816162526,18,1682.3984927999848
M1-1,M1-1-20180,0.38461538461538464,0.2306810948440432,17,1381.3539072000046
M1-1,M1-1-20183,0.6153846153846154,-0.1687683847039437,16,1289.0841263999953
M1-1,M1-1-20191,0.6153846153846154,3.549769119374845,16,2011.3053647999864
M1-1,M1-1-20192,0.6153846153846154,1.5854231317621212,16,1310.4616992000108
M1-1,M1-1-20193,0.46153846153846156,1.8374943464495828,16,1458.071366399991
M1-1,M1-1-20194,0.7692307692307693,2.9920930520324034,16,888.2408976000004
M1-1,M1-1-20195,0.3076923076923077,5.122716227753313,16,836.8028304000054
M1-1,M1-1-20198,0.23076923076923078,1.9974312733670556,16,1249.406472000001
M1-1,M1-1-20200,0.46153846153846156,1.1396869759642354,16,1179.7782335999966
M1-1,M1-1-20201,0.5384615384615384,2.5665182277907683,16,1456.2028896000036
M1-1,M1-1-20202,0.46153846153846156,3.4141173128817037,16,1160.8186896
M1-1,M1-1-20209,0.5384615384615384,2.680718292901599,16,2145.286142399999
M1-1,M1-1-20211,0.6923076923076923,0.0002466297575594,20,2352.321359316526
M1-1,M1-1-20213,0.15384615384615385,1.99504481527364,14,754.150209599997
M1-1,M1-1-20214,0.46153846153846156,2.7937519100818338,15,1618.3756847999994
M1-1,M1-1-20215,0.6153846153846154,3.7491486326524415,15,1810.6089744000149
M1-1,M1-1-20217,0.5384615384615384,2.436477178804301,15,1196.8143456000057
M1-1,M1-1-20218,0.5384615384615384,3.633657543542185,15,1214.7846960000006
M1-1,M1-1-20220,0.6923076923076923,3.4668867082961685,15,1232.0955839999965
M1-1,M1-1-20221,0.46153846153846156,4.119160719991476,15,1031.9487455999922
M1-1,M1-1-20222,0.5384615384615384,2.740422095797399,15,1497.2544240000057
M1-1,M1-1-20224,0.46153846153846156,2.8675337752790133,15,1309.8022368000056
M1-1,M1-1-20227,0.5384615384615384,5.1420824495065895,15,1191.758467200004
M1-1,M1-1-20229,0.5384615384615384,4.220667352638529,14,1121.5806767999964
M1-1,M1-1-20230,0.5384615384615384,4.111863535939991,14,1069.5930575999942
M1-1,M1-1-20231,0.3076923076923077,4.963073616335294,14,1022.7162720000076
M1-1,M1-1-20236,0.46153846153846156,4.708126928859712,14,1388.9377247999937
M1-1,M1-1-20238,0.7692307692307693,3.988080095940684,14,1512.2022383999931
M1-1,M1-1-20239,0.5384615384615384,4.920628205806144,14,1039.2577871999897
M1-1,M1-1-20240,0.6923076923076923,4.64714785734556,12,1161.8628383999971
M1-1,M1-1-20243,0.7692307692307693,4.51101717919882,14,1417.129742399986
M1-1,M1-1-20246,0.46153846153846156,5.353027366432229,14,1119.7979052005155
M1-1,M1-1-20249,0.38461538461538464,4.885737165228222,13,1235.2829855999992
M1-1,M1-1-20253,0.46153846153846156,3.667929835527612,13,1406.6882543999982
M1-1,M1-1-20254,0.3076923076923077,5.11586387434555,13,1259.5731839999985
M1-1,M1-1-20255,0.46153846153846156,5.192634647844107,13,1074.4291152000055
M1-1,M1-1-20256,0.6923076923076923,4.8015774132708415,13,1923.102268799992
M1-1,M1-1-20258,0.38461538461538464,4.980946346993907,13,1648.0514928000057
M1-1,M1-1-20259,0.6153846153846154,4.661824365358927,13,1357.3384848000087
M1-1,M1-1-20260,0.3076923076923077,5.002853756814427,13,1159.2799439999933
M1-1,M1-1-20261,0.5384615384615384,5.813066937336404,13,1028.7063887999934
M1-1,M1-1-20262,0.5384615384615384,4.587789536147162,13,1141.9658663317591
M1-1,M1-1-20266,0.6153846153846154,4.583549631708168,12,1253.4182015999947
M1-1,M1-1-20268,0.3076923076923077,5.445617283950639,12,1068.3290879999977
M1-1,M1-1-20270,0.46153846153846156,5.519845802398631,12,1539.6248832000065
M1-1,M1-1-20272,0.7692307692307693,5.157475156831172,12,989.9080176000084
M1-1,M1-1-20273,0.3076923076923077,5.49780380673501,12,900.8256384000024
M1-1,M1-1-20275,0.23076923076923078,4.980386361237208,11,1041.1812191999998
M1-1,M1-1-20277,0.5384615384615384,5.99917892576121,12,1124.4383471999945
M1-1,M1-1-20283,0.46153846153846156,5.25723613847452,12,976.2791279999988
M1-1,M1-1-20284,0.15384615384615385,5.723382607026287,12,1145.0465471999994
M1-1,M1-1-20288,0.5384615384615384,5.945591113943641,12,1207.2008783999922
M1-1,M1-1-20289,0.7692307692307693,5.594825725723237,13,1426.9527897058265
M1-1,M1-1-20290,0.8461538461538461,5.311092313983101,12,1187.931024040073
M1-1,M1-1-20292,0.46153846153846156,6.396972303457782,10,958.3637327999946
M1-1,M1-1-20295,0.46153846153846156,5.324597724196704,11,1096.3012848000042
M1-1,M1-1-20300,0.38461538461538464,5.849163009901888,11,1253.0789735311791
M1-1,M1-1-20308,0.38461538461538464,7.1040726722180105,10,725.9581919999939
M1-1,M1-1-20309,0.23076923076923078,5.909891248058005,10,212.23698239999823
M1-1,M1-1-20314,0.46153846153846156,6.6447039135891615,10,1444.9370736000092
M1-1,M1-1-20326,0.38461538461538464,6.830676917307324,9,879.2282447999977
M1-1,M1-1-20330,0.6153846153846154,7.354441439557774,9,922.085577600003
M1-1,M1-1-20331,0.23076923076923078,7.8458275703089,8,715.1869728000023
M1-1,M1-1-20334,0.15384615384615385,7.641924726060033,8,692.105788799994
M1-1,M1-1-20336,0.3076923076923077,7.235504183559048,8,637.0956335999938
M1-1,M1-1-20362,0.23076923076923078,8.419070270270275,6,508.33560000000216
M1-1,M1-1-20404,0.7692307692307693,-1.3764986776117971,20,2955.4964200847776
M1-1,M1-1-20405,0.6153846153846154,-5.260606836810727,13,1058.689843199983
M1-1,M1-1-20409,0.38461538461538464,1.782537972619011,20,1257.665579087084
M1-1,M1-1-20413,0.23076923076923078,-6.174573436552532,12,517.7233296511217
M1-1,M1-1-20417,0.46153846153846156,-3.475033710196064,17,1589.4692496000062
M1-1,M1-1-20418,0.5384615384615384,-4.107601184600205,18,1224.7315871999997
M1-1,M1-1-20424,0.5384615384615384,-6.746462128475557,12,1146.3654719999993
M1-1,M1-1-20426,0.5384615384615384,-5.883409982088398,12,1135.2095663999871
M1-1,M1-1-20428,0.38461538461538464,-6.493564126394048,14,946.1087231999944
M1-1,M1-1-20429,0.3076923076923077,-3.2455446416773213,17,1247.6479055999955
