sample,cellBC,detection_rate,centroid_z,n_layers,volume
M1-1,M1-1-915,0.46153846153846156,-8.596536957735989,10,885.4931376000005
M1-1,M1-1-919,0.46153846153846156,-7.165795487597125,12,1322.6067983999994
M1-1,M1-1-920,0.38461538461538464,-8.477522655251018,11,988.479182399996
M1-1,M1-1-924,0.7692307692307693,-7.636086662153014,13,974.0259648
M1-1,M1-1-931,0.6153846153846154,-3.753223719655259,17,1419.2406404689818
M1-1,M1-1-933,0.9230769230769231,-2.2417471286508777,20,2282.344411199992
M1-1,M1-1-934,0.8461538461538461,-4.221021870866534,19,1786.538596800002
M1-1,M1-1-936,0.7692307692307693,-1.5304227184045047,20,1267.5416880000023
M1-1,M1-1-938,0.6923076923076923,-7.812697860497479,11,947.8123343999956
M1-1,M1-1-943,0.6923076923076923,-5.344641793823918,15,1643.4616615821958
M1-1,M1-1-951,0.8461538461538461,2.908613138686133,20,1581.061103999996
M1-1,M1-1-952,0.46153846153846156,-4.687116351655981,13,1901.5598303999984
M1-1,M1-1-960,0.38461538461538464,-4.655774189170851,15,1214.894606399999
M1-1,M1-1-961,0.6153846153846154,-5.581443508273264,14,1082.727350399993
M1-1,M1-1-962,0.7692307692307693,-6.386325032388081,13,763.5475487999972
M1-1,M1-1-963,0.9230769230769231,0.0119866814650451,20,1931.070772800001
M1-1,M1-1-967,0.8461538461538461,-5.428910730980103,16,2174.9619503999947
M1-1,M1-1-968,0.8461538461538461,-6.079366448425913,15,1401.7422864000082
M1-1,M1-1-971,0.46153846153846156,-7.9595847049886,11,651.0542543999998
M1-1,M1-1-972,0.46153846153846156,-6.177292790583615,13,896.4292224000051
M1-1,M1-1-973,0.6153846153846154,-3.8808761675861625,20,1006.0648464000028
M1-1,M1-1-975,0.6923076923076923,-0.4160333680917565,20,1317.5509200000113
M1-1,M1-1-980,0.6923076923076923,-0.8217842944470326,20,1285.5669936000077
M1-1,M1-1-983,0.3076923076923077,-7.462311067771806,15,676.2786911999968
M1-1,M1-1-984,0.5384615384615384,-2.3109073724007763,19,1162.8520319999973
M1-1,M1-1-990,0.38461538461538464,-5.641264601320466,14,865.6543104000036
M1-1,M1-1-992,0.6923076923076923,-3.713555141692238,16,1091.7949583999998
M1-1,M1-1-1000,0.5384615384615384,-1.136989966555157,20,1478.84443199999
M1-1,M1-1-1001,0.6153846153846154,-2.9091748003549145,18,1238.6902079999977
M1-1,M1-1-1005,0.23076923076923078,-0.6639439801219709,19,1216.4333519999911
M1-1,M1-1-1010,0.6923076923076923,1.54833567389077,19,1447.9046544000028
M1-1,M1-1-1012,0.6153846153846154,-2.380037409957404,20,1380.859310400008
M1-1,M1-1-1013,0.6153846153846154,-9.044853890388447,8,468.2732592
M1-1,M1-1-1018,0.46153846153846156,-4.502654311292597,16,1049.6992752000078
M1-1,M1-1-1019,0.7692307692307693,-6.111478291439616,13,1250.5605311999966
M1-1,M1-1-1020,0.5384615384615384,-3.0769999519530926,20,1143.782577600002
M1-1,M1-1-1022,0.46153846153846156,-4.709711233180465,15,1090.4760335999952
M1-1,M1-1-1034,0.6923076923076923,-6.632012432012435,12,848.7281088000063
M1-1,M1-1-1035,0.5384615384615384,-5.064020521128661,17,1221.1594992000048
M1-1,M1-1-1043,0.9230769230769231,-0.8174226880577513,20,2223.1027055999966
M1-1,M1-1-1044,0.8461538461538461,-5.749353978134644,14,1050.578558400007
M1-1,M1-1-1051,0.5384615384615384,-8.146721311475407,10,375.453926399996
M1-1,M1-1-1052,0.8461538461538461,-0.2572581419925174,20,1144.0573535999922
M1-1,M1-1-1055,0.46153846153846156,-7.226156787762906,12,718.5392399999977
M1-1,M1-1-1057,0.6923076923076923,-8.933953142432134,8,295.5490656000004
M1-1,M1-1-1062,0.6153846153846154,-4.94436371185386,15,1058.876793600003
M1-1,M1-1-1068,0.5384615384615384,-6.667389938902522,12,962.430417599998
M1-1,M1-1-1071,0.46153846153846156,-8.422220614828204,11,759.7556400000003
M1-1,M1-1-1077,0.6153846153846154,-2.7791451838288306,20,1140.4852655999996
M1-1,M1-1-1078,0.7692307692307693,0.4440378683118797,20,1549.9015056000092
M1-1,M1-1-1083,0.46153846153846156,-5.39634558989396,15,487.2328032000074
M1-1,M1-1-1085,0.7692307692307693,-2.4799773499433764,20,970.5088319999963
M1-1,M1-1-1097,0.5384615384615384,-6.598504221954164,12,1366.7358240000024
M1-1,M1-1-1103,0.46153846153846156,-6.135658148411846,14,801.848116941172
M1-1,M1-1-1108,0.9230769230769231,-4.367067266898921,16,2387.4747437502465
M1-1,M1-1-1112,0.46153846153846156,-7.759274853939504,10,537.736280405083
M1-1,M1-1-1116,0.5384615384615384,-7.260491722231192,11,1187.6693725501054
M1-1,M1-1-1118,0.46153846153846156,-2.550491300660426,17,1699.4224137962517
M1-1,M1-1-1130,0.38461538461538464,0.4136653155761482,19,1138.891564799995
M1-1,M1-1-1136,0.6923076923076923,1.898398526867917,19,1969.7042784000116
M1-1,M1-1-1137,0.6153846153846154,-1.9538381791621564,19,1166.2042991999958
M1-1,M1-1-1140,0.6923076923076923,-1.1000083956007132,18,1309.142774400001
M1-1,M1-1-1146,0.6153846153846154,0.6380141001334004,18,1533.1368639923633
M1-1,M1-1-1149,0.6153846153846154,-0.513187706132585,18,1149.717739199996
M1-1,M1-1-1151,0.6153846153846154,-1.0368030496154863,16,1618.9137793214547
M1-1,M1-1-1158,0.6923076923076923,1.6918623298655229,17,1336.4555088000038
M1-1,M1-1-1162,0.8461538461538461,3.983776725967033,17,2020.2630623999976
M1-1,M1-1-1164,0.38461538461538464,2.410111106521831,17,1330.5203471999923
M1-1,M1-1-1165,0.6923076923076923,1.050626011412993,17,1290.458006399995
M1-1,M1-1-1168,0.9230769230769231,3.299284702304844,17,1590.3485328000015
M1-1,M1-1-1181,0.5384615384615384,5.001623676908838,16,1069.538102400002
M1-1,M1-1-1183,0.7692307692307693,2.41375580506731,16,1869.685814399994
M1-1,M1-1-1184,0.6153846153846154,1.5605467255590684,16,1580.1268655999995
M1-1,M1-1-1187,0.6153846153846154,1.7958072619319558,16,1203.2441039999949
M1-1,M1-1-1189,0.9230769230769231,1.966940764883528,16,1837.8667536000023
M1-1,M1-1-1190,0.6153846153846154,2.6388223082004325,16,1164.7205088000014
M1-1,M1-1-1191,0.6923076923076923,0.2616508400292171,16,1354.2060383999954
M1-1,M1-1-1192,0.46153846153846156,3.374795708488524,16,988.5890928000048
M1-1,M1-1-1193,0.7692307692307693,3.147478329393212,16,1673.7155712000097
M1-1,M1-1-1194,0.5384615384615384,3.8369024681163335,16,1796.8701743999989
M1-1,M1-1-1196,0.6923076923076923,2.929291535509456,16,1274.4660432000046
M1-1,M1-1-1198,0.6923076923076923,3.1916171909614497,16,1240.338863999993
M1-1,M1-1-1199,0.6153846153846154,3.598202161231709,16,1723.99957919999
M1-1,M1-1-1200,0.6153846153846154,3.6884195367814607,16,915.8833632000072
M1-1,M1-1-1209,0.5384615384615384,4.173181840932981,15,1097.9499408000013
M1-1,M1-1-1213,0.6153846153846154,4.754726472437644,15,1310.9562959999955
M1-1,M1-1-1214,0.7692307692307693,3.5279828807564138,14,1454.6954610285752
M1-1,M1-1-1215,0.6153846153846154,2.7824904377390576,15,1551.7150271999967
M1-1,M1-1-1216,0.3076923076923077,2.7079615336992786,15,1331.509540799996
M1-1,M1-1-1218,0.8461538461538461,3.174430987680096,15,2105.4436223999987
M1-1,M1-1-1221,0.6923076923076923,3.709489953632141,15,1066.6804319999908
M1-1,M1-1-1222,0.7692307692307693,5.110060857179846,15,1697.6760383999924
M1-1,M1-1-1224,0.7692307692307693,3.433009708737872,15,1171.6998192000008
M1-1,M1-1-1225,0.6923076923076923,2.96756989247312,15,1149.9375599999953
M1-1,M1-1-1228,0.6923076923076923,3.1449423441833435,15,1129.4942255999945
M1-1,M1-1-1234,0.6153846153846154,3.364674520595073,15,1278.1480415999936
M1-1,M1-1-1243,0.6923076923076923,3.700655895056784,14,1030.5748656000003
M1-1,M1-1-1246,0.8461538461538461,4.364089405091494,14,1627.6631135999987
M1-1,M1-1-1247,0.8461538461538461,5.239209486166014,14,1737.9581999999962
M1-1,M1-1-1248,0.38461538461538464,3.69604682491754,14,1183.0205904000047
M1-1,M1-1-1252,0.6923076923076923,3.816098152892018,14,1222.8081551999992
M1-1,M1-1-1257,0.5384615384615384,4.656171461376544,14,1723.0653407999969
M1-1,M1-1-1259,1.0,5.955088415203901,13,1803.221903774752
M1-1,M1-1-1269,0.5384615384615384,6.0651070639335565,13,1442.3541791999949
M1-1,M1-1-1272,0.6153846153846154,5.879244889474641,12,1383.924145796041
M1-1,M1-1-1274,0.38461538461538464,4.21822906998329,13,888.1309872000016
M1-1,M1-1-1277,0.23076923076923078,5.534792993630579,13,828.2847743999957
M1-1,M1-1-1278,0.38461538461538464,5.07030198446936,12,955.3961519999924
M1-1,M1-1-1279,0.3076923076923077,5.888748326330862,13,1190.2746767999945
M1-1,M1-1-1295,0.6923076923076923,6.74995871180842,12,798.6089664000036
M1-1,M1-1-1299,0.23076923076923078,5.574263989081689,12,845.5956623999962
M1-1,M1-1-1301,0.38461538461538464,5.972979432668724,12,873.7327247999953
M1-1,M1-1-1302,0.6923076923076923,5.2422234699607,11,880.8769008000044
M1-1,M1-1-1305,0.6153846153846154,5.601428024990439,12,862.0272671999977
M1-1,M1-1-1306,0.6153846153846154,6.054223342843868,12,828.2298192000051
M1-1,M1-1-1320,0.38461538461538464,6.509550898203603,11,734.201471999995
M1-1,M1-1-1326,0.46153846153846156,5.930638349221669,11,910.8274848000044
M1-1,M1-1-1328,0.23076923076923078,5.66886521655929,11,861.532670399994
M1-1,M1-1-1345,0.3076923076923077,6.399870867768592,10,851.1461375999982
M1-1,M1-1-1352,0.38461538461538464,6.489587217043938,10,825.4271040000019
M1-1,M1-1-1361,0.3076923076923077,7.130933981011267,9,746.6763023999987
M1-1,M1-1-1373,0.46153846153846156,7.716602665113359,8,1122.531976086211
M1-1,M1-1-1448,0.7692307692307693,-5.395332306598752,14,1391.6305296
M1-1,M1-1-1476,0.8461538461538461,-1.460343739811299,20,2553.036854458549
M1-1,M1-1-1547,0.46153846153846156,-7.112327003540399,13,853.7290319999936
M1-1,M1-1-1556,0.8461538461538461,-7.859422235191134,11,941.6573519999988
M1-1,M1-1-3679,0.9230769230769231,-1.5538971213681374,20,2455.0686047999866
M1-1,M1-1-3705,0.6923076923076923,-5.110947772261258,15,1246.5593803382803
M1-1,M1-1-3707,0.46153846153846156,-2.476344636819983,20,1072.8354144000036
M1-1,M1-1-3734,0.8461538461538461,0.2116878037879222,20,1967.2862495999968
M1-1,M1-1-3741,0.7692307692307693,-1.361758332473429,20,1597.7125296000006
M1-1,M1-1-3786,0.6923076923076923,-5.848226500566245,15,1213.1360399999974
M1-1,M1-1-3860,0.3076923076923077,-7.598649626235829,11,683.6976431999984
M1-1,M1-1-3863,0.3076923076923077,-8.644629378749753,9,851.8605551999979
M1-1,M1-1-3879,0.6923076923076923,-7.636678793066562,11,1027.2225984000024
M1-1,M1-1-3882,0.6153846153846154,-7.488524965643601,12,959.7376128000072
M1-1,M1-1-3884,0.8461538461538461,-5.192683310770399,17,1745.5420176000043
M1-1,M1-1-3886,0.8461538461538461,2.2902618341287293,20,2556.4059936000044
M1-1,M1-1-3888,0.3076923076923077,-6.523688394276616,16,553.0691328000028
M1-1,M1-1-3891,0.8461538461538461,-0.1705772811918085,20,1239.4595807999958
M1-1,M1-1-3892,0.8461538461538461,-0.8497233063435664,20,1886.8318368000007
M1-1,M1-1-3896,0.5384615384615384,-4.355381195239957,20,1260.7272432000004
M1-1,M1-1-3900,0.6923076923076923,-5.998034900977425,13,1073.8795631999983
M1-1,M1-1-3902,0.7692307692307693,-7.338383944520336,12,1046.0172768000048
M1-1,M1-1-3904,0.7692307692307693,1.6482243420296625,20,1912.6607808000017
M1-1,M1-1-3906,0.9230769230769231,-5.229575342465766,17,1604.6918399999995
M1-1,M1-1-3908,0.23076923076923078,-9.90496402877698,8,305.5509120000024
M1-1,M1-1-3913,0.5384615384615384,-6.967701991538546,12,1065.1416863999964
M1-1,M1-1-3916,0.8461538461538461,1.4777751745466488,18,1172.7989232000027
M1-1,M1-1-3917,0.6923076923076923,-6.935813589191296,13,841.9686191999972
M1-1,M1-1-3919,0.6923076923076923,-3.0887521922361985,18,2099.4535055999927
M1-1,M1-1-3921,0.46153846153846156,-7.858780631669273,15,1024.8595248000058
M1-1,M1-1-3926,0.6153846153846154,-3.306740617023264,18,1743.8933616000088
M1-1,M1-1-3929,0.5384615384615384,-8.932644272179159,10,382.817923199998
M1-1,M1-1-3935,0.46153846153846156,-1.2170212765957429,18,1131.3077471999943
M1-1,M1-1-3939,0.6153846153846154,-5.921723937099588,15,1132.2969408000015
M1-1,M1-1-3941,0.5384615384615384,-8.150789858981268,11,713.1536304000011
M1-1,M1-1-3942,0.8461538461538461,-7.596176591940583,11,799.1585183999996
M1-1,M1-1-3945,0.5384615384615384,-2.647748737096426,16,1000.844102399991
M1-1,M1-1-3948,0.46153846153846156,-7.188893296310983,11,415.6261775999984
M1-1,M1-1-3951,0.5384615384615384,-5.793195430688488,15,889.9994639999974
M1-1,M1-1-3953,0.5384615384615384,-4.559679698539807,15,700.0193375999976
M1-1,M1-1-3955,0.38461538461538464,-7.192134921269293,11,687.5445072000022
M1-1,M1-1-3957,0.23076923076923078,-6.666272546299097,13,910.9923504000058
M1-1,M1-1-3958,0.7692307692307693,-4.616717511473181,13,929.1368625599948
M1-1,M1-1-3959,0.7692307692307693,-6.766253369272239,12,1223.3027519999991
M1-1,M1-1-3962,0.5384615384615384,5.891658175696628,11,1240.5037296
M1-1,M1-1-3964,0.6923076923076923,-7.634034595605423,11,705.2950367999978
M1-1,M1-1-3972,0.6923076923076923,-0.7691996970461957,20,1523.7428303999873
M1-1,M1-1-3973,0.5384615384615384,-0.4044007462180235,20,1344.7620596682025
M1-1,M1-1-3982,0.6153846153846154,-6.176974071428314,15,1247.7745195363148
M1-1,M1-1-3985,0.6153846153846154,-6.018436100360507,13,991.812090460695
M1-1,M1-1-3988,0.8461538461538461,-1.8477639699031805,19,1302.645923777762
M1-1,M1-1-4016,0.5384615384615384,-4.943733253944629,19,1107.5671008000045
M1-1,M1-1-4017,0.46153846153846156,-1.69181794264669,19,1253.3082911999963
M1-1,M1-1-4018,0.6923076923076923,2.5503546099290872,16,2115.390513599999
M1-1,M1-1-4040,0.6153846153846154,-1.080778422669853,16,1126.746465599998
M1-1,M1-1-4042,0.6923076923076923,2.256829137653997,18,1231.216300800001
M1-1,M1-1-4043,0.8461538461538461,0.3720981182269935,18,1404.7098671999947
M1-1,M1-1-4046,0.9230769230769231,2.242133642556876,18,1895.679623999997
M1-1,M1-1-4049,0.6923076923076923,0.9107327367652992,18,1506.8000795526534
M1-1,M1-1-4062,0.46153846153846156,3.473120355178082,17,1138.781654399995
M1-1,M1-1-4068,0.7692307692307693,2.791564984481928,17,1292.601259200008
M1-1,M1-1-4069,0.8461538461538461,2.127449045561263,17,1615.0783728000108
M1-1,M1-1-4070,0.3076923076923077,-0.5094128611370045,17,943.4708735999924
M1-1,M1-1-4074,0.6923076923076923,3.5436945002740603,17,1503.8490480000044
M1-1,M1-1-4075,0.6153846153846154,2.0478196380895763,14,1111.5238752000053
M1-1,M1-1-4093,0.5384615384615384,3.082589425057761,16,880.3273488000029
M1-1,M1-1-4103,0.6153846153846154,3.944248749728213,16,1516.433788799999
M1-1,M1-1-4113,0.6923076923076923,5.454066080765374,15,987.984585600005
M1-1,M1-1-4114,0.8461538461538461,-3.2436714163055456,19,1568.2891563315786
M1-1,M1-1-4115,0.6153846153846154,2.60147435837604,15,1171.8624534721916
M1-1,M1-1-4137,0.6923076923076923,3.3229793499188225,15,1455.7082928000066
M1-1,M1-1-4138,0.6153846153846154,3.935382167908017,15,1519.9509215999915
M1-1,M1-1-4169,0.38461538461538464,4.292698543839712,14,1064.2624031999949
M1-1,M1-1-4173,0.5384615384615384,6.225506268081008,14,911.8166783999976
M1-1,M1-1-4175,0.5384615384615384,5.247723949245307,13,1196.8817537397583
M1-1,M1-1-4176,0.6153846153846154,4.999846877392535,14,1507.3661808000006
M1-1,M1-1-4177,0.6153846153846154,2.805310363200435,14,1237.7010144000017
M1-1,M1-1-4181,0.38461538461538464,5.084098240824719,13,1208.2975167068937
M1-1,M1-1-4196,0.6923076923076923,4.740341386064729,13,1767.5240975999843
M1-1,M1-1-4205,0.6923076923076923,5.0565421267584245,13,1089.9264816000011
M1-1,M1-1-4212,0.15384615384615385,5.396192932679917,13,1065.3065519999998
M1-1,M1-1-4213,0.5384615384615384,4.493484967636558,13,1816.9288223999972
M1-1,M1-1-4214,0.46153846153846156,4.777109805248744,12,1786.2088656000008
M1-1,M1-1-4249,0.38461538461538464,6.611775794304564,11,978.4394263451844
M1-1,M1-1-4250,0.7692307692307693,6.761106308246326,11,872.6755469245521
M1-1,M1-1-4288,0.5384615384615384,6.61080589412408,11,906.2662032000007
M1-1,M1-1-4292,0.38461538461538464,6.096983099036476,10,1043.76411359999
M1-1,M1-1-4319,0.38461538461538464,7.65599804544343,10,674.7949008000014
M1-1,M1-1-4321,0.23076923076923078,6.584666031360993,10,634.3478736000009
M1-1,M1-1-4322,0.7692307692307693,6.577180582017118,9,991.0864728000016
M1-1,M1-1-4341,0.23076923076923078,7.873984149531562,9,627.855364067165
M1-1,M1-1-4364,0.15384615384615385,8.478463493856788,8,389.1377712000028
M1-1,M1-1-4366,0.5384615384615384,5.694966698657781,14,1460.9891382309129
M1-1,M1-1-4429,0.6153846153846154,-6.128038752189805,12,974.74288825723
M1-1,M1-1-4435,0.46153846153846156,-8.014591720172792,10,683.3182633648046
M1-1,M1-1-4440,0.6923076923076923,-5.5718142674674205,12,1012.8313395935816
M1-1,M1-1-4442,0.5384615384615384,-8.107437572719952,9,614.0144496000003
M1-1,M1-1-4443,0.7692307692307693,-3.855613881727985,17,1346.7884537057453
M1-1,M1-1-4444,0.6923076923076923,-0.7995640402922944,20,1475.3288376787657
M1-1,M1-1-4446,0.6923076923076923,-6.0180480206263205,13,1023.1009584
M1-1,M1-1-4451,0.6153846153846154,-5.374701634928371,14,1468.8975408000013
M1-1,M1-1-4454,0.23076923076923078,-7.8822661749916065,11,655.7254464000056
M1-1,M1-1-4456,0.38461538461538464,-6.343571773803757,12,909.618470400004
M1-1,M1-1-4458,0.6153846153846154,1.07162629470073,20,2027.8337656909175
M1-1,M1-1-4462,0.8461538461538461,-1.5145012968639324,20,2796.7800384000047
M1-1,M1-1-4463,0.3076923076923077,-7.662044773263602,12,861.6425807999956
M1-1,M1-1-4465,0.8461538461538461,-6.039735692686759,15,1472.0849424000037
M1-1,M1-1-4467,0.23076923076923078,-7.049209596429253,12,886.482331200002
M1-1,M1-1-4468,0.38461538461538464,0.1649582172701832,20,1183.7350080000049
M1-1,M1-1-4473,0.3076923076923077,-4.833950136345931,16,1128.5599871999918
M1-1,M1-1-4474,0.46153846153846156,-7.709687252331892,11,901.4301456000068
M1-1,M1-1-4476,0.7692307692307693,-5.824418817499535,15,900.6607727999979
M1-1,M1-1-4479,0.5384615384615384,-3.918570158611329,16,1174.5574896000087
M1-1,M1-1-4481,0.5384615384615384,-7.876992570579497,11,924.621239999998
M1-1,M1-1-4483,0.46153846153846156,-5.46517232214052,16,1240.5586847999969
M1-1,M1-1-4487,0.46153846153846156,-8.009488777118843,11,732.0582191999985
M1-1,M1-1-4490,0.6923076923076923,-3.408522386268157,18,1373.4953135999997
M1-1,M1-1-4493,0.6153846153846154,-5.715543695797194,14,988.5341376000034
M1-1,M1-1-4494,0.6923076923076923,-0.959146484834266,20,1869.7957247999973
M1-1,M1-1-4496,0.38461538461538464,-2.791736136281254,20,1364.5925712000032
M1-1,M1-1-4497,0.5384615384615384,-5.414396095973967,15,1081.0786944000065
M1-1,M1-1-4499,0.5384615384615384,-6.068045363575714,14,1235.667671999994
