puro_fmi,blast_fmi,fmi,solver,clone,characters,detection_rate,permute,iteration
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,3
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,5
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,7
0.9222887682943033,0.8198725845356802,0.8706511136098799,upgma,1,39,0.8,False,9
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,2
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,2
0.9360574033699857,0.8285379974030415,0.8818467332059753,upgma,1,39,0.8,False,4
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,1
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,6
0.9106887375251909,0.8142576913291558,0.8620687550030508,upgma,1,39,0.8,False,7
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,5
0.9414342080051546,0.8211303967305588,0.8807777137302,upgma,1,39,0.8,False,6
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,8
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,9
0.923152400952082,0.8192168854966998,0.8707487079070295,upgma,1,39,0.8,False,3
0.9155878098806904,0.8273628194734096,0.8711052738009943,upgma,1,39,0.8,False,5
0.9592848358074614,0.8232297472310935,0.8906866375136924,upgma,1,39,0.8,False,0
0.9322986476425994,0.8242067709127571,0.8777993409908135,upgma,1,39,0.8,False,2
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,1
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,4
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,6
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,7
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,0
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,3
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,9
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,0
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,4
0.9360349625100004,0.8362163899035874,0.8857070085267704,upgma,1,39,0.8606113886113886,False,8
0.936646225568048,0.8175530033507611,0.8766001033789484,upgma,1,39,0.8,False,8
0.923408713314668,0.8268275263921349,0.8747130306960741,upgma,1,39,0.8,False,1
0.7424443128465833,0.576151814974568,0.6586005855508732,upgma,1,39,0.5,False,5
0.7407938381038648,0.577539031232432,0.6584816972544506,upgma,1,39,0.5,False,0
0.7790043021019808,0.5768132202333958,0.6770607138658988,upgma,1,39,0.5,False,3
0.7497307390821899,0.5774733649362547,0.6628795552501776,upgma,1,39,0.5,False,7
0.760064628560193,0.5703821166860371,0.6644277898461453,upgma,1,39,0.5,False,2
0.724191106298551,0.5778390564782065,0.6504012389784443,upgma,1,39,0.5,False,1
0.7335156519158375,0.5724685305196704,0.6523166134691867,upgma,1,39,0.5,False,6
0.7470542602518417,0.5815917952053155,0.6636290307642548,upgma,1,39,0.5,False,4
0.7607612871784157,0.5822468735528102,0.6707553397910703,upgma,1,39,0.5,False,8
0.8480880385511258,0.6959005507440577,0.7713559767395606,upgma,1,39,0.6,False,4
0.8769540704495148,0.7125500815927136,0.7940625186090615,upgma,1,39,0.6,False,1
0.8630976368500372,0.6926777741574948,0.777172915793992,upgma,1,39,0.6,False,0
0.8680433635835344,0.7013482122061767,0.7839966206910377,upgma,1,39,0.6,False,5
0.8661231490322507,0.7168706794278515,0.7908709066289064,upgma,1,39,0.6,False,3
0.8950304395566219,0.7744654944594596,0.8342422831003474,upgma,1,39,0.7,False,0
0.8643016648111671,0.7094560681585946,0.78622939970711,upgma,1,39,0.6,False,6
0.9384127653930998,0.7892139125830205,0.8631875562711058,upgma,1,39,0.7,False,1
0.8526473442399457,0.7089107935297401,0.7801761966272152,upgma,1,39,0.6,False,8
0.8695526835632965,0.6967119779630079,0.7824073873449308,upgma,1,39,0.6,False,7
0.7607327318309461,0.5674403812269947,0.6632758330545654,upgma,1,39,0.5,False,9
0.8482965662985911,0.6985632820403911,0.7728018998939903,upgma,1,39,0.6,False,9
0.9070785178343037,0.7883603671797884,0.8472215045841389,upgma,1,39,0.7,False,2
0.9320974233481698,0.7686898357631392,0.8497082513358898,upgma,1,39,0.7,False,7
0.9039767823829102,0.7703687796157769,0.8366123907724503,upgma,1,39,0.7,False,6
0.9291156651331541,0.7666261128547239,0.8471893612771614,upgma,1,39,0.7,False,3
0.9040321178558771,0.7915035641915653,0.8472958640431969,upgma,1,39,0.7,False,4
0.9342075807082745,0.7910984121781074,0.862052755606099,upgma,1,39,0.7,False,9
0.8957080255637538,0.7792442849384353,0.8369876729694785,upgma,1,39,0.7,False,8
0.9072507925817621,0.7761551056604893,0.8411530962663787,upgma,1,39,0.7,False,5
0.8645116497102738,0.7057021988038444,0.7844408319393604,upgma,1,39,0.6,False,2
0.25338033370913277,0.20980655977812562,0.2314106858569003,upgma,1,39,0.2,False,4
0.2575781002670493,0.2070668410059509,0.23211061194950716,upgma,1,39,0.2,False,6
0.2535225348963684,0.20855795159004348,0.23085164890365045,upgma,1,39,0.2,False,7
0.254838967652652,0.20561798821024174,0.23002203104752994,upgma,1,39,0.2,False,2
0.24373040854178654,0.2010376507197785,0.22220496397792433,upgma,1,39,0.2,False,0
0.2518726868919107,0.20774445357743843,0.22962348378650277,upgma,1,39,0.2,False,1
0.24644337257142768,0.20539514691933775,0.22574709173141402,upgma,1,39,0.2,False,3
0.2411815476171783,0.2018815483846673,0.2213667125492231,upgma,1,39,0.2,False,8
0.2491502155464438,0.20630458678811506,0.2275476943299344,upgma,1,39,0.2,False,5
0.40290637550118225,0.2791247271370498,0.3404963756367065,upgma,1,39,0.3,False,1
0.38960818605815317,0.27447039388247496,0.33155636909622704,upgma,1,39,0.3,False,3
0.398919458553339,0.2781297200702141,0.33801796255624517,upgma,1,39,0.3,False,2
0.37631099735911816,0.2722806526826077,0.3238594919625905,upgma,1,39,0.3,False,5
0.39653312343249575,0.2754623544692861,0.3354899334730433,upgma,1,39,0.3,False,9
0.39789457731953354,0.2738154312104856,0.33533458079185907,upgma,1,39,0.3,False,7
0.3896383893194595,0.2730724556705122,0.3308665115865621,upgma,1,39,0.3,False,0
0.405760567749895,0.2713001653188191,0.337966401099159,upgma,1,39,0.3,False,6
0.3979397938377142,0.2729233265554878,0.3349072053300157,upgma,1,39,0.3,False,8
0.2506678639401684,0.20959267998575076,0.22995799087815044,upgma,1,39,0.2,False,9
0.5845755815603769,0.4104300948121539,0.49677242214224016,upgma,1,39,0.4,False,6
0.570684636309587,0.4017966779138546,0.4855322926472816,upgma,1,39,0.4,False,2
0.5835395112721293,0.4085890671026982,0.49533049692143644,upgma,1,39,0.4,False,4
0.5847637680118595,0.4057267146174548,0.494494308639248,upgma,1,39,0.4,False,3
0.5833702042173627,0.4079198785898791,0.4949091524916502,upgma,1,39,0.4,False,0
0.592705300179964,0.4171482466482219,0.5041904368547265,upgma,1,39,0.4,False,5
0.5864584148266425,0.4166411841776612,0.5008375374037533,upgma,1,39,0.4,False,1
0.611949391455641,0.4199301666708402,0.5151343954431248,upgma,1,39,0.4,False,7
0.5770932842846568,0.4026412241723817,0.48913555232800726,upgma,1,39,0.4,False,8
0.5665260346591052,0.4110508247751476,0.48813632216115155,upgma,1,39,0.4,False,9
0.4012509152354728,0.2777085117922021,0.33896154129314204,upgma,1,39,0.3,False,4
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,1
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,2
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,0
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,3
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,6
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,4
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,5
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,8
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,9
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,7
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,0
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,2
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,1
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,3
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,4
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,6
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,5
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,8
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,7
0.9991035067719524,0.9494202849463079,0.9679045625765419,upgma,2,42,0.8739271166715159,False,9
0.9991035067719524,0.9504187733930378,0.9685315707331105,upgma,2,42,0.8,False,0
0.9991035449169181,0.9378692374220048,0.9606510116033012,upgma,2,42,0.8,False,2
0.9991035067719524,0.9428259222372437,0.9637635840609698,upgma,2,42,0.8,False,4
0.9991035067719524,0.9255442713786928,0.9529114444265349,upgma,2,42,0.8,False,3
0.9993278194398431,0.927239683772676,0.9540595449764053,upgma,2,42,0.8,False,1
0.9991035067719524,0.9235201954503129,0.9516404110753081,upgma,2,42,0.8,False,8
0.9991035067719524,0.924467038539588,0.9522349881501961,upgma,2,42,0.8,False,7
0.9991035067719524,0.9364512601228727,0.9597605681480967,upgma,2,42,0.8,False,5
0.9986553323632561,0.9247254415101294,0.9522305141984053,upgma,2,42,0.7,False,0
0.9991035067719524,0.9262646086788162,0.9533637855268624,upgma,2,42,0.8,False,6
0.9986537649079475,0.9314329650767753,0.9564419697457202,upgma,2,42,0.7,False,3
0.9991035067719524,0.9112672283108059,0.9439460703307558,upgma,2,42,0.7,False,5
0.9988794074432658,0.9341222104700798,0.9582146497971582,upgma,2,42,0.7,False,1
0.9986544009373467,0.9102314480485625,0.9431285579786951,upgma,2,42,0.7,False,4
0.9986538868178542,0.930276592167748,0.9557158622366729,upgma,2,42,0.7,False,2
0.9993278194398431,0.9331741100852449,0.957786111582882,upgma,2,42,0.8,False,9
0.9988794852073516,0.9365679223722412,0.9597504814876696,upgma,2,42,0.7,False,6
0.9986533975176877,0.9256531837621221,0.9528123769171002,upgma,2,42,0.7,False,7
0.998205928699254,0.9216114714640348,0.9501078764967312,upgma,2,42,0.7,False,8
0.9988785907066969,0.9327624330216103,0.9573604636965185,upgma,2,42,0.7,False,9
0.20226738550933457,0.1822850287823023,0.192192395419064,upgma,1,39,0.1,False,1
0.2015756778316489,0.18235692239029158,0.19188569114669168,upgma,1,39,0.1,False,2
0.20204664886895046,0.18346162486874934,0.1926761859557265,upgma,1,39,0.1,False,7
0.20242019144784584,0.18226766161250807,0.1922594010486713,upgma,1,39,0.1,False,8
0.20273021434289445,0.1840557620550902,0.19331466219801985,upgma,1,39,0.1,False,0
0.2025521032037226,0.18435532696886994,0.193377392595489,upgma,1,39,0.1,False,3
0.20347735324480276,0.18332755988159152,0.19331794255923931,upgma,1,39,0.1,False,5
0.2019433071593051,0.18357651070248554,0.19268287332658593,upgma,1,39,0.1,False,6
0.20211301987620794,0.1827077573574405,0.19232899738845022,upgma,1,39,0.1,False,4
0.2021473269651614,0.18463268788621068,0.19331654601346424,upgma,1,39,0.1,False,9
0.9966359275821537,0.8850542140133669,0.9265673706943234,upgma,2,42,0.6,False,0
0.9964128013484334,0.8716004648784674,0.9180359775971335,upgma,2,42,0.6,False,1
0.9966399628492231,0.8564470451530641,0.9086047901073331,upgma,2,42,0.6,False,4
0.9964068584428477,0.884863735791943,0.9263625350054502,upgma,2,42,0.6,False,2
0.997526196334999,0.879054428430904,0.9231309792022875,upgma,2,42,0.6,False,3
0.9945930161192702,0.8883349187351748,0.9278674631301573,upgma,2,42,0.6,False,8
0.9725312311220583,0.7954459548650229,0.8613292307533869,upgma,2,42,0.5,False,0
0.9593614328193,0.7817334456721573,0.8478186331595897,upgma,2,42,0.5,False,3
0.9691737640689752,0.7714967140542,0.8450410080700268,upgma,2,42,0.5,False,1
0.9934817239012628,0.8646672259433842,0.9125917134375433,upgma,2,42,0.6,False,5
0.9943863863464278,0.8682933236729643,0.9152053211654408,upgma,2,42,0.6,False,6
0.9941358521156142,0.8808930648504437,0.9230242117953165,upgma,2,42,0.6,False,7
0.9759827494283398,0.7879000164646432,0.8578748153163485,upgma,2,42,0.5,False,2
