bits,blank,intID
"['r1', 'r4', 'r9', 'r10', 'r13', 'r21']",FALSE,intID350
"['r1', 'r4', 'r9', 'r11', 'r18', 'r21']",FALSE,intID351
"['r1', 'r4', 'r9', 'r12', 'r18', 'r20']",FALSE,intID352
"['r1', 'r4', 'r9', 'r12', 'r19', 'r21']",FALSE,intID353
"['r1', 'r4', 'r9', 'r14', 'r16', 'r21']",FALSE,intID354
"['r1', 'r4', 'r9', 'r15', 'r17', 'r21']",FALSE,intID355
"['r1', 'r4', 'r10', 'r11', 'r12', 'r16']",FALSE,intID356
"['r1', 'r4', 'r10', 'r11', 'r14', 'r17']",FALSE,intID357
"['r1', 'r4', 'r10', 'r12', 'r13', 'r14']",FALSE,intID358
"['r1', 'r4', 'r10', 'r12', 'r15', 'r17']",FALSE,intID359
"['r1', 'r4', 'r10', 'r13', 'r15', 'r20']",FALSE,intID360
"['r1', 'r4', 'r10', 'r13', 'r17', 'r19']",FALSE,intID361
"['r1', 'r4', 'r10', 'r16', 'r17', 'r18']",FALSE,intID362
"['r1', 'r4', 'r10', 'r19', 'r20', 'r21']",FALSE,intID363
"['r1', 'r4', 'r11', 'r13', 'r16', 'r17']",FALSE,intID364
"['r1', 'r4', 'r11', 'r14', 'r19', 'r20']",FALSE,intID365
"['r1', 'r4', 'r11', 'r15', 'r17', 'r18']",FALSE,intID366
"['r1', 'r4', 'r11', 'r16', 'r18', 'r19']",FALSE,intID367
"['r1', 'r4', 'r12', 'r13', 'r17', 'r18']",FALSE,intID368
"['r1', 'r4', 'r12', 'r13', 'r20', 'r21']",FALSE,intID369
"['r1', 'r4', 'r12', 'r14', 'r15', 'r21']",FALSE,intID370
"['r1', 'r4', 'r12', 'r15', 'r16', 'r18']",FALSE,intID371
"['r1', 'r4', 'r12', 'r16', 'r17', 'r20']",FALSE,intID372
"['r1', 'r4', 'r13', 'r14', 'r15', 'r17']",FALSE,intID373
"['r1', 'r4', 'r13', 'r14', 'r16', 'r18']",FALSE,intID374
"['r1', 'r4', 'r13', 'r15', 'r18', 'r19']",FALSE,intID375
"['r1', 'r4', 'r14', 'r17', 'r18', 'r19']",FALSE,intID376
"['r1', 'r4', 'r15', 'r16', 'r17', 'r19']",FALSE,intID377
"['r1', 'r4', 'r16', 'r18', 'r20', 'r21']",FALSE,intID378
"['r1', 'r5', 'r6', 'r7', 'r10', 'r14']",FALSE,intID379
"['r1', 'r5', 'r6', 'r7', 'r11', 'r12']",FALSE,intID380
"['r1', 'r5', 'r6', 'r7', 'r13', 'r16']",FALSE,intID381
"['r1', 'r5', 'r6', 'r7', 'r15', 'r18']",FALSE,intID382
"['r1', 'r5', 'r6', 'r7', 'r17', 'r19']",FALSE,intID383
"['r1', 'r5', 'r6', 'r8', 'r10', 'r12']",FALSE,intID384
"['r1', 'r5', 'r6', 'r8', 'r11', 'r19']",FALSE,intID385
"['r1', 'r5', 'r6', 'r8', 'r13', 'r14']",FALSE,intID386
"['r1', 'r5', 'r6', 'r9', 'r10', 'r11']",FALSE,intID387
"['r1', 'r5', 'r6', 'r9', 'r12', 'r13']",FALSE,intID388
"['r1', 'r5', 'r6', 'r9', 'r14', 'r15']",FALSE,intID389
"['r1', 'r5', 'r6', 'r9', 'r16', 'r17']",FALSE,intID390
"['r1', 'r5', 'r6', 'r9', 'r18', 'r19']",FALSE,intID391
"['r1', 'r5', 'r6', 'r10', 'r17', 'r21']",FALSE,intID392
"['r1', 'r5', 'r6', 'r11', 'r15', 'r21']",FALSE,intID393
"['r1', 'r5', 'r6', 'r12', 'r16', 'r21']",FALSE,intID394
"['r1', 'r5', 'r6', 'r13', 'r19', 'r21']",FALSE,intID395
"['r1', 'r5', 'r6', 'r14', 'r18', 'r21']",FALSE,intID396
"['r1', 'r5', 'r7', 'r8', 'r10', 'r16']",FALSE,intID397
"['r1', 'r5', 'r7', 'r8', 'r12', 'r17']",FALSE,intID398
"['r1', 'r5', 'r7', 'r8', 'r13', 'r18']",FALSE,intID399
"['r1', 'r5', 'r7', 'r8', 'r15', 'r19']",FALSE,intID400
"['r1', 'r5', 'r7', 'r9', 'r10', 'r19']",FALSE,intID401
"['r1', 'r5', 'r7', 'r9', 'r11', 'r17']",FALSE,intID402
"['r1', 'r5', 'r7', 'r9', 'r12', 'r14']",FALSE,intID403
"['r1', 'r5', 'r7', 'r9', 'r13', 'r15']",FALSE,intID404
"['r1', 'r5', 'r7', 'r9', 'r16', 'r18']",FALSE,intID405
"['r1', 'r5', 'r7', 'r11', 'r18', 'r20']",FALSE,intID406
"['r1', 'r5', 'r7', 'r12', 'r18', 'r21']",FALSE,intID407
"['r1', 'r5', 'r7', 'r14', 'r16', 'r20']",FALSE,intID408
"['r1', 'r5', 'r7', 'r14', 'r17', 'r21']",FALSE,intID409
"['r1', 'r5', 'r7', 'r15', 'r20', 'r21']",FALSE,intID410
"['r1', 'r5', 'r7', 'r16', 'r19', 'r21']",FALSE,intID411
"['r1', 'r5', 'r8', 'r9', 'r10', 'r13']",FALSE,intID412
"['r1', 'r5', 'r8', 'r9', 'r14', 'r16']",FALSE,intID413
"['r1', 'r5', 'r8', 'r9', 'r15', 'r17']",FALSE,intID414
"['r1', 'r5', 'r8', 'r10', 'r18', 'r20']",FALSE,intID415
"['r1', 'r5', 'r8', 'r11', 'r20', 'r21']",FALSE,intID416
"['r1', 'r5', 'r8', 'r12', 'r13', 'r20']",FALSE,intID417
"['r1', 'r5', 'r8', 'r12', 'r15', 'r21']",FALSE,intID418
"['r1', 'r5', 'r8', 'r13', 'r17', 'r21']",FALSE,intID419
"['r1', 'r5', 'r8', 'r14', 'r15', 'r20']",FALSE,intID420
"['r1', 'r5', 'r8', 'r18', 'r19', 'r21']",FALSE,intID421
"['r1', 'r5', 'r9', 'r11', 'r12', 'r21']",FALSE,intID422
"['r1', 'r5', 'r9', 'r11', 'r14', 'r20']",FALSE,intID423
"['r1', 'r5', 'r9', 'r15', 'r18', 'r21']",FALSE,intID424
"['r1', 'r5', 'r9', 'r15', 'r19', 'r20']",FALSE,intID425
"['r1', 'r5', 'r9', 'r17', 'r20', 'r21']",FALSE,intID426
"['r1', 'r5', 'r10', 'r11', 'r12', 'r18']",FALSE,intID427
"['r1', 'r5', 'r10', 'r11', 'r13', 'r14']",FALSE,intID428
"['r1', 'r5', 'r10', 'r11', 'r15', 'r16']",FALSE,intID429
"['r1', 'r5', 'r10', 'r11', 'r17', 'r19']",FALSE,intID430
"['r1', 'r5', 'r10', 'r12', 'r14', 'r17']",FALSE,intID431
"['r1', 'r5', 'r10', 'r12', 'r16', 'r19']",FALSE,intID432
"['r1', 'r5', 'r10', 'r14', 'r15', 'r19']",FALSE,intID433
"['r1', 'r5', 'r10', 'r15', 'r17', 'r18']",FALSE,intID434
"['r1', 'r5', 'r11', 'r12', 'r13', 'r17']",FALSE,intID435
"['r1', 'r5', 'r11', 'r12', 'r14', 'r16']",FALSE,intID436
"['r1', 'r5', 'r11', 'r12', 'r15', 'r19']",FALSE,intID437
"['r1', 'r5', 'r11', 'r13', 'r15', 'r18']",FALSE,intID438
"['r1', 'r5', 'r11', 'r13', 'r16', 'r19']",FALSE,intID439
"['r1', 'r5', 'r11', 'r14', 'r18', 'r19']",FALSE,intID440
"['r1', 'r5', 'r12', 'r15', 'r16', 'r17']",FALSE,intID441
"['r1', 'r5', 'r12', 'r17', 'r18', 'r19']",FALSE,intID442
"['r1', 'r5', 'r13', 'r16', 'r18', 'r20']",FALSE,intID443
"['r1', 'r5', 'r14', 'r17', 'r19', 'r20']",FALSE,intID444
"['r1', 'r6', 'r7', 'r8', 'r9', 'r21']",FALSE,intID445
"['r1', 'r6', 'r7', 'r8', 'r10', 'r17']",FALSE,intID446
"['r1', 'r6', 'r7', 'r8', 'r13', 'r19']",FALSE,intID447
"['r1', 'r6', 'r7', 'r8', 'r14', 'r18']",FALSE,intID448
"['r1', 'r6', 'r7', 'r9', 'r10', 'r15']",FALSE,intID449
"['r1', 'r6', 'r7', 'r9', 'r11', 'r13']",FALSE,intID450
"['r1', 'r6', 'r7', 'r9', 'r12', 'r18']",FALSE,intID451
"['r1', 'r6', 'r7', 'r9', 'r14', 'r17']",FALSE,intID452
"['r1', 'r6', 'r7', 'r10', 'r20', 'r21']",FALSE,intID453
"['r1', 'r6', 'r7', 'r12', 'r13', 'r21']",FALSE,intID454
"['r1', 'r6', 'r7', 'r16', 'r17', 'r21']",FALSE,intID455
"['r1', 'r6', 'r7', 'r18', 'r19', 'r21']",FALSE,intID456
"['r1', 'r6', 'r8', 'r9', 'r10', 'r16']",FALSE,intID457
"['r1', 'r6', 'r8', 'r9', 'r11', 'r14']",FALSE,intID458
"['r1', 'r6', 'r8', 'r9', 'r12', 'r17']",FALSE,intID459
"['r1', 'r6', 'r8', 'r9', 'r15', 'r19']",FALSE,intID460
"['r1', 'r6', 'r8', 'r10', 'r15', 'r21']",FALSE,intID461
"['r1', 'r6', 'r8', 'r10', 'r19', 'r20']",FALSE,intID462
"['r1', 'r6', 'r8', 'r11', 'r13', 'r21']",FALSE,intID463
"['r1', 'r6', 'r8', 'r11', 'r17', 'r20']",FALSE,intID464
"['r1', 'r6', 'r8', 'r12', 'r18', 'r21']",FALSE,intID465
"['r1', 'r6', 'r8', 'r13', 'r15', 'r20']",FALSE,intID466
"['r1', 'r6', 'r8', 'r14', 'r17', 'r21']",FALSE,intID467
"['r1', 'r6', 'r8', 'r16', 'r18', 'r20']",FALSE,intID468
"['r1', 'r6', 'r9', 'r10', 'r18', 'r20']",FALSE,intID469
"['r1', 'r6', 'r9', 'r11', 'r16', 'r21']",FALSE,intID470
"['r1', 'r6', 'r9', 'r11', 'r19', 'r20']",FALSE,intID471
"['r1', 'r6', 'r9', 'r12', 'r20', 'r21']",FALSE,intID472
"['r1', 'r6', 'r9', 'r13', 'r14', 'r20']",FALSE,intID473
"['r1', 'r6', 'r9', 'r14', 'r19', 'r21']",FALSE,intID474
"['r1', 'r6', 'r9', 'r15', 'r16', 'r20']",FALSE,intID475
"['r1', 'r6', 'r9', 'r17', 'r18', 'r21']",FALSE,intID476
"['r1', 'r6', 'r10', 'r11', 'r12', 'r14']",FALSE,intID477
"['r1', 'r6', 'r10', 'r11', 'r16', 'r19']",FALSE,intID478
"['r1', 'r6', 'r10', 'r12', 'r13', 'r16']",FALSE,intID479
"['r1', 'r6', 'r10', 'r12', 'r15', 'r19']",FALSE,intID480
"['r1', 'r6', 'r10', 'r12', 'r17', 'r20']",FALSE,intID481
"['r1', 'r6', 'r10', 'r13', 'r18', 'r19']",FALSE,intID482
"['r1', 'r6', 'r10', 'r14', 'r16', 'r18']",FALSE,intID483
"['r1', 'r6', 'r11', 'r12', 'r15', 'r17']",FALSE,intID484
"['r1', 'r6', 'r11', 'r12', 'r16', 'r18']",FALSE,intID485
"['r1', 'r6', 'r11', 'r13', 'r14', 'r18']",FALSE,intID486
"['r1', 'r6', 'r11', 'r13', 'r15', 'r16']",FALSE,intID487
"['r1', 'r6', 'r11', 'r14', 'r15', 'r19']",FALSE,intID488
"['r1', 'r6', 'r11', 'r14', 'r16', 'r17']",FALSE,intID489
"['r1', 'r6', 'r12', 'r13', 'r15', 'r18']",FALSE,intID490
"['r1', 'r6', 'r12', 'r14', 'r15', 'r16']",FALSE,intID491
"['r1', 'r6', 'r12', 'r14', 'r18', 'r19']",FALSE,intID492
"['r1', 'r6', 'r12', 'r16', 'r17', 'r19']",FALSE,intID493
"['r1', 'r6', 'r13', 'r14', 'r16', 'r19']",FALSE,intID494
"['r1', 'r6', 'r13', 'r17', 'r18', 'r20']",FALSE,intID495
"['r1', 'r6', 'r14', 'r15', 'r17', 'r18']",FALSE,intID496
"['r1', 'r6', 'r15', 'r17', 'r20', 'r21']",FALSE,intID497
"['r1', 'r6', 'r16', 'r19', 'r20', 'r21']",FALSE,intID498
"['r1', 'r7', 'r8', 'r9', 'r10', 'r12']",FALSE,intID499
"['r1', 'r7', 'r8', 'r9', 'r11', 'r19']",FALSE,intID500
"['r1', 'r7', 'r8', 'r9', 'r13', 'r14']",FALSE,intID501
"['r1', 'r7', 'r8', 'r9', 'r15', 'r16']",FALSE,intID502
"['r1', 'r7', 'r8', 'r9', 'r17', 'r18']",FALSE,intID503
"['r1', 'r7', 'r8', 'r10', 'r14', 'r21']",FALSE,intID504
"['r1', 'r7', 'r8', 'r11', 'r12', 'r21']",FALSE,intID505
"['r1', 'r7', 'r8', 'r12', 'r18', 'r20']",FALSE,intID506
"['r1', 'r7', 'r8', 'r13', 'r16', 'r21']",FALSE,intID507
"['r1', 'r7', 'r8', 'r15', 'r17', 'r20']",FALSE,intID508
"['r1', 'r7', 'r8', 'r15', 'r18', 'r21']",FALSE,intID509
"['r1', 'r7', 'r8', 'r19', 'r20', 'r21']",FALSE,intID510
"['r1', 'r7', 'r9', 'r10', 'r17', 'r21']",FALSE,intID511
"['r1', 'r7', 'r9', 'r11', 'r15', 'r21']",FALSE,intID512
"['r1', 'r7', 'r9', 'r12', 'r16', 'r21']",FALSE,intID513
"['r1', 'r7', 'r9', 'r14', 'r19', 'r20']",FALSE,intID514
"['r1', 'r7', 'r9', 'r18', 'r20', 'r21']",FALSE,intID515
"['r1', 'r7', 'r10', 'r11', 'r12', 'r17']",FALSE,intID516
"['r1', 'r7', 'r10', 'r11', 'r13', 'r16']",FALSE,intID517
"['r1', 'r7', 'r10', 'r11', 'r14', 'r15']",FALSE,intID518
"['r1', 'r7', 'r10', 'r11', 'r18', 'r19']",FALSE,intID519
"['r1', 'r7', 'r10', 'r12', 'r14', 'r19']",FALSE,intID520
"['r1', 'r7', 'r10', 'r12', 'r15', 'r20']",FALSE,intID521
"['r1', 'r7', 'r10', 'r13', 'r14', 'r18']",FALSE,intID522
"['r1', 'r7', 'r10', 'r13', 'r15', 'r17']",FALSE,intID523
"['r1', 'r7', 'r10', 'r13', 'r19', 'r21']",FALSE,intID524
"['r1', 'r7', 'r10', 'r14', 'r16', 'r17']",FALSE,intID525
"['r1', 'r7', 'r10', 'r15', 'r16', 'r19']",FALSE,intID526
"['r1', 'r7', 'r11', 'r12', 'r13', 'r14']",FALSE,intID527
"['r1', 'r7', 'r11', 'r13', 'r17', 'r18']",FALSE,intID528
"['r1', 'r7', 'r11', 'r13', 'r19', 'r20']",FALSE,intID529
"['r1', 'r7', 'r11', 'r14', 'r16', 'r19']",FALSE,intID530
"['r1', 'r7', 'r11', 'r15', 'r17', 'r19']",FALSE,intID531
"['r1', 'r7', 'r11', 'r16', 'r20', 'r21']",FALSE,intID532
"['r1', 'r7', 'r12', 'r13', 'r15', 'r19']",FALSE,intID533
"['r1', 'r7', 'r12', 'r13', 'r16', 'r17']",FALSE,intID534
"['r1', 'r7', 'r12', 'r14', 'r15', 'r17']",FALSE,intID535
"['r1', 'r7', 'r13', 'r14', 'r17', 'r19']",FALSE,intID536
"['r1', 'r7', 'r13', 'r15', 'r18', 'r20']",FALSE,intID537
"['r1', 'r7', 'r13', 'r17', 'r20', 'r21']",FALSE,intID538
"['r1', 'r7', 'r14', 'r15', 'r18', 'r19']",FALSE,intID539
"['r1', 'r7', 'r14', 'r17', 'r18', 'r20']",FALSE,intID540
"['r1', 'r7', 'r16', 'r17', 'r19', 'r20']",FALSE,intID541
"['r1', 'r8', 'r9', 'r10', 'r19', 'r21']",FALSE,intID542
"['r1', 'r8', 'r9', 'r11', 'r18', 'r20']",FALSE,intID543
"['r1', 'r8', 'r9', 'r12', 'r15', 'r20']",FALSE,intID544
"['r1', 'r8', 'r9', 'r13', 'r15', 'r21']",FALSE,intID545
"['r1', 'r8', 'r9', 'r13', 'r16', 'r20']",FALSE,intID546
"['r1', 'r8', 'r9', 'r14', 'r20', 'r21']",FALSE,intID547
"['r1', 'r8', 'r9', 'r16', 'r18', 'r21']",FALSE,intID548
"['r1', 'r8', 'r10', 'r11', 'r13', 'r20']",FALSE,intID549
"['r1', 'r8', 'r10', 'r11', 'r14', 'r19']",FALSE,intID550
"['r1', 'r8', 'r10', 'r11', 'r15', 'r17']",FALSE,intID551
"['r1', 'r8', 'r10', 'r12', 'r13', 'r17']",FALSE,intID552
"['r1', 'r8', 'r10', 'r12', 'r14', 'r15']",FALSE,intID553
"['r1', 'r8', 'r10', 'r12', 'r18', 'r19']",FALSE,intID554
"['r1', 'r8', 'r10', 'r12', 'r20', 'r21']",FALSE,intID555
"['r1', 'r8', 'r10', 'r13', 'r14', 'r16']",FALSE,intID556
"['r1', 'r8', 'r10', 'r13', 'r15', 'r19']",FALSE,intID557
"['r1', 'r8', 'r10', 'r14', 'r17', 'r18']",FALSE,intID558
"['r1', 'r8', 'r10', 'r15', 'r16', 'r18']",FALSE,intID559
"['r1', 'r8', 'r10', 'r16', 'r17', 'r19']",FALSE,intID560
"['r1', 'r8', 'r11', 'r12', 'r13', 'r15']",FALSE,intID561
"['r1', 'r8', 'r11', 'r12', 'r14', 'r18']",FALSE,intID562
"['r1', 'r8', 'r11', 'r12', 'r17', 'r19']",FALSE,intID563
"['r1', 'r8', 'r11', 'r13', 'r14', 'r17']",FALSE,intID564
"['r1', 'r8', 'r11', 'r14', 'r15', 'r16']",FALSE,intID565
"['r1', 'r8', 'r11', 'r15', 'r18', 'r19']",FALSE,intID566
"['r1', 'r8', 'r11', 'r16', 'r17', 'r18']",FALSE,intID567
"['r1', 'r8', 'r12', 'r13', 'r14', 'r19']",FALSE,intID568
"['r1', 'r8', 'r12', 'r13', 'r16', 'r18']",FALSE,intID569
"['r1', 'r8', 'r12', 'r14', 'r16', 'r17']",FALSE,intID570
"['r1', 'r8', 'r12', 'r15', 'r16', 'r19']",FALSE,intID571
"['r1', 'r8', 'r13', 'r14', 'r15', 'r18']",FALSE,intID572
"['r1', 'r8', 'r13', 'r15', 'r16', 'r17']",FALSE,intID573
"['r1', 'r8', 'r14', 'r16', 'r18', 'r19']",FALSE,intID574
"['r1', 'r8', 'r16', 'r17', 'r20', 'r21']",FALSE,intID575
"['r1', 'r8', 'r17', 'r18', 'r19', 'r20']",FALSE,intID576
"['r1', 'r9', 'r10', 'r11', 'r12', 'r15']",FALSE,intID577
"['r1', 'r9', 'r10', 'r11', 'r14', 'r18']",FALSE,intID578
"['r1', 'r9', 'r10', 'r12', 'r13', 'r19']",FALSE,intID579
"['r1', 'r9', 'r10', 'r12', 'r14', 'r20']",FALSE,intID580
"['r1', 'r9', 'r10', 'r12', 'r17', 'r18']",FALSE,intID581
"['r1', 'r9', 'r10', 'r13', 'r16', 'r18']",FALSE,intID582
"['r1', 'r9', 'r10', 'r14', 'r17', 'r19']",FALSE,intID583
"['r1', 'r9', 'r10', 'r15', 'r18', 'r19']",FALSE,intID584
"['r1', 'r9', 'r10', 'r16', 'r20', 'r21']",FALSE,intID585
"['r1', 'r9', 'r11', 'r12', 'r13', 'r18']",FALSE,intID586
"['r1', 'r9', 'r11', 'r12', 'r14', 'r19']",FALSE,intID587
"['r1', 'r9', 'r11', 'r12', 'r16', 'r17']",FALSE,intID588
"['r1', 'r9', 'r11', 'r13', 'r15', 'r19']",FALSE,intID589
"['r1', 'r9', 'r11', 'r15', 'r16', 'r18']",FALSE,intID590
"['r1', 'r9', 'r12', 'r13', 'r15', 'r16']",FALSE,intID591
"['r1', 'r9', 'r12', 'r14', 'r15', 'r18']",FALSE,intID592
"['r1', 'r9', 'r12', 'r15', 'r17', 'r19']",FALSE,intID593
"['r1', 'r9', 'r12', 'r16', 'r18', 'r19']",FALSE,intID594
"['r1', 'r9', 'r13', 'r15', 'r17', 'r18']",FALSE,intID595
"['r1', 'r9', 'r13', 'r16', 'r17', 'r19']",FALSE,intID596
"['r1', 'r9', 'r14', 'r15', 'r16', 'r19']",FALSE,intID597
"['r1', 'r9', 'r14', 'r16', 'r17', 'r18']",FALSE,intID598
"['r1', 'r10', 'r11', 'r12', 'r19', 'r21']",FALSE,intID599
"['r1', 'r10', 'r11', 'r15', 'r18', 'r20']",FALSE,intID600
"['r1', 'r10', 'r11', 'r16', 'r17', 'r21']",FALSE,intID601
"['r1', 'r10', 'r12', 'r16', 'r18', 'r21']",FALSE,intID602
"['r1', 'r10', 'r13', 'r14', 'r20', 'r21']",FALSE,intID603
"['r1', 'r10', 'r13', 'r16', 'r19', 'r20']",FALSE,intID604
"['r1', 'r10', 'r14', 'r15', 'r16', 'r21']",FALSE,intID605
"['r1', 'r10', 'r14', 'r18', 'r19', 'r21']",FALSE,intID606
"['r1', 'r10', 'r17', 'r18', 'r20', 'r21']",FALSE,intID607
"['r1', 'r11', 'r12', 'r13', 'r16', 'r21']",FALSE,intID608
"['r1', 'r11', 'r12', 'r14', 'r15', 'r20']",FALSE,intID609
"['r1', 'r11', 'r12', 'r17', 'r18', 'r21']",FALSE,intID610
"['r1', 'r11', 'r13', 'r15', 'r17', 'r21']",FALSE,intID611
"['r1', 'r11', 'r14', 'r16', 'r18', 'r21']",FALSE,intID612
"['r1', 'r11', 'r15', 'r16', 'r19', 'r21']",FALSE,intID613
"['r1', 'r11', 'r17', 'r19', 'r20', 'r21']",FALSE,intID614
"['r1', 'r12', 'r13', 'r14', 'r18', 'r21']",FALSE,intID615
"['r1', 'r12', 'r13', 'r17', 'r19', 'r21']",FALSE,intID616
"['r1', 'r12', 'r14', 'r16', 'r19', 'r21']",FALSE,intID617
"['r1', 'r12', 'r14', 'r17', 'r20', 'r21']",FALSE,intID618
"['r1', 'r12', 'r15', 'r16', 'r20', 'r21']",FALSE,intID619
"['r1', 'r12', 'r15', 'r18', 'r19', 'r21']",FALSE,intID620
"['r1', 'r13', 'r14', 'r16', 'r17', 'r21']",FALSE,intID621
"['r1', 'r13', 'r15', 'r16', 'r18', 'r21']",FALSE,intID622
"['r1', 'r13', 'r18', 'r19', 'r20', 'r21']",FALSE,intID623
"['r1', 'r14', 'r15', 'r18', 'r20', 'r21']",FALSE,intID624
"['r1', 'r15', 'r16', 'r17', 'r18', 'r20']",FALSE,intID625
"['r2', 'r3', 'r4', 'r5', 'r6', 'r9']",FALSE,intID626
"['r2', 'r3', 'r4', 'r5', 'r7', 'r20']",FALSE,intID627
"['r2', 'r3', 'r4', 'r5', 'r10', 'r15']",FALSE,intID628
"['r2', 'r3', 'r4', 'r5', 'r11', 'r13']",FALSE,intID629
"['r2', 'r3', 'r4', 'r5', 'r12', 'r18']",FALSE,intID630
"['r2', 'r3', 'r4', 'r5', 'r16', 'r19']",FALSE,intID631
"['r2', 'r3', 'r4', 'r6', 'r10', 'r14']",FALSE,intID632
"['r2', 'r3', 'r4', 'r6', 'r11', 'r12']",FALSE,intID633
"['r2', 'r3', 'r4', 'r6', 'r13', 'r16']",FALSE,intID634
"['r2', 'r3', 'r4', 'r6', 'r15', 'r18']",FALSE,intID635
"['r2', 'r3', 'r4', 'r6', 'r17', 'r19']",FALSE,intID636
"['r2', 'r3', 'r4', 'r7', 'r10', 'r18']",FALSE,intID637
"['r2', 'r3', 'r4', 'r7', 'r11', 'r19']",FALSE,intID638
"['r2', 'r3', 'r4', 'r7', 'r13', 'r17']",FALSE,intID639
"['r2', 'r3', 'r4', 'r8', 'r12', 'r13']",FALSE,intID640
"['r2', 'r3', 'r4', 'r8', 'r14', 'r15']",FALSE,intID641
"['r2', 'r3', 'r4', 'r8', 'r16', 'r17']",FALSE,intID642
"['r2', 'r3', 'r4', 'r8', 'r18', 'r19']",FALSE,intID643
"['r2', 'r3', 'r4', 'r9', 'r11', 'r18']",FALSE,intID644
"['r2', 'r3', 'r4', 'r9', 'r13', 'r19']",FALSE,intID645
"['r2', 'r3', 'r4', 'r9', 'r14', 'r16']",FALSE,intID646
"['r2', 'r3', 'r4', 'r9', 'r15', 'r17']",FALSE,intID647
"['r2', 'r3', 'r4', 'r10', 'r11', 'r21']",FALSE,intID648
"['r2', 'r3', 'r4', 'r10', 'r16', 'r20']",FALSE,intID649
"['r2', 'r3', 'r4', 'r11', 'r14', 'r20']",FALSE,intID650
"['r2', 'r3', 'r4', 'r12', 'r17', 'r21']",FALSE,intID651
"['r2', 'r3', 'r4', 'r13', 'r18', 'r21']",FALSE,intID652
"['r2', 'r3', 'r4', 'r15', 'r19', 'r21']",FALSE,intID653
"['r2', 'r3', 'r5', 'r6', 'r8', 'r20']",FALSE,intID654
"['r2', 'r3', 'r5', 'r6', 'r10', 'r12']",FALSE,intID655
"['r2', 'r3', 'r5', 'r6', 'r11', 'r19']",FALSE,intID656
"['r2', 'r3', 'r5', 'r6', 'r13', 'r14']",FALSE,intID657
"['r2', 'r3', 'r5', 'r6', 'r15', 'r16']",FALSE,intID658
"['r2', 'r3', 'r5', 'r7', 'r10', 'r14']",FALSE,intID659
"['r2', 'r3', 'r5', 'r7', 'r11', 'r12']",FALSE,intID660
"['r2', 'r3', 'r5', 'r7', 'r13', 'r16']",FALSE,intID661
"['r2', 'r3', 'r5', 'r7', 'r15', 'r18']",FALSE,intID662
"['r2', 'r3', 'r5', 'r7', 'r17', 'r19']",FALSE,intID663
"['r2', 'r3', 'r5', 'r8', 'r10', 'r18']",FALSE,intID664
"['r2', 'r3', 'r5', 'r8', 'r11', 'r16']",FALSE,intID665
"['r2', 'r3', 'r5', 'r8', 'r12', 'r15']",FALSE,intID666
"['r2', 'r3', 'r5', 'r8', 'r13', 'r17']",FALSE,intID667
"['r2', 'r3', 'r5', 'r8', 'r14', 'r19']",FALSE,intID668
"['r2', 'r3', 'r5', 'r9', 'r10', 'r19']",FALSE,intID669
"['r2', 'r3', 'r5', 'r9', 'r11', 'r17']",FALSE,intID670
"['r2', 'r3', 'r5', 'r9', 'r12', 'r14']",FALSE,intID671
"['r2', 'r3', 'r5', 'r9', 'r13', 'r15']",FALSE,intID672
"['r2', 'r3', 'r5', 'r9', 'r16', 'r18']",FALSE,intID673
"['r2', 'r3', 'r5', 'r9', 'r20', 'r21']",FALSE,intID674
"['r2', 'r3', 'r5', 'r10', 'r17', 'r20']",FALSE,intID675
"['r2', 'r3', 'r5', 'r14', 'r18', 'r20']",FALSE,intID676
"['r2', 'r3', 'r5', 'r16', 'r17', 'r21']",FALSE,intID677
"['r2', 'r3', 'r6', 'r7', 'r8', 'r9']",FALSE,intID678
"['r2', 'r3', 'r6', 'r7', 'r10', 'r19']",FALSE,intID679
"['r2', 'r3', 'r6', 'r7', 'r12', 'r14']",FALSE,intID680
"['r2', 'r3', 'r6', 'r7', 'r16', 'r18']",FALSE,intID681
"['r2', 'r3', 'r6', 'r7', 'r20', 'r21']",FALSE,intID682
"['r2', 'r3', 'r6', 'r8', 'r11', 'r18']",FALSE,intID683
"['r2', 'r3', 'r6', 'r8', 'r13', 'r19']",FALSE,intID684
"['r2', 'r3', 'r6', 'r8', 'r14', 'r16']",FALSE,intID685
"['r2', 'r3', 'r6', 'r8', 'r15', 'r17']",FALSE,intID686
"['r2', 'r3', 'r6', 'r9', 'r13', 'r18']",FALSE,intID687
"['r2', 'r3', 'r6', 'r9', 'r14', 'r17']",FALSE,intID688
"['r2', 'r3', 'r6', 'r9', 'r15', 'r19']",FALSE,intID689
"['r2', 'r3', 'r6', 'r10', 'r18', 'r21']",FALSE,intID690
"['r2', 'r3', 'r6', 'r11', 'r16', 'r21']",FALSE,intID691
"['r2', 'r3', 'r6', 'r12', 'r15', 'r21']",FALSE,intID692
"['r2', 'r3', 'r6', 'r13', 'r17', 'r21']",FALSE,intID693
"['r2', 'r3', 'r6', 'r14', 'r19', 'r21']",FALSE,intID694
"['r2', 'r3', 'r7', 'r8', 'r10', 'r16']",FALSE,intID695
"['r2', 'r3', 'r7', 'r8', 'r11', 'r14']",FALSE,intID696
"['r2', 'r3', 'r7', 'r8', 'r12', 'r17']",FALSE,intID697
"['r2', 'r3', 'r7', 'r8', 'r15', 'r19']",FALSE,intID698
