bits,blank,intID
"['r2', 'r3', 'r7', 'r9', 'r10', 'r11']",FALSE,intID699
"['r2', 'r3', 'r7', 'r9', 'r12', 'r13']",FALSE,intID700
"['r2', 'r3', 'r7', 'r9', 'r16', 'r17']",FALSE,intID701
"['r2', 'r3', 'r7', 'r9', 'r18', 'r19']",FALSE,intID702
"['r2', 'r3', 'r7', 'r10', 'r13', 'r21']",FALSE,intID703
"['r2', 'r3', 'r7', 'r11', 'r18', 'r21']",FALSE,intID704
"['r2', 'r3', 'r7', 'r12', 'r16', 'r21']",FALSE,intID705
"['r2', 'r3', 'r7', 'r12', 'r19', 'r20']",FALSE,intID706
"['r2', 'r3', 'r7', 'r14', 'r16', 'r20']",FALSE,intID707
"['r2', 'r3', 'r7', 'r15', 'r17', 'r21']",FALSE,intID708
"['r2', 'r3', 'r8', 'r9', 'r10', 'r14']",FALSE,intID709
"['r2', 'r3', 'r8', 'r9', 'r11', 'r12']",FALSE,intID710
"['r2', 'r3', 'r8', 'r9', 'r13', 'r16']",FALSE,intID711
"['r2', 'r3', 'r8', 'r9', 'r15', 'r18']",FALSE,intID712
"['r2', 'r3', 'r8', 'r9', 'r17', 'r19']",FALSE,intID713
"['r2', 'r3', 'r8', 'r10', 'r15', 'r21']",FALSE,intID714
"['r2', 'r3', 'r8', 'r11', 'r13', 'r21']",FALSE,intID715
"['r2', 'r3', 'r8', 'r12', 'r18', 'r21']",FALSE,intID716
"['r2', 'r3', 'r8', 'r14', 'r17', 'r20']",FALSE,intID717
"['r2', 'r3', 'r8', 'r16', 'r19', 'r21']",FALSE,intID718
"['r2', 'r3', 'r9', 'r10', 'r12', 'r21']",FALSE,intID719
"['r2', 'r3', 'r9', 'r10', 'r13', 'r20']",FALSE,intID720
"['r2', 'r3', 'r9', 'r11', 'r19', 'r21']",FALSE,intID721
"['r2', 'r3', 'r9', 'r13', 'r14', 'r21']",FALSE,intID722
"['r2', 'r3', 'r9', 'r15', 'r16', 'r21']",FALSE,intID723
"['r2', 'r3', 'r9', 'r17', 'r18', 'r21']",FALSE,intID724
"['r2', 'r3', 'r10', 'r11', 'r12', 'r19']",FALSE,intID725
"['r2', 'r3', 'r10', 'r11', 'r16', 'r17']",FALSE,intID726
"['r2', 'r3', 'r10', 'r12', 'r16', 'r18']",FALSE,intID727
"['r2', 'r3', 'r10', 'r13', 'r16', 'r19']",FALSE,intID728
"['r2', 'r3', 'r10', 'r13', 'r17', 'r18']",FALSE,intID729
"['r2', 'r3', 'r10', 'r14', 'r15', 'r16']",FALSE,intID730
"['r2', 'r3', 'r10', 'r14', 'r18', 'r19']",FALSE,intID731
"['r2', 'r3', 'r10', 'r15', 'r17', 'r19']",FALSE,intID732
"['r2', 'r3', 'r11', 'r12', 'r13', 'r16']",FALSE,intID733
"['r2', 'r3', 'r11', 'r12', 'r14', 'r15']",FALSE,intID734
"['r2', 'r3', 'r11', 'r12', 'r17', 'r18']",FALSE,intID735
"['r2', 'r3', 'r11', 'r13', 'r15', 'r17']",FALSE,intID736
"['r2', 'r3', 'r11', 'r13', 'r18', 'r19']",FALSE,intID737
"['r2', 'r3', 'r11', 'r14', 'r16', 'r18']",FALSE,intID738
"['r2', 'r3', 'r11', 'r14', 'r17', 'r19']",FALSE,intID739
"['r2', 'r3', 'r11', 'r15', 'r16', 'r19']",FALSE,intID740
"['r2', 'r3', 'r12', 'r13', 'r14', 'r18']",FALSE,intID741
"['r2', 'r3', 'r12', 'r13', 'r17', 'r19']",FALSE,intID742
"['r2', 'r3', 'r12', 'r14', 'r16', 'r19']",FALSE,intID743
"['r2', 'r3', 'r12', 'r14', 'r20', 'r21']",FALSE,intID744
"['r2', 'r3', 'r12', 'r15', 'r18', 'r19']",FALSE,intID745
"['r2', 'r3', 'r13', 'r14', 'r15', 'r19']",FALSE,intID746
"['r2', 'r3', 'r13', 'r15', 'r16', 'r18']",FALSE,intID747
"['r2', 'r3', 'r16', 'r17', 'r18', 'r19']",FALSE,intID748
"['r2', 'r3', 'r18', 'r19', 'r20', 'r21']",FALSE,intID749
"['r2', 'r4', 'r5', 'r6', 'r10', 'r18']",FALSE,intID750
"['r2', 'r4', 'r5', 'r6', 'r11', 'r16']",FALSE,intID751
"['r2', 'r4', 'r5', 'r6', 'r12', 'r15']",FALSE,intID752
"['r2', 'r4', 'r5', 'r6', 'r13', 'r17']",FALSE,intID753
"['r2', 'r4', 'r5', 'r8', 'r10', 'r17']",FALSE,intID754
"['r2', 'r4', 'r5', 'r8', 'r11', 'r15']",FALSE,intID755
"['r2', 'r4', 'r5', 'r8', 'r12', 'r16']",FALSE,intID756
"['r2', 'r4', 'r5', 'r8', 'r13', 'r19']",FALSE,intID757
"['r2', 'r4', 'r5', 'r8', 'r14', 'r18']",FALSE,intID758
"['r2', 'r4', 'r5', 'r9', 'r10', 'r16']",FALSE,intID759
"['r2', 'r4', 'r5', 'r9', 'r11', 'r14']",FALSE,intID760
"['r2', 'r4', 'r5', 'r9', 'r12', 'r17']",FALSE,intID761
"['r2', 'r4', 'r5', 'r9', 'r15', 'r19']",FALSE,intID762
"['r2', 'r4', 'r5', 'r10', 'r13', 'r21']",FALSE,intID763
"['r2', 'r4', 'r5', 'r11', 'r12', 'r20']",FALSE,intID764
"['r2', 'r4', 'r5', 'r11', 'r18', 'r21']",FALSE,intID765
"['r2', 'r4', 'r5', 'r12', 'r19', 'r21']",FALSE,intID766
"['r2', 'r4', 'r5', 'r14', 'r16', 'r21']",FALSE,intID767
"['r2', 'r4', 'r5', 'r15', 'r17', 'r21']",FALSE,intID768
"['r2', 'r4', 'r5', 'r18', 'r19', 'r20']",FALSE,intID769
"['r2', 'r4', 'r6', 'r7', 'r10', 'r13']",FALSE,intID770
"['r2', 'r4', 'r6', 'r7', 'r11', 'r18']",FALSE,intID771
"['r2', 'r4', 'r6', 'r7', 'r12', 'r19']",FALSE,intID772
"['r2', 'r4', 'r6', 'r7', 'r14', 'r16']",FALSE,intID773
"['r2', 'r4', 'r6', 'r7', 'r15', 'r17']",FALSE,intID774
"['r2', 'r4', 'r6', 'r8', 'r10', 'r15']",FALSE,intID775
"['r2', 'r4', 'r6', 'r8', 'r11', 'r13']",FALSE,intID776
"['r2', 'r4', 'r6', 'r8', 'r12', 'r18']",FALSE,intID777
"['r2', 'r4', 'r6', 'r8', 'r16', 'r19']",FALSE,intID778
"['r2', 'r4', 'r6', 'r9', 'r12', 'r13']",FALSE,intID779
"['r2', 'r4', 'r6', 'r9', 'r14', 'r15']",FALSE,intID780
"['r2', 'r4', 'r6', 'r9', 'r16', 'r17']",FALSE,intID781
"['r2', 'r4', 'r6', 'r9', 'r18', 'r19']",FALSE,intID782
"['r2', 'r4', 'r6', 'r10', 'r12', 'r21']",FALSE,intID783
"['r2', 'r4', 'r6', 'r11', 'r14', 'r21']",FALSE,intID784
"['r2', 'r4', 'r6', 'r11', 'r19', 'r20']",FALSE,intID785
"['r2', 'r4', 'r6', 'r13', 'r14', 'r20']",FALSE,intID786
"['r2', 'r4', 'r6', 'r15', 'r16', 'r21']",FALSE,intID787
"['r2', 'r4', 'r6', 'r17', 'r18', 'r21']",FALSE,intID788
"['r2', 'r4', 'r7', 'r8', 'r9', 'r21']",FALSE,intID789
"['r2', 'r4', 'r7', 'r8', 'r10', 'r19']",FALSE,intID790
"['r2', 'r4', 'r7', 'r8', 'r11', 'r17']",FALSE,intID791
"['r2', 'r4', 'r7', 'r8', 'r12', 'r14']",FALSE,intID792
"['r2', 'r4', 'r7', 'r8', 'r13', 'r15']",FALSE,intID793
"['r2', 'r4', 'r7', 'r8', 'r16', 'r18']",FALSE,intID794
"['r2', 'r4', 'r7', 'r9', 'r10', 'r15']",FALSE,intID795
"['r2', 'r4', 'r7', 'r9', 'r12', 'r18']",FALSE,intID796
"['r2', 'r4', 'r7', 'r9', 'r14', 'r17']",FALSE,intID797
"['r2', 'r4', 'r7', 'r9', 'r16', 'r19']",FALSE,intID798
"['r2', 'r4', 'r7', 'r10', 'r17', 'r20']",FALSE,intID799
"['r2', 'r4', 'r7', 'r12', 'r13', 'r21']",FALSE,intID800
"['r2', 'r4', 'r7', 'r12', 'r16', 'r20']",FALSE,intID801
"['r2', 'r4', 'r7', 'r13', 'r19', 'r20']",FALSE,intID802
"['r2', 'r4', 'r7', 'r14', 'r15', 'r20']",FALSE,intID803
"['r2', 'r4', 'r7', 'r16', 'r17', 'r21']",FALSE,intID804
"['r2', 'r4', 'r7', 'r18', 'r20', 'r21']",FALSE,intID805
"['r2', 'r4', 'r8', 'r9', 'r10', 'r18']",FALSE,intID806
"['r2', 'r4', 'r8', 'r9', 'r11', 'r16']",FALSE,intID807
"['r2', 'r4', 'r8', 'r9', 'r12', 'r15']",FALSE,intID808
"['r2', 'r4', 'r8', 'r10', 'r14', 'r21']",FALSE,intID809
"['r2', 'r4', 'r8', 'r11', 'r12', 'r21']",FALSE,intID810
"['r2', 'r4', 'r8', 'r13', 'r17', 'r20']",FALSE,intID811
"['r2', 'r4', 'r8', 'r14', 'r19', 'r20']",FALSE,intID812
"['r2', 'r4', 'r8', 'r17', 'r19', 'r21']",FALSE,intID813
"['r2', 'r4', 'r9', 'r10', 'r19', 'r20']",FALSE,intID814
"['r2', 'r4', 'r9', 'r11', 'r17', 'r21']",FALSE,intID815
"['r2', 'r4', 'r9', 'r13', 'r15', 'r21']",FALSE,intID816
"['r2', 'r4', 'r9', 'r16', 'r18', 'r21']",FALSE,intID817
"['r2', 'r4', 'r10', 'r11', 'r12', 'r17']",FALSE,intID818
"['r2', 'r4', 'r10', 'r11', 'r13', 'r16']",FALSE,intID819
"['r2', 'r4', 'r10', 'r11', 'r14', 'r15']",FALSE,intID820
"['r2', 'r4', 'r10', 'r11', 'r18', 'r19']",FALSE,intID821
"['r2', 'r4', 'r10', 'r12', 'r14', 'r19']",FALSE,intID822
"['r2', 'r4', 'r10', 'r12', 'r15', 'r18']",FALSE,intID823
"['r2', 'r4', 'r10', 'r13', 'r14', 'r18']",FALSE,intID824
"['r2', 'r4', 'r10', 'r13', 'r15', 'r17']",FALSE,intID825
"['r2', 'r4', 'r10', 'r14', 'r16', 'r17']",FALSE,intID826
"['r2', 'r4', 'r10', 'r15', 'r16', 'r19']",FALSE,intID827
"['r2', 'r4', 'r11', 'r12', 'r13', 'r14']",FALSE,intID828
"['r2', 'r4', 'r11', 'r13', 'r17', 'r18']",FALSE,intID829
"['r2', 'r4', 'r11', 'r14', 'r16', 'r19']",FALSE,intID830
"['r2', 'r4', 'r11', 'r15', 'r17', 'r19']",FALSE,intID831
"['r2', 'r4', 'r11', 'r15', 'r20', 'r21']",FALSE,intID832
"['r2', 'r4', 'r12', 'r13', 'r15', 'r19']",FALSE,intID833
"['r2', 'r4', 'r12', 'r13', 'r16', 'r17']",FALSE,intID834
"['r2', 'r4', 'r12', 'r13', 'r18', 'r20']",FALSE,intID835
"['r2', 'r4', 'r12', 'r14', 'r17', 'r18']",FALSE,intID836
"['r2', 'r4', 'r13', 'r16', 'r20', 'r21']",FALSE,intID837
"['r2', 'r4', 'r14', 'r15', 'r18', 'r19']",FALSE,intID838
"['r2', 'r4', 'r14', 'r17', 'r20', 'r21']",FALSE,intID839
"['r2', 'r4', 'r15', 'r16', 'r17', 'r18']",FALSE,intID840
"['r2', 'r5', 'r6', 'r7', 'r10', 'r17']",FALSE,intID841
"['r2', 'r5', 'r6', 'r7', 'r11', 'r15']",FALSE,intID842
"['r2', 'r5', 'r6', 'r7', 'r12', 'r16']",FALSE,intID843
"['r2', 'r5', 'r6', 'r7', 'r13', 'r19']",FALSE,intID844
"['r2', 'r5', 'r6', 'r7', 'r14', 'r18']",FALSE,intID845
"['r2', 'r5', 'r6', 'r8', 'r10', 'r16']",FALSE,intID846
"['r2', 'r5', 'r6', 'r8', 'r11', 'r14']",FALSE,intID847
"['r2', 'r5', 'r6', 'r8', 'r12', 'r17']",FALSE,intID848
"['r2', 'r5', 'r6', 'r8', 'r13', 'r18']",FALSE,intID849
"['r2', 'r5', 'r6', 'r8', 'r15', 'r19']",FALSE,intID850
"['r2', 'r5', 'r6', 'r9', 'r10', 'r13']",FALSE,intID851
"['r2', 'r5', 'r6', 'r9', 'r11', 'r18']",FALSE,intID852
"['r2', 'r5', 'r6', 'r9', 'r14', 'r16']",FALSE,intID853
"['r2', 'r5', 'r6', 'r9', 'r15', 'r17']",FALSE,intID854
"['r2', 'r5', 'r6', 'r10', 'r14', 'r21']",FALSE,intID855
"['r2', 'r5', 'r6', 'r11', 'r12', 'r21']",FALSE,intID856
"['r2', 'r5', 'r6', 'r12', 'r19', 'r20']",FALSE,intID857
"['r2', 'r5', 'r6', 'r15', 'r18', 'r21']",FALSE,intID858
"['r2', 'r5', 'r6', 'r17', 'r19', 'r21']",FALSE,intID859
"['r2', 'r5', 'r7', 'r8', 'r10', 'r15']",FALSE,intID860
"['r2', 'r5', 'r7', 'r8', 'r11', 'r18']",FALSE,intID861
"['r2', 'r5', 'r7', 'r8', 'r12', 'r19']",FALSE,intID862
"['r2', 'r5', 'r7', 'r8', 'r14', 'r16']",FALSE,intID863
"['r2', 'r5', 'r7', 'r9', 'r10', 'r12']",FALSE,intID864
"['r2', 'r5', 'r7', 'r9', 'r11', 'r19']",FALSE,intID865
"['r2', 'r5', 'r7', 'r9', 'r13', 'r14']",FALSE,intID866
"['r2', 'r5', 'r7', 'r9', 'r15', 'r16']",FALSE,intID867
"['r2', 'r5', 'r7', 'r9', 'r17', 'r18']",FALSE,intID868
"['r2', 'r5', 'r7', 'r10', 'r16', 'r21']",FALSE,intID869
"['r2', 'r5', 'r7', 'r11', 'r14', 'r21']",FALSE,intID870
"['r2', 'r5', 'r7', 'r12', 'r18', 'r20']",FALSE,intID871
"['r2', 'r5', 'r7', 'r13', 'r18', 'r21']",FALSE,intID872
"['r2', 'r5', 'r7', 'r15', 'r19', 'r21']",FALSE,intID873
"['r2', 'r5', 'r7', 'r17', 'r20', 'r21']",FALSE,intID874
"['r2', 'r5', 'r8', 'r9', 'r10', 'r11']",FALSE,intID875
"['r2', 'r5', 'r8', 'r9', 'r12', 'r13']",FALSE,intID876
"['r2', 'r5', 'r8', 'r9', 'r18', 'r19']",FALSE,intID877
"['r2', 'r5', 'r8', 'r10', 'r19', 'r21']",FALSE,intID878
"['r2', 'r5', 'r8', 'r11', 'r17', 'r21']",FALSE,intID879
"['r2', 'r5', 'r8', 'r12', 'r14', 'r21']",FALSE,intID880
"['r2', 'r5', 'r8', 'r13', 'r15', 'r21']",FALSE,intID881
"['r2', 'r5', 'r8', 'r15', 'r17', 'r20']",FALSE,intID882
"['r2', 'r5', 'r8', 'r16', 'r18', 'r21']",FALSE,intID883
"['r2', 'r5', 'r9', 'r11', 'r13', 'r21']",FALSE,intID884
"['r2', 'r5', 'r9', 'r11', 'r16', 'r20']",FALSE,intID885
"['r2', 'r5', 'r9', 'r12', 'r18', 'r21']",FALSE,intID886
"['r2', 'r5', 'r9', 'r14', 'r17', 'r21']",FALSE,intID887
"['r2', 'r5', 'r9', 'r14', 'r19', 'r20']",FALSE,intID888
"['r2', 'r5', 'r9', 'r16', 'r19', 'r21']",FALSE,intID889
"['r2', 'r5', 'r10', 'r11', 'r15', 'r18']",FALSE,intID890
"['r2', 'r5', 'r10', 'r12', 'r13', 'r16']",FALSE,intID891
"['r2', 'r5', 'r10', 'r12', 'r15', 'r19']",FALSE,intID892
"['r2', 'r5', 'r10', 'r13', 'r18', 'r19']",FALSE,intID893
"['r2', 'r5', 'r10', 'r14', 'r16', 'r18']",FALSE,intID894
"['r2', 'r5', 'r10', 'r18', 'r20', 'r21']",FALSE,intID895
"['r2', 'r5', 'r11', 'r12', 'r13', 'r19']",FALSE,intID896
"['r2', 'r5', 'r11', 'r12', 'r15', 'r17']",FALSE,intID897
"['r2', 'r5', 'r11', 'r12', 'r16', 'r18']",FALSE,intID898
"['r2', 'r5', 'r11', 'r13', 'r15', 'r16']",FALSE,intID899
"['r2', 'r5', 'r11', 'r13', 'r18', 'r20']",FALSE,intID900
"['r2', 'r5', 'r11', 'r14', 'r16', 'r17']",FALSE,intID901
"['r2', 'r5', 'r12', 'r13', 'r15', 'r18']",FALSE,intID902
"['r2', 'r5', 'r12', 'r13', 'r17', 'r20']",FALSE,intID903
"['r2', 'r5', 'r12', 'r14', 'r15', 'r16']",FALSE,intID904
"['r2', 'r5', 'r12', 'r14', 'r18', 'r19']",FALSE,intID905
"['r2', 'r5', 'r12', 'r16', 'r20', 'r21']",FALSE,intID906
"['r2', 'r5', 'r13', 'r14', 'r16', 'r19']",FALSE,intID907
"['r2', 'r5', 'r13', 'r15', 'r17', 'r19']",FALSE,intID908
"['r2', 'r5', 'r13', 'r16', 'r17', 'r18']",FALSE,intID909
"['r2', 'r5', 'r13', 'r19', 'r20', 'r21']",FALSE,intID910
"['r2', 'r5', 'r14', 'r15', 'r17', 'r18']",FALSE,intID911
"['r2', 'r5', 'r14', 'r15', 'r20', 'r21']",FALSE,intID912
"['r2', 'r5', 'r16', 'r17', 'r19', 'r20']",FALSE,intID913
"['r2', 'r6', 'r7', 'r8', 'r10', 'r14']",FALSE,intID914
"['r2', 'r6', 'r7', 'r8', 'r11', 'r12']",FALSE,intID915
"['r2', 'r6', 'r7', 'r8', 'r13', 'r16']",FALSE,intID916
"['r2', 'r6', 'r7', 'r8', 'r15', 'r18']",FALSE,intID917
"['r2', 'r6', 'r7', 'r8', 'r17', 'r19']",FALSE,intID918
"['r2', 'r6', 'r7', 'r9', 'r10', 'r18']",FALSE,intID919
"['r2', 'r6', 'r7', 'r9', 'r11', 'r16']",FALSE,intID920
"['r2', 'r6', 'r7', 'r9', 'r12', 'r15']",FALSE,intID921
"['r2', 'r6', 'r7', 'r9', 'r14', 'r19']",FALSE,intID922
"['r2', 'r6', 'r7', 'r10', 'r15', 'r21']",FALSE,intID923
"['r2', 'r6', 'r7', 'r11', 'r13', 'r21']",FALSE,intID924
"['r2', 'r6', 'r7', 'r13', 'r18', 'r20']",FALSE,intID925
"['r2', 'r6', 'r7', 'r14', 'r17', 'r21']",FALSE,intID926
"['r2', 'r6', 'r7', 'r16', 'r19', 'r21']",FALSE,intID927
"['r2', 'r6', 'r8', 'r9', 'r10', 'r12']",FALSE,intID928
"['r2', 'r6', 'r8', 'r9', 'r15', 'r16']",FALSE,intID929
"['r2', 'r6', 'r8', 'r9', 'r17', 'r18']",FALSE,intID930
"['r2', 'r6', 'r8', 'r9', 'r20', 'r21']",FALSE,intID931
"['r2', 'r6', 'r8', 'r10', 'r11', 'r21']",FALSE,intID932
"['r2', 'r6', 'r8', 'r12', 'r13', 'r21']",FALSE,intID933
"['r2', 'r6', 'r8', 'r14', 'r15', 'r21']",FALSE,intID934
"['r2', 'r6', 'r8', 'r16', 'r17', 'r21']",FALSE,intID935
"['r2', 'r6', 'r8', 'r18', 'r19', 'r21']",FALSE,intID936
"['r2', 'r6', 'r9', 'r10', 'r17', 'r20']",FALSE,intID937
"['r2', 'r6', 'r9', 'r11', 'r15', 'r21']",FALSE,intID938
"['r2', 'r6', 'r9', 'r12', 'r16', 'r20']",FALSE,intID939
"['r2', 'r6', 'r9', 'r12', 'r17', 'r21']",FALSE,intID940
"['r2', 'r6', 'r9', 'r13', 'r19', 'r21']",FALSE,intID941
"['r2', 'r6', 'r9', 'r14', 'r18', 'r21']",FALSE,intID942
"['r2', 'r6', 'r10', 'r11', 'r13', 'r14']",FALSE,intID943
"['r2', 'r6', 'r10', 'r11', 'r15', 'r16']",FALSE,intID944
"['r2', 'r6', 'r10', 'r11', 'r17', 'r19']",FALSE,intID945
"['r2', 'r6', 'r10', 'r12', 'r13', 'r15']",FALSE,intID946
"['r2', 'r6', 'r10', 'r12', 'r14', 'r17']",FALSE,intID947
"['r2', 'r6', 'r10', 'r12', 'r16', 'r19']",FALSE,intID948
"['r2', 'r6', 'r10', 'r13', 'r16', 'r17']",FALSE,intID949
"['r2', 'r6', 'r10', 'r14', 'r15', 'r19']",FALSE,intID950
"['r2', 'r6', 'r10', 'r15', 'r17', 'r18']",FALSE,intID951
"['r2', 'r6', 'r11', 'r12', 'r13', 'r20']",FALSE,intID952
"['r2', 'r6', 'r11', 'r12', 'r14', 'r16']",FALSE,intID953
"['r2', 'r6', 'r11', 'r12', 'r15', 'r19']",FALSE,intID954
"['r2', 'r6', 'r11', 'r14', 'r18', 'r19']",FALSE,intID955
"['r2', 'r6', 'r11', 'r17', 'r20', 'r21']",FALSE,intID956
"['r2', 'r6', 'r12', 'r15', 'r16', 'r17']",FALSE,intID957
"['r2', 'r6', 'r12', 'r17', 'r18', 'r19']",FALSE,intID958
"['r2', 'r6', 'r13', 'r14', 'r15', 'r16']",FALSE,intID959
"['r2', 'r6', 'r13', 'r14', 'r17', 'r18']",FALSE,intID960
"['r2', 'r6', 'r13', 'r15', 'r20', 'r21']",FALSE,intID961
"['r2', 'r6', 'r16', 'r18', 'r20', 'r21']",FALSE,intID962
"['r2', 'r7', 'r8', 'r9', 'r10', 'r17']",FALSE,intID963
"['r2', 'r7', 'r8', 'r9', 'r11', 'r15']",FALSE,intID964
"['r2', 'r7', 'r8', 'r9', 'r12', 'r16']",FALSE,intID965
"['r2', 'r7', 'r8', 'r9', 'r13', 'r19']",FALSE,intID966
"['r2', 'r7', 'r8', 'r9', 'r14', 'r18']",FALSE,intID967
"['r2', 'r7', 'r8', 'r10', 'r12', 'r21']",FALSE,intID968
"['r2', 'r7', 'r8', 'r10', 'r18', 'r20']",FALSE,intID969
"['r2', 'r7', 'r8', 'r11', 'r16', 'r21']",FALSE,intID970
"['r2', 'r7', 'r8', 'r11', 'r19', 'r20']",FALSE,intID971
"['r2', 'r7', 'r8', 'r14', 'r20', 'r21']",FALSE,intID972
"['r2', 'r7', 'r8', 'r17', 'r18', 'r21']",FALSE,intID973
"['r2', 'r7', 'r9', 'r10', 'r14', 'r21']",FALSE,intID974
"['r2', 'r7', 'r9', 'r11', 'r13', 'r20']",FALSE,intID975
"['r2', 'r7', 'r9', 'r15', 'r18', 'r21']",FALSE,intID976
"['r2', 'r7', 'r9', 'r16', 'r20', 'r21']",FALSE,intID977
"['r2', 'r7', 'r9', 'r17', 'r19', 'r21']",FALSE,intID978
"['r2', 'r7', 'r10', 'r11', 'r14', 'r17']",FALSE,intID979
"['r2', 'r7', 'r10', 'r11', 'r19', 'r21']",FALSE,intID980
"['r2', 'r7', 'r10', 'r12', 'r13', 'r14']",FALSE,intID981
"['r2', 'r7', 'r10', 'r12', 'r15', 'r17']",FALSE,intID982
"['r2', 'r7', 'r10', 'r16', 'r17', 'r18']",FALSE,intID983
"['r2', 'r7', 'r11', 'r12', 'r13', 'r15']",FALSE,intID984
"['r2', 'r7', 'r11', 'r12', 'r14', 'r18']",FALSE,intID985
"['r2', 'r7', 'r11', 'r12', 'r17', 'r19']",FALSE,intID986
"['r2', 'r7', 'r11', 'r13', 'r14', 'r19']",FALSE,intID987
"['r2', 'r7', 'r11', 'r15', 'r16', 'r20']",FALSE,intID988
"['r2', 'r7', 'r11', 'r15', 'r17', 'r18']",FALSE,intID989
"['r2', 'r7', 'r11', 'r16', 'r18', 'r19']",FALSE,intID990
"['r2', 'r7', 'r12', 'r13', 'r17', 'r18']",FALSE,intID991
"['r2', 'r7', 'r12', 'r14', 'r17', 'r20']",FALSE,intID992
"['r2', 'r7', 'r12', 'r15', 'r16', 'r18']",FALSE,intID993
"['r2', 'r7', 'r12', 'r15', 'r20', 'r21']",FALSE,intID994
"['r2', 'r7', 'r13', 'r14', 'r15', 'r17']",FALSE,intID995
"['r2', 'r7', 'r13', 'r14', 'r16', 'r18']",FALSE,intID996
"['r2', 'r7', 'r13', 'r15', 'r18', 'r19']",FALSE,intID997
"['r2', 'r7', 'r13', 'r16', 'r17', 'r20']",FALSE,intID998
"['r2', 'r7', 'r14', 'r15', 'r16', 'r21']",FALSE,intID999
"['r2', 'r7', 'r14', 'r18', 'r19', 'r20']",FALSE,intID1000
"['r2', 'r7', 'r15', 'r16', 'r17', 'r19']",FALSE,intID1001
"['r2', 'r8', 'r9', 'r10', 'r13', 'r21']",FALSE,intID1002
"['r2', 'r8', 'r9', 'r10', 'r16', 'r20']",FALSE,intID1003
"['r2', 'r8', 'r9', 'r11', 'r14', 'r20']",FALSE,intID1004
"['r2', 'r8', 'r9', 'r13', 'r18', 'r20']",FALSE,intID1005
"['r2', 'r8', 'r9', 'r14', 'r16', 'r21']",FALSE,intID1006
"['r2', 'r8', 'r9', 'r15', 'r17', 'r21']",FALSE,intID1007
"['r2', 'r8', 'r9', 'r15', 'r19', 'r20']",FALSE,intID1008
"['r2', 'r8', 'r10', 'r11', 'r13', 'r19']",FALSE,intID1009
"['r2', 'r8', 'r10', 'r11', 'r16', 'r18']",FALSE,intID1010
"['r2', 'r8', 'r10', 'r12', 'r13', 'r18']",FALSE,intID1011
"['r2', 'r8', 'r10', 'r12', 'r16', 'r17']",FALSE,intID1012
"['r2', 'r8', 'r10', 'r13', 'r14', 'r17']",FALSE,intID1013
"['r2', 'r8', 'r10', 'r13', 'r15', 'r16']",FALSE,intID1014
"['r2', 'r8', 'r10', 'r17', 'r18', 'r19']",FALSE,intID1015
"['r2', 'r8', 'r11', 'r12', 'r18', 'r19']",FALSE,intID1016
"['r2', 'r8', 'r11', 'r14', 'r17', 'r18']",FALSE,intID1017
"['r2', 'r8', 'r11', 'r16', 'r17', 'r19']",FALSE,intID1018
"['r2', 'r8', 'r11', 'r18', 'r20', 'r21']",FALSE,intID1019
"['r2', 'r8', 'r12', 'r13', 'r14', 'r15']",FALSE,intID1020
"['r2', 'r8', 'r12', 'r14', 'r16', 'r18']",FALSE,intID1021
"['r2', 'r8', 'r12', 'r14', 'r17', 'r19']",FALSE,intID1022
"['r2', 'r8', 'r12', 'r17', 'r20', 'r21']",FALSE,intID1023
"['r2', 'r8', 'r14', 'r15', 'r16', 'r17']",FALSE,intID1024
"['r2', 'r8', 'r15', 'r16', 'r20', 'r21']",FALSE,intID1025
"['r2', 'r9', 'r10', 'r11', 'r12', 'r16']",FALSE,intID1026
"['r2', 'r9', 'r10', 'r11', 'r13', 'r18']",FALSE,intID1027
"['r2', 'r9', 'r10', 'r11', 'r14', 'r19']",FALSE,intID1028
"['r2', 'r9', 'r10', 'r11', 'r15', 'r17']",FALSE,intID1029
"['r2', 'r9', 'r10', 'r12', 'r13', 'r17']",FALSE,intID1030
"['r2', 'r9', 'r10', 'r12', 'r14', 'r15']",FALSE,intID1031
"['r2', 'r9', 'r10', 'r12', 'r18', 'r19']",FALSE,intID1032
"['r2', 'r9', 'r10', 'r13', 'r15', 'r19']",FALSE,intID1033
"['r2', 'r9', 'r10', 'r15', 'r16', 'r18']",FALSE,intID1034
"['r2', 'r9', 'r10', 'r15', 'r20', 'r21']",FALSE,intID1035
"['r2', 'r9', 'r10', 'r16', 'r17', 'r19']",FALSE,intID1036
"['r2', 'r9', 'r11', 'r12', 'r18', 'r20']",FALSE,intID1037
"['r2', 'r9', 'r11', 'r13', 'r14', 'r17']",FALSE,intID1038
"['r2', 'r9', 'r11', 'r13', 'r16', 'r19']",FALSE,intID1039
"['r2', 'r9', 'r11', 'r14', 'r15', 'r16']",FALSE,intID1040
"['r2', 'r9', 'r11', 'r15', 'r18', 'r19']",FALSE,intID1041
"['r2', 'r9', 'r12', 'r13', 'r14', 'r19']",FALSE,intID1042
"['r2', 'r9', 'r12', 'r14', 'r16', 'r17']",FALSE,intID1043
"['r2', 'r9', 'r12', 'r15', 'r16', 'r19']",FALSE,intID1044
"['r2', 'r9', 'r12', 'r19', 'r20', 'r21']",FALSE,intID1045
"['r2', 'r9', 'r13', 'r14', 'r15', 'r18']",FALSE,intID1046
