generations,characters,branch_edit_frac,site_edit_frac,edit_rate,iteration,edit_pct
11,60,0.3090909090909091,0.07333333333333333,0.01,1,7.333333333333333
12,60,0.325,0.08333333333333333,0.01,1,8.333333333333332
13,60,0.3153846153846154,0.08666666666666667,0.01,1,8.666666666666668
14,60,0.3142857142857143,0.09666666666666666,0.01,1,9.666666666666666
15,60,0.32,0.10833333333333334,0.01,1,10.833333333333334
16,60,0.3,0.10833333333333334,0.01,1,10.833333333333334
17,60,0.3058823529411765,0.11833333333333333,0.01,1,11.833333333333334
18,60,0.31666666666666665,0.12833333333333333,0.01,1,12.833333333333332
19,60,0.3157894736842105,0.13333333333333333,0.01,1,13.333333333333334
20,60,0.315,0.13833333333333334,0.01,1,13.833333333333334
21,60,0.32857142857142857,0.15,0.01,1,15.0
22,60,0.32727272727272727,0.15666666666666668,0.01,1,15.666666666666668
23,60,0.3217391304347826,0.16166666666666665,0.01,1,16.166666666666664
24,60,0.325,0.16833333333333333,0.01,1,16.833333333333332
25,60,0.328,0.18,0.01,1,18.0
26,60,0.3384615384615385,0.19333333333333333,0.01,1,19.333333333333332
27,60,0.337037037037037,0.19833333333333333,0.01,1,19.833333333333332
28,60,0.3464285714285714,0.21166666666666667,0.01,1,21.166666666666668
29,60,0.35172413793103446,0.22166666666666668,0.01,1,22.166666666666668
30,60,0.36,0.235,0.01,1,23.5
1,60,0.8,0.02666666666666667,0.02,1,2.666666666666667
2,60,0.8,0.05,0.02,1,5.0
3,60,0.7,0.06,0.02,1,6.0
4,60,0.725,0.08666666666666667,0.02,1,8.666666666666668
5,60,0.74,0.105,0.02,1,10.5
6,60,0.6833333333333333,0.115,0.02,1,11.5
7,60,0.6857142857142857,0.13833333333333334,0.02,1,13.833333333333334
8,60,0.7125,0.16333333333333333,0.02,1,16.333333333333332
9,60,0.7,0.17833333333333334,0.02,1,17.833333333333336
10,60,0.7,0.195,0.02,1,19.5
11,60,0.6727272727272727,0.20166666666666666,0.02,1,20.166666666666664
12,60,0.6666666666666666,0.225,0.02,1,22.5
13,60,0.6615384615384615,0.245,0.02,1,24.5
14,60,0.6571428571428571,0.25666666666666665,0.02,1,25.666666666666664
15,60,0.66,0.2683333333333333,0.02,1,26.833333333333332
16,60,0.64375,0.2783333333333333,0.02,1,27.833333333333332
17,60,0.6529411764705882,0.295,0.02,1,29.5
18,60,0.6444444444444445,0.30333333333333334,0.02,1,30.333333333333336
19,60,0.6473684210526316,0.31666666666666665,0.02,1,31.666666666666664
20,60,0.63,0.3233333333333333,0.02,1,32.33333333333333
21,60,0.6238095238095238,0.3383333333333333,0.02,1,33.83333333333333
22,60,0.6272727272727273,0.35333333333333333,0.02,1,35.333333333333336
23,60,0.6130434782608696,0.3616666666666667,0.02,1,36.16666666666667
24,60,0.6166666666666667,0.37833333333333335,0.02,1,37.833333333333336
25,60,0.616,0.3983333333333333,0.02,1,39.83333333333333
26,60,0.6153846153846154,0.4116666666666667,0.02,1,41.16666666666667
27,60,0.6148148148148148,0.4266666666666667,0.02,1,42.66666666666667
28,60,0.6107142857142858,0.43833333333333335,0.02,1,43.833333333333336
29,60,0.6103448275862069,0.45,0.02,1,45.0
30,60,0.61,0.4633333333333333,0.02,1,46.33333333333333
1,60,1.0,0.051666666666666666,0.04,1,5.166666666666667
2,60,1.0,0.11,0.04,1,11.0
3,60,0.9666666666666667,0.15666666666666668,0.04,1,15.666666666666668
4,60,0.95,0.19666666666666666,0.04,1,19.666666666666664
5,60,0.94,0.235,0.04,1,23.5
6,60,0.9166666666666666,0.265,0.04,1,26.5
7,60,0.9,0.2966666666666667,0.04,1,29.666666666666668
8,60,0.9,0.325,0.04,1,32.5
9,60,0.8888888888888888,0.34833333333333333,0.04,1,34.833333333333336
10,60,0.88,0.38166666666666665,0.04,1,38.166666666666664
11,60,0.8727272727272727,0.41,0.04,1,41.0
12,60,0.8666666666666667,0.42833333333333334,0.04,1,42.833333333333336
13,60,0.8384615384615385,0.44166666666666665,0.04,1,44.166666666666664
14,60,0.8428571428571429,0.4666666666666667,0.04,1,46.666666666666664
15,60,0.82,0.48333333333333334,0.04,1,48.333333333333336
16,60,0.8125,0.5,0.04,1,50.0
17,60,0.8058823529411765,0.5166666666666667,0.04,1,51.66666666666667
18,60,0.7888888888888889,0.5333333333333333,0.04,1,53.333333333333336
19,60,0.7736842105263158,0.5516666666666666,0.04,1,55.166666666666664
20,60,0.755,0.5683333333333334,0.04,1,56.833333333333336
21,60,0.7476190476190476,0.58,0.04,1,57.99999999999999
22,60,0.7454545454545455,0.5966666666666667,0.04,1,59.66666666666667
23,60,0.7347826086956522,0.6116666666666667,0.04,1,61.16666666666667
24,60,0.7375,0.625,0.04,1,62.5
25,60,0.74,0.6516666666666666,0.04,1,65.16666666666666
26,60,0.7384615384615385,0.6683333333333333,0.04,1,66.83333333333333
27,60,0.737037037037037,0.685,0.04,1,68.5
28,60,0.7357142857142858,0.7066666666666667,0.04,1,70.66666666666667
29,60,0.7310344827586207,0.7183333333333334,0.04,1,71.83333333333334
30,60,0.7233333333333334,0.7316666666666667,0.04,1,73.16666666666667
1,60,1.0,0.07833333333333334,0.08,1,7.833333333333334
2,60,1.0,0.17333333333333334,0.08,1,17.333333333333336
3,60,1.0,0.25,0.08,1,25.0
4,60,1.0,0.295,0.08,1,29.5
5,60,1.0,0.34833333333333333,0.08,1,34.833333333333336
6,60,1.0,0.3983333333333333,0.08,1,39.83333333333333
7,60,1.0,0.435,0.08,1,43.5
8,60,1.0,0.485,0.08,1,48.5
9,60,0.9888888888888889,0.5166666666666667,0.08,1,51.66666666666667
10,60,0.99,0.5683333333333334,0.08,1,56.833333333333336
11,60,0.9818181818181818,0.6133333333333333,0.08,1,61.33333333333333
12,60,0.9833333333333333,0.6483333333333333,0.08,1,64.83333333333333
13,60,0.9769230769230769,0.6766666666666666,0.08,1,67.66666666666666
14,60,0.9714285714285714,0.7083333333333334,0.08,1,70.83333333333334
15,60,0.96,0.73,0.08,1,73.0
16,60,0.9625,0.765,0.08,1,76.5
17,60,0.9529411764705882,0.7833333333333333,0.08,1,78.33333333333333
18,60,0.95,0.81,0.08,1,81.0
19,60,0.9315789473684211,0.825,0.08,1,82.5
20,60,0.905,0.8333333333333334,0.08,1,83.33333333333334
21,60,0.8904761904761904,0.855,0.08,1,85.5
22,60,0.8681818181818182,0.8616666666666667,0.08,1,86.16666666666667
23,60,0.8478260869565217,0.8683333333333333,0.08,1,86.83333333333333
24,60,0.8291666666666667,0.875,0.08,1,87.5
25,60,0.804,0.8783333333333333,0.08,1,87.83333333333333
26,60,0.7846153846153846,0.8833333333333333,0.08,1,88.33333333333333
27,60,0.7703703703703704,0.8916666666666667,0.08,1,89.16666666666667
28,60,0.7607142857142857,0.905,0.08,1,90.5
29,60,0.7482758620689656,0.915,0.08,1,91.5
30,60,0.7333333333333333,0.92,0.08,1,92.0
1,60,1.0,0.16,0.16,1,16.0
2,60,1.0,0.29,0.16,1,28.999999999999996
3,60,1.0,0.3883333333333333,0.16,1,38.83333333333333
4,60,1.0,0.4816666666666667,0.16,1,48.16666666666667
5,60,1.0,0.5866666666666667,0.16,1,58.666666666666664
6,60,1.0,0.6533333333333333,0.16,1,65.33333333333333
7,60,0.9857142857142858,0.7116666666666667,0.16,1,71.16666666666667
8,60,0.95,0.7433333333333333,0.16,1,74.33333333333333
9,60,0.9555555555555556,0.775,0.16,1,77.5
10,60,0.95,0.8183333333333334,0.16,1,81.83333333333334
11,60,0.9363636363636364,0.8516666666666667,0.16,1,85.16666666666667
12,60,0.9166666666666666,0.87,0.16,1,87.0
13,60,0.8846153846153846,0.8816666666666667,0.16,1,88.16666666666667
14,60,0.8714285714285714,0.9016666666666666,0.16,1,90.16666666666666
15,60,0.8666666666666667,0.92,0.16,1,92.0
16,60,0.85625,0.9383333333333334,0.16,1,93.83333333333333
17,60,0.8235294117647058,0.945,0.16,1,94.5
18,60,0.8166666666666667,0.9633333333333334,0.16,1,96.33333333333334
19,60,0.8,0.9733333333333334,0.16,1,97.33333333333334
20,60,0.765,0.975,0.16,1,97.5
21,60,0.7380952380952381,0.9783333333333334,0.16,1,97.83333333333334
22,60,0.7227272727272728,0.985,0.16,1,98.5
23,60,0.7,0.9883333333333333,0.16,1,98.83333333333333
24,60,0.675,0.99,0.16,1,99.0
25,60,0.652,0.9916666666666667,0.16,1,99.16666666666667
26,60,0.6307692307692307,0.9933333333333333,0.16,1,99.33333333333333
27,60,0.6074074074074074,0.9933333333333333,0.16,1,99.33333333333333
28,60,0.5892857142857143,0.995,0.16,1,99.5
29,60,0.5724137931034483,0.9966666666666667,0.16,1,99.66666666666667
30,60,0.5566666666666666,0.9983333333333333,0.16,1,99.83333333333333
1,60,0.4,0.01,0.01,2,1.0
2,60,0.35,0.016666666666666666,0.01,2,1.6666666666666667
3,60,0.3333333333333333,0.02666666666666667,0.01,2,2.666666666666667
4,60,0.35,0.03833333333333333,0.01,2,3.833333333333333
5,60,0.36,0.05,0.01,2,5.0
6,60,0.35,0.056666666666666664,0.01,2,5.666666666666666
7,60,0.38571428571428573,0.06833333333333333,0.01,2,6.833333333333333
8,60,0.4125,0.07833333333333334,0.01,2,7.833333333333334
9,60,0.4,0.08333333333333333,0.01,2,8.333333333333332
10,60,0.41,0.095,0.01,2,9.5
11,60,0.4090909090909091,0.10166666666666667,0.01,2,10.166666666666666
12,60,0.4,0.10666666666666667,0.01,2,10.666666666666668
13,60,0.3923076923076923,0.11333333333333333,0.01,2,11.333333333333332
14,60,0.37142857142857144,0.11666666666666667,0.01,2,11.666666666666666
15,60,0.36666666666666664,0.12333333333333334,0.01,2,12.333333333333334
16,60,0.35625,0.12666666666666668,0.01,2,12.666666666666668
17,60,0.36470588235294116,0.135,0.01,2,13.5
18,60,0.36666666666666664,0.14166666666666666,0.01,2,14.166666666666666
19,60,0.35789473684210527,0.145,0.01,2,14.499999999999998
20,60,0.375,0.16166666666666665,0.01,2,16.166666666666664
21,60,0.3761904761904762,0.16833333333333333,0.01,2,16.833333333333332
22,60,0.38181818181818183,0.17833333333333334,0.01,2,17.833333333333336
23,60,0.3782608695652174,0.18666666666666668,0.01,2,18.666666666666668
24,60,0.37916666666666665,0.195,0.01,2,19.5
25,60,0.368,0.19666666666666666,0.01,2,19.666666666666664
26,60,0.36538461538461536,0.20166666666666666,0.01,2,20.166666666666664
27,60,0.37037037037037035,0.21333333333333335,0.01,2,21.333333333333336
28,60,0.3607142857142857,0.215,0.01,2,21.5
29,60,0.36551724137931035,0.22666666666666666,0.01,2,22.666666666666664
30,60,0.36,0.23166666666666666,0.01,2,23.166666666666664
1,60,0.8,0.02,0.02,2,2.0
2,60,0.7,0.03,0.02,2,3.0
3,60,0.6666666666666666,0.043333333333333335,0.02,2,4.333333333333334
4,60,0.625,0.056666666666666664,0.02,2,5.666666666666666
5,60,0.68,0.08666666666666667,0.02,2,8.666666666666668
6,60,0.65,0.10166666666666667,0.02,2,10.166666666666666
7,60,0.6,0.11333333333333333,0.02,2,11.333333333333332
8,60,0.6125,0.13333333333333333,0.02,2,13.333333333333334
9,60,0.6444444444444445,0.16,0.02,2,16.0
10,60,0.64,0.18,0.02,2,18.0
11,60,0.6363636363636364,0.19833333333333333,0.02,2,19.833333333333332
12,60,0.6416666666666667,0.21166666666666667,0.02,2,21.166666666666668
13,60,0.6538461538461539,0.23166666666666666,0.02,2,23.166666666666664
14,60,0.6428571428571429,0.24166666666666667,0.02,2,24.166666666666668
15,60,0.6466666666666666,0.25333333333333335,0.02,2,25.333333333333336
16,60,0.6375,0.26666666666666666,0.02,2,26.666666666666668
17,60,0.6470588235294118,0.2833333333333333,0.02,2,28.333333333333332
18,60,0.6444444444444445,0.30333333333333334,0.02,2,30.333333333333336
19,60,0.6263157894736842,0.30833333333333335,0.02,2,30.833333333333336
20,60,0.625,0.32,0.02,2,32.0
21,60,0.638095238095238,0.3383333333333333,0.02,2,33.83333333333333
22,60,0.6318181818181818,0.34833333333333333,0.02,2,34.833333333333336
23,60,0.6304347826086957,0.36333333333333334,0.02,2,36.333333333333336
24,60,0.6375,0.37833333333333335,0.02,2,37.833333333333336
25,60,0.628,0.385,0.02,2,38.5
26,60,0.6346153846153846,0.4,0.02,2,40.0
27,60,0.6407407407407407,0.41833333333333333,0.02,2,41.833333333333336
28,60,0.6464285714285715,0.43833333333333335,0.02,2,43.833333333333336
29,60,0.6413793103448275,0.44666666666666666,0.02,2,44.666666666666664
30,60,0.64,0.46166666666666667,0.02,2,46.166666666666664
1,60,0.9,0.04,0.04,2,4.0
2,60,0.9,0.07333333333333333,0.04,2,7.333333333333333
3,60,0.8333333333333334,0.08833333333333333,0.04,2,8.833333333333334
4,60,0.825,0.11,0.04,2,11.0
5,60,0.82,0.13666666666666666,0.04,2,13.666666666666666
6,60,0.85,0.19166666666666668,0.04,2,19.166666666666668
7,60,0.8571428571428571,0.22333333333333333,0.04,2,22.333333333333332
8,60,0.875,0.25166666666666665,0.04,2,25.166666666666664
9,60,0.8666666666666667,0.29,0.04,2,28.999999999999996
10,60,0.86,0.325,0.04,2,32.5
11,60,0.8636363636363636,0.36,0.04,2,36.0
12,60,0.8666666666666667,0.38666666666666666,0.04,2,38.666666666666664
13,60,0.8615384615384616,0.4116666666666667,0.04,2,41.16666666666667
14,60,0.8571428571428571,0.43833333333333335,0.04,2,43.833333333333336
15,60,0.86,0.47,0.04,2,47.0
16,60,0.85,0.48833333333333334,0.04,2,48.833333333333336
17,60,0.8352941176470589,0.505,0.04,2,50.5
18,60,0.8388888888888889,0.535,0.04,2,53.5
19,60,0.8263157894736842,0.5566666666666666,0.04,2,55.666666666666664
20,60,0.815,0.5716666666666667,0.04,2,57.166666666666664
21,60,0.8142857142857143,0.59,0.04,2,59.0
22,60,0.8090909090909091,0.605,0.04,2,60.5
23,60,0.8043478260869565,0.6183333333333333,0.04,2,61.83333333333333
24,60,0.7916666666666666,0.63,0.04,2,63.0
25,60,0.776,0.6416666666666667,0.04,2,64.16666666666667
26,60,0.7615384615384615,0.6483333333333333,0.04,2,64.83333333333333
27,60,0.7481481481481481,0.6566666666666666,0.04,2,65.66666666666666
28,60,0.7357142857142858,0.6683333333333333,0.04,2,66.83333333333333
29,60,0.7275862068965517,0.68,0.04,2,68.0
30,60,0.72,0.695,0.04,2,69.5
1,60,1.0,0.09,0.08,2,9.0
2,60,1.0,0.15166666666666667,0.08,2,15.166666666666668
3,60,1.0,0.22666666666666666,0.08,2,22.666666666666664
4,60,1.0,0.2783333333333333,0.08,2,27.833333333333332
5,60,0.98,0.33,0.08,2,33.0
6,60,0.9833333333333333,0.39166666666666666,0.08,2,39.166666666666664
7,60,0.9857142857142858,0.44666666666666666,0.08,2,44.666666666666664
8,60,0.975,0.48833333333333334,0.08,2,48.833333333333336
9,60,0.9777777777777777,0.5266666666666666,0.08,2,52.666666666666664
10,60,0.97,0.5583333333333333,0.08,2,55.833333333333336
11,60,0.9545454545454546,0.585,0.08,2,58.5
12,60,0.9416666666666667,0.6216666666666667,0.08,2,62.16666666666667
13,60,0.9461538461538461,0.655,0.08,2,65.5
14,60,0.9285714285714286,0.6816666666666666,0.08,2,68.16666666666666
15,60,0.9266666666666666,0.72,0.08,2,72.0
16,60,0.90625,0.7383333333333333,0.08,2,73.83333333333333
17,60,0.8823529411764706,0.7533333333333333,0.08,2,75.33333333333333
18,60,0.8666666666666667,0.77,0.08,2,77.0
19,60,0.8473684210526315,0.7816666666666666,0.08,2,78.16666666666666
20,60,0.845,0.7966666666666666,0.08,2,79.66666666666666
21,60,0.8428571428571429,0.815,0.08,2,81.5
22,60,0.8318181818181818,0.8283333333333334,0.08,2,82.83333333333334
23,60,0.8130434782608695,0.84,0.08,2,84.0
24,60,0.8083333333333333,0.8616666666666667,0.08,2,86.16666666666667
25,60,0.804,0.875,0.08,2,87.5
26,60,0.7923076923076923,0.885,0.08,2,88.5
27,60,0.7888888888888889,0.9016666666666666,0.08,2,90.16666666666666
28,60,0.7714285714285715,0.9066666666666666,0.08,2,90.66666666666666
29,60,0.7655172413793103,0.9183333333333333,0.08,2,91.83333333333333
30,60,0.75,0.925,0.08,2,92.5
1,60,1.0,0.17333333333333334,0.16,2,17.333333333333336
2,60,1.0,0.31,0.16,2,31.0
3,60,1.0,0.42,0.16,2,42.0
4,60,1.0,0.5083333333333333,0.16,2,50.83333333333333
5,60,1.0,0.5916666666666667,0.16,2,59.166666666666664
6,60,1.0,0.6633333333333333,0.16,2,66.33333333333333
7,60,1.0,0.72,0.16,2,72.0
8,60,1.0,0.7583333333333333,0.16,2,75.83333333333333
9,60,1.0,0.8016666666666666,0.16,2,80.16666666666666
10,60,0.96,0.82,0.16,2,82.0
11,60,0.9545454545454546,0.8433333333333334,0.16,2,84.33333333333334
12,60,0.95,0.875,0.16,2,87.5
13,60,0.9307692307692308,0.8933333333333333,0.16,2,89.33333333333333
14,60,0.9071428571428571,0.9116666666666666,0.16,2,91.16666666666666
15,60,0.8666666666666667,0.92,0.16,2,92.0
16,60,0.85625,0.9366666666666666,0.16,2,93.66666666666667
17,60,0.8411764705882353,0.9466666666666667,0.16,2,94.66666666666667
18,60,0.8222222222222222,0.9583333333333334,0.16,2,95.83333333333334
19,60,0.7894736842105263,0.9616666666666667,0.16,2,96.16666666666667
20,60,0.77,0.9683333333333334,0.16,2,96.83333333333334
21,60,0.7476190476190476,0.9733333333333334,0.16,2,97.33333333333334
22,60,0.7181818181818181,0.975,0.16,2,97.5
23,60,0.6956521739130435,0.9783333333333334,0.16,2,97.83333333333334
