fastq	Accession
REP3_type1_EMX1_GCTGC_pegRNA_RTT_26_R1.fastq.gz	SRR33940453
REP3_type1_EMX1_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940452
REP3_type1_EMX1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940451
REP3_type1_EMX1_GTCAG_pegRNA_RTT_26_R1.fastq.gz	SRR33940450
REP3_type1_EMX1_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940449
REP3_type1_FANCF_GCTGC_pegRNA_RTT_17_R1.fastq.gz	SRR33939885
REP3_type1_FANCF_GCTGC_pegRNA_RTT_27_R1.fastq.gz	SRR33939884
REP3_type1_FANCF_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33939883
REP3_type1_FANCF_GTCAG_pegRNA_RTT_17_R1.fastq.gz	SRR33939882
REP3_type1_FANCF_GTCAG_pegRNA_RTT_27_R1.fastq.gz	SRR33939881
REP3_type1_FANCF_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33939880
REP3_type1_HEK3_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33939879
REP3_type1_HEK3_GCTGC_pegRNA_RTT_24_R1.fastq.gz	SRR33939878
REP3_type1_HEK3_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33939877
REP3_type1_HEK3_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33939876
REP3_type1_HEK3_GTCAG_pegRNA_RTT_24_R1.fastq.gz	SRR33939874
REP3_type1_HEK3_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33939873
REP3_type1_RNF2_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33939872
REP3_type1_RNF2_GCTGC_pegRNA_RTT_22_R1.fastq.gz	SRR33939871
REP3_type1_RNF2_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33939870
REP3_type1_RNF2_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33939869
REP3_type1_RNF2_GTCAG_pegRNA_RTT_22_R1.fastq.gz	SRR33939868
REP3_type1_RNF2_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33939867
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_15_R1.fastq.gz	SRR33939866
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33939865
REP3_type1_RUNX1_GCTGC_pegRNA_RTT_35_R1.fastq.gz	SRR33939863
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_15_R1.fastq.gz	SRR33939862
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33939861
REP3_type1_RUNX1_GTCAG_pegRNA_RTT_35_R1.fastq.gz	SRR33939860
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33939859
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_21_R1.fastq.gz	SRR33940447
REP3_type2_AAVS1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33940446
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940445
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_21_R1.fastq.gz	SRR33940444
REP3_type2_AAVS1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33940443
REP3_type2_EMX1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33940441
REP3_type2_EMX1_GCTGC_pegRNA_RTT_26_R1.fastq.gz	SRR33940440
REP3_type2_EMX1_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940439
REP3_type2_EMX1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940438
REP3_type2_EMX1_GTCAG_pegRNA_RTT_26_R1.fastq.gz	SRR33940437
REP3_type2_EMX1_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940436
REP3_type2_FANCF_GCTGC_pegRNA_RTT_17_R1.fastq.gz	SRR33940435
REP3_type2_FANCF_GCTGC_pegRNA_RTT_27_R1.fastq.gz	SRR33940434
REP3_type2_FANCF_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940433
REP3_type2_FANCF_GTCAG_pegRNA_RTT_17_R1.fastq.gz	SRR33940432
REP3_type2_FANCF_GTCAG_pegRNA_RTT_27_R1.fastq.gz	SRR33940430
REP3_type2_FANCF_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940429
REP3_type2_HEK3_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33940428
REP3_type2_HEK3_GCTGC_pegRNA_RTT_24_R1.fastq.gz	SRR33940427
REP3_type2_HEK3_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33940426
REP3_type2_HEK3_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33940425
REP3_type2_HEK3_GTCAG_pegRNA_RTT_24_R1.fastq.gz	SRR33940424
REP3_type2_HEK3_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33940423
REP3_type2_RNF2_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33940422
REP3_type2_RNF2_GCTGC_pegRNA_RTT_22_R1.fastq.gz	SRR33940421
REP3_type2_RNF2_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33940419
REP3_type2_RNF2_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33940418
REP3_type2_RNF2_GTCAG_pegRNA_RTT_22_R1.fastq.gz	SRR33940417
REP3_type2_RNF2_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33940416
REP3_type2_RUNX1_GCTGC_pegRNA_RTT_15_R1.fastq.gz	SRR33940415
REP3_type2_RUNX1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33940414
REP3_type2_RUNX1_GCTGC_pegRNA_RTT_35_R1.fastq.gz	SRR33940413
REP3_type2_RUNX1_GTCAG_pegRNA_RTT_15_R1.fastq.gz	SRR33940412
REP3_type2_RUNX1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33940411
REP3_type2_RUNX1_GTCAG_pegRNA_RTT_35_R1.fastq.gz	SRR33940410
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33940408
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_21_R1.fastq.gz	SRR33940407
REP3_type3_AAVS1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33940406
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940405
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_21_R1.fastq.gz	SRR33940404
REP3_type3_AAVS1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33940403
REP3_type3_EMX1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33940402
REP3_type3_EMX1_GCTGC_pegRNA_RTT_26_R1.fastq.gz	SRR33940401
REP3_type3_EMX1_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940400
REP3_type3_EMX1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940399
REP3_type3_EMX1_GTCAG_pegRNA_RTT_26_R1.fastq.gz	SRR33940397
REP3_type3_EMX1_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940396
REP3_type3_FANCF_GCTGC_pegRNA_RTT_17_R1.fastq.gz	SRR33940395
REP3_type3_FANCF_GCTGC_pegRNA_RTT_27_R1.fastq.gz	SRR33940394
REP3_type3_FANCF_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940393
REP3_type3_FANCF_GTCAG_pegRNA_RTT_17_R1.fastq.gz	SRR33940392
REP3_type3_FANCF_GTCAG_pegRNA_RTT_27_R1.fastq.gz	SRR33939858
REP3_type3_FANCF_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33939857
REP3_type3_HEK3_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33939856
REP3_type3_HEK3_GCTGC_pegRNA_RTT_24_R1.fastq.gz	SRR33939855
REP3_type3_HEK3_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33939853
REP3_type3_HEK3_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33939852
REP3_type3_HEK3_GTCAG_pegRNA_RTT_24_R1.fastq.gz	SRR33939851
REP3_type3_HEK3_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33939850
REP3_type3_RNF2_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33939849
REP3_type3_RNF2_GCTGC_pegRNA_RTT_22_R1.fastq.gz	SRR33939848
REP3_type3_RNF2_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33939847
REP3_type3_RNF2_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33939846
REP3_type3_RNF2_GTCAG_pegRNA_RTT_22_R1.fastq.gz	SRR33939845
REP3_type3_RNF2_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33939844
REP3_type3_RUNX1_GCTGC_pegRNA_RTT_15_R1.fastq.gz	SRR33939842
REP3_type3_RUNX1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33939841
REP3_type3_RUNX1_GCTGC_pegRNA_RTT_35_R1.fastq.gz	SRR33939840
REP3_type3_RUNX1_GTCAG_pegRNA_RTT_15_R1.fastq.gz	SRR33939839
REP3_type3_RUNX1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33939838
REP3_type3_RUNX1_GTCAG_pegRNA_RTT_35_R1.fastq.gz	SRR33939837
REP3_type4_AAVS1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33939836
REP3_type4_AAVS1_GCTGC_pegRNA_RTT_21_R1.fastq.gz	SRR33939835
REP3_type4_AAVS1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33939834
REP3_type4_AAVS1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33939833
REP3_type4_AAVS1_GTCAG_pegRNA_RTT_21_R1.fastq.gz	SRR33940026
REP3_type4_AAVS1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33940025
REP3_type4_EMX1_GCTGC_pegRNA_RTT_16_R1.fastq.gz	SRR33940024
REP3_type4_EMX1_GCTGC_pegRNA_RTT_26_R1.fastq.gz	SRR33940023
REP3_type4_EMX1_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940022
REP3_type4_EMX1_GTCAG_pegRNA_RTT_16_R1.fastq.gz	SRR33940021
REP3_type4_EMX1_GTCAG_pegRNA_RTT_26_R1.fastq.gz	SRR33940020
REP3_type4_EMX1_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940019
REP3_type4_FANCF_GCTGC_pegRNA_RTT_17_R1.fastq.gz	SRR33940018
REP3_type4_FANCF_GCTGC_pegRNA_RTT_27_R1.fastq.gz	SRR33940017
REP3_type4_FANCF_GCTGC_pegRNA_RTT_36_R1.fastq.gz	SRR33940015
REP3_type4_FANCF_GTCAG_pegRNA_RTT_17_R1.fastq.gz	SRR33940014
REP3_type4_FANCF_GTCAG_pegRNA_RTT_27_R1.fastq.gz	SRR33940013
REP3_type4_FANCF_GTCAG_pegRNA_RTT_36_R1.fastq.gz	SRR33940012
REP3_type4_HEK3_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33940011
REP3_type4_HEK3_GCTGC_pegRNA_RTT_24_R1.fastq.gz	SRR33940010
REP3_type4_HEK3_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33940009
REP3_type4_HEK3_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33940008
REP3_type4_HEK3_GTCAG_pegRNA_RTT_24_R1.fastq.gz	SRR33940007
REP3_type4_HEK3_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33940006
REP3_type4_RNF2_GCTGC_pegRNA_RTT_14_R1.fastq.gz	SRR33940004
REP3_type4_RNF2_GCTGC_pegRNA_RTT_22_R1.fastq.gz	SRR33940003
REP3_type4_RNF2_GCTGC_pegRNA_RTT_34_R1.fastq.gz	SRR33940002
REP3_type4_RNF2_GTCAG_pegRNA_RTT_14_R1.fastq.gz	SRR33940001
REP3_type4_RNF2_GTCAG_pegRNA_RTT_22_R1.fastq.gz	SRR33940000
REP3_type4_RNF2_GTCAG_pegRNA_RTT_34_R1.fastq.gz	SRR33939999
REP3_type4_RUNX1_GCTGC_pegRNA_RTT_15_R1.fastq.gz	SRR33940222
REP3_type4_RUNX1_GCTGC_pegRNA_RTT_25_R1.fastq.gz	SRR33940221
REP3_type4_RUNX1_GCTGC_pegRNA_RTT_35_R1.fastq.gz	SRR33940220
REP3_type4_RUNX1_GTCAG_pegRNA_RTT_15_R1.fastq.gz	SRR33940219
REP3_type4_RUNX1_GTCAG_pegRNA_RTT_25_R1.fastq.gz	SRR33940217
REP3_type4_RUNX1_GTCAG_pegRNA_RTT_35_R1.fastq.gz	SRR33940216
