intensity_bin,frac_decoded
"(1000, 2000]",0.9013226592412112
"(2000, 3000]",0.9629855603009966
"(3000, 4000]",0.9658869395711501
"(4000, 5000]",0.9652027837772978
"(5000, 6000]",0.9679163662581111
"(6000, 7000]",0.9677871148459384
"(7000, 8000]",0.9699140401146131
"(8000, 9000]",0.9803921568627451
"(9000, 10000]",0.9716494845360825
