Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP1_AAVS1_type2_BC1_rt16	17.3089952572636	6.78928699533697	0.360687098959786	50182	41025	8686	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP1_AAVS1_type2_BC1_rt18	17.653211146251	4.45750429563961	0.343651169161043	40157	32757	7089	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP1_AAVS1_type2_BC1_rt20	18.160458256157	6.21184057076216	0.30870549495781	58308	47448	10589	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP2_AAVS1_type2_BC1_rt12	12.0173992153295	6.86728833797692	0.270085858873031	70348	60673	8454	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP2_AAVS1_type2_BC1_rt16	31.8183288061053	6.09397231923425	0.598240848531885	61848	41738	19679	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP2_AAVS1_type2_BC1_rt18	27.9924800372122	4.60694627490503	0.500038762694783	51596	36892	14443	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP2_AAVS1_type2_BC1_rt20	24.9352323873879	3.94933202803214	0.436957533935841	83761	62582	20886	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP3_AAVS1_type2_BC1_rt12	12.4585278938314	5.3161096092406	0.305664782501843	65104	56838	8111	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP3_AAVS1_type2_BC1_rt16	35.3314900876522	4.38702276604506	0.695629154656156	67996	43553	24024	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP3_AAVS1_type2_BC1_rt18	24.542530378842	3.75089349535382	0.600428877769836	55960	42220	13734	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP3_AAVS1_type2_BC1_rt20	20.185781069759	3.95847246675976	0.484487887802805	82355	65648	16624	CRISPRessoBatch_on_AAVS1_TYPE2_BC1
REP1_AAVS1_type2_BC2_rt12	14.1441947226398	4.71231685893837	1.90339931542822	55217	47395	7810	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP1_AAVS1_type2_BC2_rt16	16.5749213611667	4.58607377752359	1.99814126394052	55952	46665	9274	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP1_AAVS1_type2_BC2_rt18	17.93916075508	12.1730019409471	2.15050069564919	58219	47768	10444	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP1_AAVS1_type2_BC2_rt20	14.320597241959	11.412445209455	2.18361587574805	49963	42791	7155	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP2_AAVS1_type2_BC2_rt12	15.9233032242804	3.89249441923037	0.32375855594814	67643	56800	10771	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP2_AAVS1_type2_BC2_rt16	29.915795456245	3.90212530473669	0.765767786901183	66861	46856	20002	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP2_AAVS1_type2_BC2_rt18	31.7322106337512	5.3647178898351	2.00459286192709	62706	42725	19898	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP2_AAVS1_type2_BC2_rt20	37.2869021628909	2.91566753754936	0.737267814323038	83823	52557	31255	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP3_AAVS1_type2_BC2_rt12	27.316169170693	3.58329472499835	0.608908597524654	75545	54898	20636	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP3_AAVS1_type2_BC2_rt16	29.981364254866	6.61716854996155	1.0471513932438	67612	47327	20271	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP3_AAVS1_type2_BC2_rt18	35.5172720458386	2.39356633761482	0.653021813977716	78711	50747	27956	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP3_AAVS1_type2_BC2_rt20	30.1013982010407	6.18058294423735	0.923652370834977	78601	54922	23660	CRISPRessoBatch_on_AAVS1_TYPE2_BC2
REP1_EMX1_type2_BC1_rt12	17.6258992805755	0.790617505995204	0.187350119904077	53376	43795	9408	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC1_rt14	52.5557501919027	0.303107839470939	0.679040289723857	50807	23753	26702	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC1_rt16	58.6268942056285	0.598836065112879	0.967134302341927	35569	14367	20853	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC1_rt18	65.1270449008006	0.180995475113122	1.0024364775496	57460	19190	37422	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC1_rt20	62.2581594885599	0.241840511440108	0.73813930013459	47552	17178	29605	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC1_rt22	63.8704266694622	0.698186392703638	0.727539574378866	47695	15424	30463	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt12	22.9923191378132	0.591144890819158	0.373989624803957	49734	38097	11435	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt14	59.2925864181413	0.31333480627473	0.809448249543053	49787	19983	29520	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt16	57.3513735137351	0.486538198715321	0.795407954079541	36585	15258	20982	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt18	65.6203699784109	0.228590780171866	0.745036616856454	47246	15589	31003	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt20	57.6028020738513	0.437329322832153	0.726243717101357	50534	20303	29109	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP2_EMX1_type2_BC1_rt22	64.8939653677986	0.14831365448697	0.868694261995108	51917	16732	33691	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt12	20.602471489861	0.212680136408639	0.232848080378424	54542	43140	11237	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt14	55.2451574471581	0.357414292463488	0.659367746441263	48683	21291	26895	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt16	58.8137758569138	0.255511158226644	0.720324009894262	36789	14702	21637	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt18	63.8729448389921	0.299964328566333	0.823685831955119	61674	21432	39393	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt20	61.3278146307212	0.147822391396737	0.746503076553521	54119	20101	33190	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP3_EMX1_type2_BC1_rt22	63.9864999007346	0.412944212825094	0.867579908675799	50370	16495	32230	CRISPRessoBatch_on_EMX1_TYPE2_BC1
REP1_EMX1_type2_BC2_rt12	43.022656597068	0.403376277210129	0.653931585961795	56275	31990	24211	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_EMX1_type2_BC2_rt14	61.9171784403198	0.361958349058222	0.883452842488078	58294	22122	36094	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_EMX1_type2_BC2_rt16	63.7295214311856	0.120557146240124	0.865428085509461	46451	16841	29603	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_EMX1_type2_BC2_rt18	65.8563860015766	0.386808190800931	0.999101725054538	54549	18510	35924	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_EMX1_type2_BC2_rt20	65.4193049249751	0.380723578394446	0.932467373821691	49117	16830	32132	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_EMX1_type2_BC2_rt22	67.0605674676911	0.26932793285592	0.929076977681274	47897	15338	32120	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt12	43.4317977571992	0.558746532254913	0.619309967569257	51186	28890	22231	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt14	60.030551842658	0.395264464388008	0.813442810769525	52370	20711	31438	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt16	69.1633027522936	0.275229357798165	0.968807339449541	54500	16689	37694	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt18	67.9941300559479	0.396221223516463	1.00706227643768	54515	17339	37067	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt20	62.5591962727918	0.389209502080258	0.881952566290239	52157	19355	32629	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP2_EMX1_type2_BC2_rt22	62.4347022422245	0.24712689865788	0.904122799967853	49772	18324	31075	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt12	47.6661051843534	0.522178551375632	0.612015721504773	53430	27901	25468	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt14	63.9617079278537	0.193362284844835	0.887564586173012	63094	22577	40356	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt16	68.2533249825001	0.265261761780201	0.863942821353572	54286	17107	37052	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt18	65.5974883480062	0.283208182288969	0.941869497669601	61792	21022	40534	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt20	60.98508072757	0.261598201512365	0.815450643776824	48930	18921	29840	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP3_EMX1_type2_BC2_rt22	60.0614000642559	0.324849177167744	0.804983400564024	56026	22061	33650	CRISPRessoBatch_on_EMX1_TYPE2_BC2
REP1_FANCF_Type2_BC1_12	20.2502017756255	0.4317998385795	0.391444713478612	24780	19757	5018	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_14	22.6365688487585	0.329571106094808	0.230248306997743	22150	17135	5014	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_16	24.9484609369446	0.426530177010023	0.401649250017772	28134	21114	7019	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_18	26.8107775842639	0.563466857903903	0.286855854932896	29283	21432	7851	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_20	27.0838047823791	0.426189937391567	0.256468280908199	26514	19333	7181	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_22	24.898302087018	0.455429784223559	0.203395825963919	22616	16984	5631	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC1_24	26.0837551771744	0.197883110906581	0.239300506212609	21730	16060	5668	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_12	19.971921797005	0.337978369384359	0.197587354409318	19232	15389	3841	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_14	22.9622169520159	0.227413014521945	0.347617036483545	30781	23712	7068	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_16	25.8657616395927	0.817160367722165	0.431645194240337	30349	22496	7850	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_18	29.4456482979949	0.53213374660559	0.496475299668102	36457	25722	10735	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_20	24.5105409380618	0.585062918777578	0.258212126164406	30595	23094	7499	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_22	21.3476070528967	0.193414897445124	0.310363440086362	22232	17486	4746	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP2_FANCF_Type2_BC1_24	19.5763975533307	0.657314141383403	0.179544140470466	32861	26428	6433	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_12	21.830985915493	0.84961381190368	0.186278964107224	22010	17204	4805	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_14	24.5072836332476	0.211969512470121	0.293149325756551	22173	16732	5434	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_16	22.8100087553569	0.225796046265149	0.313349615225105	21701	16750	4950	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_18	22.5152921782135	0.299336254392434	0.199557502928289	23051	17861	5190	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_20	21.4709436449522	0.219707788641107	0.241678567505218	18206	14297	3909	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_22	21.5724090986443	0.136139315899938	0.38572806171649	17629	13808	3803	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP3_FANCF_Type2_BC1_24	21.3194517107879	0.0366223710369363	0.204038924348645	19114	15039	4075	CRISPRessoBatch_on_FANCF_TYPE2_BC1
REP1_FANCF_Type2_BC2_12	29.7069597069597	0.183150183150183	0.663003663003663	27300	19188	8110	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_14	38.9977681685033	0.394057748639978	1.34258613474683	28676	17491	11183	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_16	40.779747497874	0.111205599529012	1.08916072479885	30574	18101	12468	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_18	43.9485272113206	0.128254456842375	1.61600615621393	23391	13110	10280	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_20	39.6404631322364	0.249847653869592	1.15173674588665	16410	9905	6505	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_22	44.606750845919	0.119666584137988	1.14302220021457	24234	13401	10810	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_FANCF_Type2_BC2_24	36.4318787708713	0.228006173705626	1.23123333801038	28508	18066	10386	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_12	26.2553969427049	0.388968843595628	0.626239838188961	25709	18958	6750	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_14	38.2153674477921	0.454328072692492	1.16371751952814	25092	15503	9589	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_16	38.4677049931287	0.343563902885937	1.22824095281722	34928	21461	13436	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_18	40.3535459504826	0.178346621905162	1.48447335291649	19064	11368	7693	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_20	43.1550906373855	0.149437983236957	1.47488792151257	15391	8748	6642	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_22	42.5526329605712	0.115503753872001	1.35454402268074	19047	10926	8105	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP2_FANCF_Type2_BC2_24	39.2728077291836	0.147503503208201	1.26853012759053	13559	8231	5325	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_12	26.7692171683685	0.313839897449498	0.800070724483932	22623	16558	6056	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_14	29.1776783899167	0.213458019922749	0.955478755844684	19676	13934	5741	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_16	35.4245178452671	0.676125027710042	1.16382176900909	9022	5825	3196	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_18	36.6589327146172	0.158749542068629	1.41042862376359	16378	10374	6004	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_20	34.3836325966851	0.0604281767955801	1.0833908839779	23168	15162	7966	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_22	38.0622561897938	0.374174030730037	1.0309688719051	25122	15547	9562	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP3_FANCF_Type2_BC2_24	38.5407558534927	0.106868745749539	1.27270960847178	20586	12652	7934	CRISPRessoBatch_on_FANCF_TYPE2_BC2
REP1_HEK3_type2_BC1_rt30	40.1433691756272	4.96247450444563	0.560407136774986	50499	30205	20272	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP1_HEK3_type2_BC1_rt32	15.1185955301002	0.0964950507377202	0.208553819336363	32126	27253	4857	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP1_HEK3_type2_BC1_rt34	49.2407809110629	0.378455716065907	0.713065952831495	43334	21985	21338	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP1_HEK3_type2_BC1_rt36	49.6703344686054	0.702995371583268	0.644048554711379	45804	23047	22751	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP1_HEK3_type2_BC1_rt40	48.9186482175316	0.645472419037727	0.682568535074378	26957	13725	13187	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP2_HEK3_type2_BC1_rt30	32.4801165005041	0.683320264366528	0.449945857137523	53562	36152	17397	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP2_HEK3_type2_BC1_rt32	51.2254399116231	0.544464609800363	0.66440463978537	63365	30885	32459	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP2_HEK3_type2_BC1_rt34	49.7583437318758	0.827782562083692	0.84711506353363	56899	28574	28312	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP2_HEK3_type2_BC1_rt36	50.7458432304038	0.809501187648456	0.817102137767221	52625	25861	26705	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP2_HEK3_type2_BC1_rt40	49.7695475495677	0.929991545531404	0.779992909155371	36667	18410	18249	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP3_HEK3_type2_BC1_rt30	34.4109351269256	0.500996074873272	0.536499733722559	50699	33247	17446	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP3_HEK3_type2_BC1_rt32	50.0832570144035	0.547414869702772	0.705603197069353	48044	23942	24062	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP3_HEK3_type2_BC1_rt34	50.5453443748738	0.791759240557463	0.797818622500505	49510	24475	25025	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP3_HEK3_type2_BC1_rt36	54.2727436353819	0.637961722296662	0.835949843009419	50003	22859	27138	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP3_HEK3_type2_BC1_rt40	47.1790443293034	1.08232584916523	0.757052389176742	34740	18345	16390	CRISPRessoBatch_on_HEK3_TYPE2_BC1
REP1_HEK3_type2_BC2_rt30	57.2261100097924	0.410805130287325	2.75621581599752	41869	17905	23960	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP1_HEK3_type2_BC2_rt32	55.3151993663837	0.0693017845209514	2.50476449768582	40403	18049	22349	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP1_HEK3_type2_BC2_rt34	56.9452557302741	0.801420593939111	2.37388724035608	42799	18425	24372	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP1_HEK3_type2_BC2_rt36	66.4173522812266	0.0794689603590127	2.95905011219147	42784	14365	28416	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP1_HEK3_type2_BC2_rt40	47.8925782607688	1.35783302824571	2.34956090553097	43157	22487	20669	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP2_HEK3_type2_BC2_rt30	53.0781408420641	0.316618936658425	2.33373058930255	56219	26378	29840	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP2_HEK3_type2_BC2_rt32	53.8600069831119	0.231545289155962	2.52127092636492	54417	25100	29309	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP2_HEK3_type2_BC2_rt34	65.7188898836168	0.465532676812892	3.39480752014324	55850	19144	36704	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP2_HEK3_type2_BC2_rt36	63.7548545988444	0.0682011935208866	2.87013356067065	52785	19129	33653	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP2_HEK3_type2_BC2_rt40	59.9685650887574	0.436390532544379	2.77181952662722	54080	21641	32431	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP3_HEK3_type2_BC2_rt30	58.0303621873636	0.360579683516685	2.94664798695482	43541	18270	25267	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP3_HEK3_type2_BC2_rt32	60.1319547813493	0.0482761395180432	2.56466991189605	49714	19817	29894	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP3_HEK3_type2_BC2_rt34	68.3039927777094	1.96766383520046	2.96278058188682	48738	15443	33290	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP3_HEK3_type2_BC2_rt36	65.9872611464968	0.780254777070064	3.18272292993631	50240	17088	33152	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP3_HEK3_type2_BC2_rt40	55.7727622771163	0.276444918350019	2.5077503307466	50643	22392	28245	CRISPRessoBatch_on_HEK3_TYPE2_BC2
REP1_AAVS1_type3_BC1_rt23	18.9861996842127	3.17837882174421	1.14626694280969	48767	38424	9259	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC1_rt25	13.0792883812871	7.8373233765283	1.66007760450985	54636	46330	7146	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC1_rt27	22.457990328476	5.8756934223933	2.15911112548722	61831	47362	13886	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC1_rt29	26.9851729818781	5.32415931776335	1.57961042736699	51595	37469	13923	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC1_rt31	7.78096532286477	8.57952924992031	1.13577264415253	59607	54265	4638	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC1_rt33	6.54267392406179	6.07549747680645	2.01855483814099	45379	42409	2969	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt23	35.1204261232052	2.75011579434924	2.23917322834646	69088	43755	24264	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt25	37.107090894117	3.20366760919098	2.29637356905592	72854	45435	27034	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt27	45.0250639093986	2.45783407834792	2.86771111523686	70021	38088	31527	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt29	38.2975058564145	2.18065316246383	3.03844563869368	58056	35145	22234	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt31	14.9089887083175	3.52307107312315	1.7342569477739	60487	50980	9018	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP2_AAVS1_type3_BC1_rt33	22.9333470197769	2.51317320194347	1.96571545883802	58452	44943	13405	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt23	35.5801662550129	2.66911003107322	3.27065572464345	75306	48324	26794	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt25	36.5714790131085	4.25034205764223	2.41279369142723	67971	42305	24858	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt27	36.5137496787458	1.21594705731175	2.21986635826266	62256	39159	22732	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt29	36.1556454779832	2.69084327886766	2.23838549403268	58569	37390	21176	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt31	15.4410108563449	5.22095589891437	1.33677192666336	88796	74819	13711	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP3_AAVS1_type3_BC1_rt33	16.1598452330573	4.48582310622091	1.15349737017109	82705	68828	13365	CRISPRessoBatch_on_AAVS1_TYPE3_BC1
REP1_AAVS1_type3_BC2_rt23	8.63514926239981	4.88326170286909	2.00720176559415	43045	39142	3717	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_AAVS1_type3_BC2_rt25	21.899079884254	1.57850245472575	2.11334005267094	61514	47668	13471	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_AAVS1_type3_BC2_rt27	8.77995964368325	3.3941959085913	0.890791869678626	60957	53286	5352	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_AAVS1_type3_BC2_rt29	12.3909097256161	2.34587726035049	1.08392096627801	57292	49027	7099	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_AAVS1_type3_BC2_rt31	10.1721803875116	3.23419917082663	3.50918013368305	47276	41847	4809	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_AAVS1_type3_BC2_rt33	13.5670026819569	2.93165633959123	2.31819723172724	64878	55662	8802	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt23	13.6535218054775	3.85912778090113	1.75287125532086	49804	42311	6800	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt25	20.2421357144484	3.08535113095374	2.65711487209859	87802	69162	17773	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt27	19.8981917641696	3.31712505698222	2.31879653548093	65810	51504	13095	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt29	13.6302337528898	1.92492936039044	1.5556768558952	62288	53042	8490	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt31	14.4400432120994	5.21869200299161	1.94177446608127	72202	61282	10426	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP2_AAVS1_type3_BC2_rt33	17.6977834365415	2.81845014179061	1.40199085595231	69116	55876	12232	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt23	18.3397469616013	3.0730046233493	2.11096038315661	72242	57997	13249	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt25	3.76523505513639	6.09885857999613	1.45579415747727	82704	77481	3114	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt27	24.0025835415696	2.36436406759561	2.86413112532294	94444	71451	22669	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt29	16.5771682441568	3.0313566415556	1.22335973214861	77655	64396	12873	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt31	16.0330317694088	2.67830843677677	1.48011782032401	95060	78429	15241	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP3_AAVS1_type3_BC2_rt33	18.2334875835522	1.93716040633121	1.3549005711427	71961	58088	13121	CRISPRessoBatch_on_AAVS1_TYPE3_BC2
REP1_HEK3_type3_BC1_rt24	52.8829108314129	0.0487502215919163	0.717957808899131	45128	21117	23865	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt26	38.689506936755	0.134609956794546	0.59923142056927	46059	28239	17820	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt28	40.2430659750504	0.970977836841428	0.525142538689073	46654	27878	18775	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt30	35.7223516974604	0.0552605655798755	0.542995122654429	41621	26753	14868	CRISPRessoBatch_on_HEK3_TYPE3_BC1
